senior al-shabaab leader killed in us strike in somalia: pentagon  via @africareview
oscar pistorius returns to court for bail hearing  via @africareview
missing senegalese students identifies with isis 
state prosecutors want pistorius back in court 
rt @bbcafrica: burkina faso ex-coup leader charged with complicity in murder of african icon thomas sankara  
state prosecutors want pistorius back in court  
rt @bbcafrica: nigeria imports 159 million toothbrushes from china a year - and 6 more china-africa numbers  
rt @the_eastafrican: kenya and china signs $1.5 billion for the extension of the standard gauge railway to nakuru. china eximbank to provid…
eu wades into rwanda term limit debate  
journalist killed in mogadishu explosion  
"rt @irinnews: libya:""the mother was boiling water on the stove to make her children think there was food""  "
rt @unctadkituyi: refreshing talk w/ amb. t. janjua of pakistan on building on unctad's competence 4 enhanced role in agenda 2030 impl 
rt @the_eastafrican: magufuli issues seven-day ultimatum to tax evaders amid cash crunch  
china-africa: 
rt @presidencyza: president xi addressed the opening ceremony of the jhb summit of the forum on china-africa cooperation #focac 
un climate talks turn hostile over money 
firebomb attack 'kills 12' in cairo 
un climate talks turn hostile over money
rt @bbcafrica: how #china is building kenya's biggest shopping centre  
"charles onyango obbo: to understand climate change, follow the story of kenya and the quail eggs "
drought drives angolans to namibia 
27 muslims on trial for apostasy in sudan: lawyer 
matriarch of kenyan literature leaves world poorer 
nigeria insists mtn must pay fine 
nigeria insists mtn must pay fine  
rt @nationfmke: breaking: oscar #pistorius has been found guilty of murder supreme court accepts appeal. #sportslineke @seancardo 
china and south africa in $6.5bn worth of deals  
rt @bbcafrica: the wives who maybe see their husbands once in seven years  
us urges #kagame to retire in 2017  
rt @bbcafrica: ex-guinea leader sekouba konate pleads guilty in us to charges of smuggling money   
"africa's business tycoons highly corrupt, transparency says  "
"africa's business tycoons highly corrupt, transparency says  "
former nigeria president babangida quits politics  
chinese leader arrives in zimbabwe  
south africa tops continent's corruption survey  @anticorruption @governmentza 
11 dead as mouride pilgrims head to senegal's touba city  
kabore elected burkina faso president  
pope ends tour of africa  
pope arrives at car mosque @pontifex
today in africa at a glance  
rt @presidencyza: climate change is already seriously affecting south africa. 
#popeinafrica  
rt @bbcafrica: south africa struggling with its worst drought in 2 decades  
pope francis to visit mosque in car capital bangui  @pontifex 
counting under way in #burkinafasoelections  
pope's plane lands in kenya 
ramaphosa wins cosatu affiliates' backing for top job  
"rt @the_eastafrican: plane carrying 500 nigerians deported from the united kingdom lands at lagos airport, most deportees unhappy to be bac…"
sudanese peace talks suspended for the 10th time  @au_psd 
kenya readies the welcome mat for pope francis  
rt @bbcafrica: google doodle marks anniversary of discovery of ancient 'lucy' skeleton in ethiopia  
rt @bbcafrica: a fire has killed 18 people and injured 35 others in a camp for african migrants in algeria  
"rt @the_eastafrican: president kenyatta reshuffles cabinet, announces far reaching changes in his government."
terrorism prompts #senegal to boost security budget  
sa film named best documentary at emmy awards  @sa_info @southafrican_pr @gotosouthafrica 
#ebolacrisis 
sierra leone president on post-ebola 'thank you' tour  
#burundicrisis: 
"self-acclaimed secession leader, kanu, remains in custody for another 90 days  "
pope visits kenya: 
obama sanctions four #burundi officials blamed for crisis   @pnkurunziza @bdipresidence 
africa rising is real: unesco report 
gay slur lands south african pastor in trouble  
poachers kill 79 rhinos in #namibia in 2015  
pro-secession radio #biafra director brought to court 
"rt @the_eastafrican: former rwandan military officer, accused of spreading false news with intent to stir hate, faces 15-year jail term htt…"
"rt @dailymonitor: women living with #hiv forced to give up reproductive rights:
  #healthyliving "
corruption in kenya: president #uhuru speaks out  @ukenyatta @pscu_digital @anticorruption 
bashir sa visit saga rages on  @governmentza 
rt @presidentke: i will personally lead the joint government effort in #fightingcorruptionke
rt @the_eastafrican: bashir sa visit saga rages on: “too early” to tell if bashir will attend 2nd china-africa summit in jo'burg dec - envo…
kenyan's wish list of what pope should address  
"rt @dailymonitor: besigye: i treated museveni when he had nothing, but some of the nrm supporters are there for money. #ugandadecides "
rt @presidencyza: president zuma to visit angola 
most kenyans excited about visit by @pontifex  
igbo leaders to meet #buhari on secession agitation  
kenya-ethiopia border security beefed up  
jonathan to mediate zanzibar poll crisis  
rwanda's main opposition party considers quitting politics  
amnesty demands release of angolan detainee  
south africa tuition fee protests: students arrested in cape town 
rt @bbcafrica: shots fired in congolese capital brazzaville amid banned opposition rally #bbcafricalive  
"rt @the_eastafrican: uganda raises cbr to 17 per cent to stem on currency losses, rising inflation  @allanolingo htt…"
communciations cut ahead of congo opposition demo 
rt @dailynation: terror timeline: attacks in kenya over the last 40 years   #terrorismdecoded #nationnewsplex 
rt @the_eastafrican: services driving growth in africa — and economists are worried  
pistorious released hours before schedule  
rt @bbcafrica: addis ababa's modern light railway gives ethiopia a big infrastructure boost  
rt @nationfmke: #kenya sweeps amsterdam marathon as bernard kipyego & joyce chepkirui storm to victory. @seancardo #sportslineke 
tanzania opposition insists cadres will 'guard' votes 
zambia shuts down to pray for ailing economy 
kenyan cases at the icc: what president kenyatta must do 
au security council imposes sanction on #burundi leaders 
burkina faso ex-president to be tried over sankara's death 
zambia prepares for national prayer day to save currency 
second suicide attack kills 15 in nigeria's #maidiguri 
ethiopia's zone 9 bloggers acquitted of terrorism 
early results put guinea's president #conde ahead of rivals 
south african woman in court for selling baby online 
south africa granted more time to respond to icc bashir order 
nigeria blasts: dozens dead as maiduguri mosque targeted 
revealed: uk firm's surveillance kit 'used to crush #uganda opposition'  @kagutamuseveni 
tanzania protests screening of film on albino attacks 
benin mourns its ex-president #kerekou 
obama to deploy 300 us troops to cameroon to crush boko haram 
burkina faso elections confirmed for november 29 
south africa police chief suspended 
workers anti-corruption march brings jo'burg to a standstill 
what if south africa left the international criminal court ? 
guinea opposition criticise observers over poll verdict 
7 killed as heavy gunfire and explosions rock bujumbura  
sankara remains: burkina faso late leader 'riddled with bullets' 
cameroon to host logistics base of au standby force 
nigerian authorities say abuja fuel shortage is artificial 
rt @nepad_agency: great population of youth in africa presents both challenges and opportunities to the continent @nepad_mayaki at #african…
rt @the_eastafrican: failure to pay soldiers threatens somalia’s war on islamists  
president buhari nominates 15 additional ministers 
guinea-bissau forms new government after stalemate 
cargo plane crashes near #mogadishu 
ugandan army confirms it will leave south sudan 
ugandan army confirms it will leave south sudan  via @sharethis
politics: another ivorian presidential candidate quits race 
botswana president on 24-hour visit to angola 
"tanzania, uganda, kenya spend $1.2b to cushion falling currencies "
south sudan rebel general 'may take up arms again' 
somalia al shabaab warn uk troops of welcome 'with bullets'  via @sharethis
ebola: sierra leone announces semen testing programme 
burkina faso coup leader gen diendere charged 
nigeria senate unveils ministerial nominees 
two girls arrested in abuja bombs crackdown 
ghana suspends 7 high court judges 
nigeria confirms arrest of former oil minister in london 
rt @bbcafrica: is south african opposition democratic alliance serious about tackling racism?  
rt @nationfmke: why is africa so much at war using guns they don't make? ~ @mumbikenya. #sotnke @jimmigathu 
congo calls october 25 referendum to extend presidential term 
africa at a glance 
rt @the_eastafrican: no progress in governance across africa: ibrahim survey  
rt @the_eastafrican: belgium cuts aid to burundi government as eu sanctions hit  
85 dead migrants found washed up in #libya 
third of africa backsliding in governance index 
tanzania to close colleges for elections 
south african apartheid minister seeks redemption in township work 
at least a dozen killed in fresh burundi protests  
countdown: 15 injured in guinea electoral violence 
"suspicions as #kiir integrates militia, army  "
burundi crisis: nkurunziza aides and coup plotter face eu sanctions 
"youssou n'dour muses about the presidency, again  "
south african king sentenced to 12 years in prison 
conflict: burundi's nyamitwe accuses rwanda of training rebels 
freetown: relocating the poor to make way for the rich 
tanzania opposition queries new software for vote tallying  
buhari finally submits names of cabinet appointees 
zambia mps get emotional over chinese ‘influx’ 
"migration: sa and botswana deport 30,000 zimbabweans "
south africans march against corruption 
african leaders push for slot at un  
buhari to appoint himself nigeria oil minister 
"uhuru, cameron sign deals to mend ties "
burkina faso army retakes coup guard barracks in ouagadougou 
former top kenyan policewoman wants hiring of successor blocked 
in kenya: 
rt @reutersafrica: #southafrica 's rand strengthens 1 percent against dollar to 13.9300
bemba and aide trial opens at icc 
kenyan girl kills self after sexual abuse by facebook 'lover'  
sa to cut off water supply to botswana due to shortage  
"obama admits mistakes in libya, says west should have done more  "
inmates in mass escape from bangui prison 
sierra leone begins second ebola-free countdown 
kenyan boy with hiv gets standing ovation at un conference 
germany jails two rwandans for massacres in drc 
un peacekeeper killed in sudan ambush 
women held as sex slaves in south sudan 'rape camps' 
"rt @the_eastafrican: with a month to go, tanzanian campaigns turn ugly  "
huge demos in congo against president's bid to extend rule   
au to push for deferral of icc cases through un general assembly 
"with a month to go, tanzanian campaigns turn ugly  "
six dead in attack on dr congo army base  
87 moroccans 'killed' in saudi stampede 
court orders kenya teachers to go back to class 
future of south sudan should not be pegged on kiir and machar’s ambitions 
zimbabwe economy: from hyperinflation to deflation 
addis commuters see light at the end of the train tunnel  
malian president names a new government 
un says arms seized in kenya are legitimate cargo  via @sharethis
icc brings 60 new charges against lra kony's deputy 
rwanda on the spot over 'illegal' detentions 
un chief welcomes return of burkina faso interim regime 
rt @bbcafrica: anti-coup protesters clean up burkina faso's streets after demonstrations - #bbcafricalive   
kenyan lawmaker sued over icc remarks 
'east african' dies near france tunnel 
kenya stops expansion of bill gates-backed schools 
rt @reutersafrica: ex-bissau military chief jailed over plot against president  #guineabissau  
rt @dailynation: no 'happy birthday' for warner: us judge rules  
sudan rebels rebuff #bashir amnesty 
egypt's president pardons aljazeera  journalist  
interim burkinabe leader 'back in office' 
empty cairo homes beyond reach of egypt's poor  
burkina coup leaders sign deal with army to stand down 
cecil the lion hunter in fresh wildlife charges 
rt @the_eastafrican: burkina faso military council 'dissolves’ government  
new dawn of the chinese 'takeover' in zambia 
burkina coup leaders release interim president 
kutesa cites benefits for east africa as his un presidency ends  
court gives julius malema's party a date on nkandla saga 
un chief to throw out peacekeepers over sex abuse 
deadly street protests sparked by burkina faso coup 
ebola: 'infected' sierra leone woman goes missing 
reports of a military coup in burkina faso capital  
burkina faso: guards detain interim president and pm 
amnesty for boko haram prisoners if #chibok girls are released   #bringbackourgirls
south sudan sanctions 'blocked by russian and angola' 
panic as job cuts hit zambia mining sector 
pretoria court rejects state's #bashir arrest appeal 
africa today at a glance  via
rt @dailynation: monari: icc rulings aim to court media attention  
museveni arrives in khartoum on historic visit 
fresh rape allegations rock un peacekeepers in car 
angolan rights activist gets six years jail term 
mugabe reads stale speech as house opens 
breaking: zimbabwe's robert mugabe reads wrong speech to parliament 
#kiir addresses the nation:  
firstwitness testifies in #ntaganda's icc case 
nigerian writer makes booker prize shortlist 
rt @dailynation: teachers given six days to end strike or be fired  
rt @the_eastafrican: coalition partners warn kabila not to cling to power  
hundreds quarantined after ebola resurgence in sierra leone 
"hollande and buhari: fight against boko haram, isis 'the same' "
dr congo's main opposition breaks off talks with kabila 
senegal fixes presidential term vote date 
breaking: 30 igbo secessionists arrested in south-east nigeria 
bouteflika replaces algeria's powerful intelligence chief   
"egypt government resigns, oil minister to form new cabinet   "
east africa feels the pain of volatile currencies 
ethiopia's barley farmers wake up to smell the beer   
south african authorities intensify hunt for police killers 
burundi army chief narrowly escapes assassination 
gabon's bongo to visit france to repair ties 
nigeria's oldest school pupil dies 'aged 94' 
kenyan ‘doctor’ in rape video arrested  
sacked mugabe deputy moves to form splinter party 
hugh masekela hires 'weave police' 
cameroon peace troops protest over allowances 
france ready to prosecute equatorial guinea president's son 
rwanda court sets date for presidential term suit 
kenya seeks change in icc rule 
"with guns blazing, south africa ponders disarming citizens and criminals alike "
nigeria to withdraw diplomatic passports from certain cadres 
former ugandan sports manager convicted of sodomy 
rt @the_eastafrican: infographic: more than half of 11.2 billion people by 2100 will be in africa  
hissene habre: chad's ex-leader carried into court 
al shabaab recapture central somalia positions from #amisom 
'divine prayers' turn into anti-icc rant 
heavy gunfire and shelling rock bujumbura 
breaking: overnight gunfire and shelling reported in #burundi capital #bujumbura. are you in the city ? share updates
durban named first african host of commonwealth games 
south africa's jacob zuma survives impeachment bid over bashir 
video: arrival of the kenyan team home from beijing : 
guinean migrant found hidden behind car engine  
somalia attack: al-shabab claims 70 killed in au base attack 
king mswati picks fresh bride 
heroic welcome as #kenyan athletes jet back from beijing #homeoflegends 
al shabaab 'storm au base' in somalia 
egypt row over #facebook muezzin call 
rt @joseestayn: kenyans rally against brain tumour with #1milli4jadudi @africareview @africasupporter @reutersafrica @saisafrica @ntvkenya
west africa joggers carry on sankara's legacy 
defiant #bashir flies to china despite #icc warrant 
rt @dailynation: us jails kenyan for funding terrorism   
boko haram scare in lagos  
annual reed dance: maidens sing and dance during the first day of the annual royal reed dance in #swaziland @afpphoto 
setback as sierra leone confirms new #ebola case 
icc trial of congolese 'terminator' warlord to start 
ethiopian airlines flying high as other carriers sink 
rt @the_eastafrican: kagame to appoint constitution review body amid calls to remove presidential term limits  
kenya tops table after historic world championships 
seven die in #nigeria air force helicopter crash on saturday
al jazeera trial: egypt gives journalists three-year sentence 
"we can't continue to teach children cockroaches, frogs & not teach them about loving their country- m7 @dailymonitor "
kiir orders army to end fighting ahead of ceasefire 
salif keita: i had to fight for the right to be me 
ghana investigates islamic state recruitment in universities 
"kenya offers $20,000 reward for #al-shabaab suspect  "
#nigerian regulator lists 57 illegal universities  
migrant crisis: libya boats sink off #zuwara carrying hundreds 
#nigeria shuts down churches over noisy #worship  
rt @bbcafrica: guinea's exiled ex-junta leader capt camara en route home diverted to ghana #bbcafricalive   
"despite peace deal, s sudan faces long road ahead  @kalinaki "
africa is slowly becoming more literate if these numbers are anything to go by 
ugandan bishop publicly supports #museveni's candidature in the 2016 election 
"china in deal with africa's richest man, aliko #dangote "
nigeria marks 500 days since boko haram schoolgirl abductions  #bringbackourgirls
breakthrough as president salva kiir signs peace deal 
"salva kiir signs juba peace deal, with reservations "
jehovah wanyonyi: kenyan peasant who posed he was god  
court orders #botswana gov't to provide inmates with #arvs 
rt @the_eastafrican: east african leaders head to s.sudan to witness peace deal  
"kenya named africa's most attractive destination for expats, with uganda, sa, tanzania and nigeria following "
#djibouti denies #ethiopian troops in somalia don't answer to #amisom 
"egypt's sisi, russia's putin discuss fighting global terrorism "
rt @the_eastafrican: salva kiir to sign peace deal on wednesday  
"#museveni is like jesus, claims deputy speaker of #ugandan parliament  "
south sudan: un to 'act immediately' unless peace deal signed 
tanzania police ban lowassa’s informal meetings  via @sharethis
mandela grandson freed on bail after rape charge 
breaking: nelson mandela grandson freed on bail after rape charge
top of the medal table at the world championships in beijing 
"analysis: amilcar cabral, the missing factor in turbulent #guineabissau "
release of zambian ex-minister convicted of graft  sparks storm 
guinea bissau parliament adopts resolution to 'depose' new pm  
nigeria launches probe into arms purchases under jonathan 
sierra leone celebrates discharge of last ebola patient 
"rt @nationfmke: #kenya in clean sweep as defending champion #ezekielkemboi wins fourth world championship gold in 3,000m steeplechase "
"rt @nationfmke: vivian cheruiyot wins the 10,000m final at the world athletics championships in beijing. "
rt @ntvkenya: amisom troops take over headquarters of al shabaab #ntvatfour @smritividyarthi 
breaking media blackout in western sahara 
steenkamps say pistorius  murdered their daughter in cold blood 
nkurunziza's controversial inauguration underway in burundi  
"developing story: us, britain push for un sanctions on south sudan  "
south africa takes over as car crash capital of africa 
icc trial chamber to review kenya's cooperation in uhuru case 
rt @intlcrimcourt: live streaming today at 10: #icc appeals judgment on prosecutor appeal re: #kenya cooperation  htt…
south sudan rivals trade accusations after deal falters 
south africa minister casts doubt on #pistorius release 
rt @dailynation: usa warns south sudan president salva kiir over refusal to sign peace deal  
"keep off political stalemate, #ecowas warns #guineabissau army "
president bongo 'to give away father's inheritance' 
revealed: why kiir did not sign the addis peace deal  
mandela's grandson arrested over rape allegations 
some ethiopian troops in somalia not under au mission 
"egypt, south africa and morocco among world's most risky borrowers   @sa_info @dailynewsegypt "
south sudan leader #salva kiir snubs peace deal 
rt @nationfmke: south africa prosecutors file appeal calling for @oscarpistorius to be convicted of murder of reeva #steenkamp 
appointment of guinea bissau's new pm hits deadlock 
south sudan's salva kiir and riek machar in peace deal deadline 
"rt @irinnews: new: progress but little punch in #libya peace talks
 "
egypt's al-sisi imposes strict anti-terrorism laws 
state back in court over #oscarpistorius ruling 
breaking: ex-army chief col jean bikomagu shot dead in burundi 
dozens 'suffocate' in boat off libya 
split in opposition jeopardises juba peace deal  
breaking: 15 die in sudan heat wave attack 
animal welfare group wants #zuma's #nkandla home investigated 
"rt @irinnews: the loss of 7% of #sierraleone's nurses &midwives to ebola is ""a terrible shock to an already weak healthcare system""
"
ethiopian stowaway gets to sweden in airliner hold  @mfaethiopia @flyethiopian @andualemsisay 
nigerians mourn monarch oba okunade sijuwade in ife  @twitternigeria @mbuhari 
somalia's regions face a rocky path to federalism 
crocodile farmers waiting to get skin back in the game 
guinea bissau's president #vaz sacks his government 
un chief sacks car mission head over peacekeeper sex abuse  
car interim government's term extended to year-end 
south africa to teach mandarin in schools 
chad president claims boko haram leader is dead 
"breaking: 52 migrants from a sinking rubber dinghy in the mediterranean, but about 50 others are missing: @bbcbreaking"
burundians say #earthquake portends return to civil war 
marikani widows sue south african police minister  via @sharethis
zimbabwe short-lived big game hunting ban ends 
angola eggs: why southern african country plans to destroy 11 million eggs 
breaking: libya pm resigns live on tv 
libya pm resigns live on tv hours after peace talks restart 
"rt @dailynation: only 10 rwandans against paul kagame's third term, says lawmakers' report   "
former biya allies in trouble over corruption 
niger opposition reject 2016 electoral dates 
nigeria president appoints anti-corruption advisers 
tanzania  opposition presidential candidate lowassa (left in blue shirt) in dar. photo/mjwahuzi @thecitizentz 
breaking: rwanda’s gen karenzi karake expected home in 48hrs 
rt @nationfmke: i cannot invite president omar al bashir and then arrest him _ @kagutamuseveni
rt @lmushikiwabo: @_africanunion @dlaminizuma :#rwanda very appreciative of #africa's stand on abusive arrest of gen. kk!he's now free! shd…
why kenya and uganda are racing to connect juba to the sgr 
rt @the_eastafrican: uganda plans to fly national airline in six months  
phone numbers point to 'jihadist link' in mali hotel siege 
rt @the_eastafrican: kenyan firms struggle to weather south sudan forex crunch  
rt @dailynation: warah: these opaque oil deals and ‘friends’ cannot be good for somalia’s people  
meeting mali's most dedicated postman 
africa today at a glance 
"breaking: mali hotels 'come under attack' in sevare, a town, which is about 600km north-west of the capital, bamako"
diplomacy: un to host new round of libya peace talks  
celebrated dr congo photographer #katembo siku dead at 36  
"expect more #ebola cases, warns anti-ebola chief "
"kenyan troops should stay in somalia, says maman sidikou "
egypt launches suez canal expansion 
china beats the us in leadership approval ratings in kenya 
togo vodoo market helps the sick and politicians  
four killed in overnight clashes in #burundi  @havmoses @sosmediasbdi
rt @nationfmke: uganda supreme court declares refunding of bride price upon dissolution of marriage as unconstitutional @ntvuganda 
nigerian president orders speedy establishment of national  
"cameroon begins ‘repatriating 12,000 nigerians’ "
karim wade not keen on presidential pardon 
"rt @nationfmke: kansiime beats basket mouth, klint da drunk to clinch coveted ‘african oscar’  "
rt @the_eastafrican: symbol of freedom runs dry as s.sudan brewery eyes closure #sabmiller  
"ten killed, others abducted by insurgents in cameroon "
tanzania opposition unites behind lowassa  
rt @bd_africa: inflation rises for nairobi’s rich on luxurious imports    
tragedy as boats collide in lake victoria 
kikwete leads ccm attack against lowassa  
paul biya still going strong 33 years on 
south african julius malema's case thrown out  
africa today at a glance 
rt @un_news_centre: un-backed forum delivers roadmap for #somalia’s future  @unsomalia @amisomsomalia 
prominent burundi rights activist shot 
buhari launches anticipated anti-graft war 
turbulent nature of #africanairspace  
rt @wwf_roa: news: #africa could soon lose its cultural heritage sites via .@the_eastafrican  
obama flies out from addis ababa 
"president kiir and dr riek machar must agree by august 17, failure to which the world will intervene ~ barack obama. "
#burundi presidential vote not credible: un observers 
"breaking: #libya court sentences #gaddafi's son, eight aides to death "
rt @nationfmke: president @barackobama's address to the #au due to start in the next few minutes. 
the madagascar grand dj 'is back' 
"rt @bbcafrica: ""i don't bite my tongue,"" obama says of talks with ethiopia pm hailemariam. #bbcafricalive -->  "
rt @nationfmke: #uganda set to ban smoking #shisha & selling it by the end of the week  
somali president warns #al-shabaab after terror attack 
rt @jeffmason1: obama sits down with ethiopian pm desalegn at the national palace in addis ababa. 
rt @masaku_: obama arriving in ethiopia 
rt @kalebhour: air force one just landed in #addis. #obamainafrica 
breaking: explosion in mogadishu hotel kills 10
rt @dailynation: obama : the idea of actively involving women in countering violent extremism is absolutely critical #obamainkenya
rt @nationfmke: happening now: @potus holding talks with the civil society at @kenyattauni. #obamainkenya @barackobama @paulakahumbu 
rt @dailynation: .@barackobama urges kenya to empower women and girls  #obamainkenya 
i'm least paid president but rich' –  #yowerimuseveni @statehouseug  @dailymonitor 
unlocking the potential of the youth will be the legacy of @barackobama in africa ~ @ukenyatta #obamainkenya 
"breaking: chemical explosion kills five, injures 50 in nigeria's plateau state"
"burundi main opposition leader #agathonrwasa denounces pierre nkurunziza's win, demands fresh poll @burundivote "
obama pledges $1 billion to african women  #ges2015 #obamainkenya
this week in numbers @irinnews 
rt @dailynation: #obamainkenya @potus #7thaugustmemorialpark  
how the us and china compete for influence in africa 
"quotable quote: kenya is a hotbed of vibrant culture-uhuru kenyatta, at the #gesnairobi @ukenyatta  @potus @cnnafrica "
"rt @nationbreaking: president obama says kenya will host one of three women entrepreneurship centres to be funded by us, as two others go t…"
rt @nationfmke: huge crowd along moi avenue waiting for @potus to arrive at memorial park. @barackobama #ges2015kenya #obamainkenya 
ges nairobi @tycoonews m-kopa solar explained to president obama @potus @unep @ges2015kenya #obamainkenya 
"deserted uhuru highway, nairobi, during  us president barack obama's  kenya's trip, saturday july 25, 2015 "
"british airways stops all flights to and from uganda as they are ""no longer commercially viable"". "
rt @dailynation: list of four items on @barackobama's agenda as he visits kenya  #obamainkenya 
zambia's troubled presidency  
us 'aiding' boko haram with arms ban - buhari 
"""africa is a place of incredible dynamism, some of the fastest-growing mkts in the world, extraordinary pple.."" obama "
"egypt, ethiopia yet to agree on nile dam "
"what african presidents are paid, and why it matters "
salaries of african presidents and why it matters 
at least 20 killed in cameroon twin suicide bombing  via
#nigeria's president  'ready to negotiate' girls release  #bringbackourgirls
burundi counts votes after controversial presidential polls 
breaking: #burundi votes amid gunfire and grenade blasts  
us opposes third term for president #kagame 
nigeria's #muhammadubuhari vows to 'save' #nollywood from piracy @ngrpresident 
tribulations of the #congobasinforest communities  @congobasinfp @unep @foundation_au 
brazzaville to host continental music fete  
"rt @dailynation: the sh55,933 life inheritance obamas have yet to claim   "
european logging firms 'helping fund' car conflict 
nigeria blocks rebel biafra radio 
breaking: rwandan mps vote in support of constitutional change to allow #paulkagame  third term in power @paulkagame 
tanzania's presidential race frontrunner unveiled 
seven killed in tanzania police station attack 
"breaking news: nigeria's president 'sacks the heads of the army, navy and air force' #bbcafricalive: "
special feature: is the holy spirit living in africa?  
"#breaking suicide attack at military checkpoint in nigeria's maiduguri: vigilantes, reports @afpafrica"
somalia submits its dispute with kenya over sea border to international court of justice @somalipm @amb_a_mohammed 
"one of #zimbabwe's best known writers, #chenjeraihove, has died in norway at the age of 59 "
rt @ntvuganda: stop intimidation: kinkinzi bishop warns government over crackdown on dissent. #ntvatone is coming up 
"could former chemistry teacher dr john magufuli’s, be tanzania's next president? @thecitizentz @the_eastafrican "
#somalia ready to submit maritime dispute against kenya at global court
court to hear #rwanda's third term dispute  @urugwirovillage @paulkagame @kagire @bernanamata 
two tanzanian ex-ministers jailed over graft 
boko haram proves a hard nut to crack for buhari  @twitternigeria @mbuhari 
"meet 2015 caine prize winner, zambian author namwali serpell "
"breaking: two bomb attacks on the central nigerian city of jos have left at least 44 people dead, the authorities say: bbc"
obbo blog will somalis keep the peace in burundi?  @cobbo3 
"boko haram militants kill 36 people in zamfara, yobe states "
when feminism means never having to say you’re exceptional  @mikochenireport   @feministing 
"us cuts links to burundi forces, threatens more punishments "
south sudanesepastors accused of spying in khartoum 
africa today at a glance  
wold bank confirms kenya’s lower-middle income status  @bd_africa @dailynation @worldbankafrica 
un orders probe of alleged 'crimes against humanity' in eritrea 
nigeria boko haram crisis: militants 'kill 150' 
#rwanda puts the roar of life back into its national parks  @rwandagov @urugwirovillage 
"a car has smashed through a roof in durban, south africa.
incredibly, no-one was injured  @bbc "
video: president uhuru kenyatta wins africa’s president of the year award  
advocacy groups disagree on south sudan sanctions 
rt @nairobi_news: hongera! uhuru wins africa’s president of the year award  
africa today at a glimpse  via
"bombers attack #nigeria's #maiduguri while vice president visits camps, reports @reutersafrica"
rt @nairobi_news: president uhuru kenyatta has been voted africa’s president of the year 2014/2015 for his outstanding leadership 
a smart answer to epileptic seizures  @who @epilepsyruk @epilepsyfdn @epilepsysociety 
bashir arrest: icc criticises african union 
african countries where homosexuality is outlawed  
more questions as sheikh is gunned down in kampala 
"record 137,000 refugees, migrants crossed mediterranean this year "
#update egypt`s sisi pledges tougher laws after prosecutor killing  
chad expels scores of foreigners from n’djamena 
"south sudan conflict: army 'raped and torched girls' , @bbcafrica @dailymonitor "
kenyan atheists'  group issue ultimatum over their registration. @dailynation @dailymonitor 
lupita nyong'o: i have been away busy filming and doing stuff that makes kenyans proud @lupita_nyongo @africine 
unsc extends the #darfur mission's mandate  
bright side of #africa’s population bulge  @undpkenya @_africanunion  @unfp @dailynation 
"liberia announces return of ebola, with one new death   "
"jolie, brad pitt to appear in a new movie, africa ~ @arerowario  @lupita_nyongo @nationfmke "
africa today at a glance  
south africa to deport zimbabweans fortnightly 
chibok girls 'forced to join nigeria's boko haram' 
rt @havmoses: a voter casting his vote in #jabe #bujumbura  @the_eastafrican @africareview 
former ugandan pm's allies arrested 
eprdf's tight grip on ethiopian politics unlikely to loosen soon 
breaking: grenade attacks disrupt start of burundi's controversial polls 
at least 27 killed in tunisia beach resort attack 
rt @sideastafrica: uun security council extends mandate of @unpeacekeeping operation in #côte d’ivoire  
rt @afp: #breaking deadly shooting in front of tunisia beach hotel: tv
al shabaab militants 'overrun' african union base 
watatu: kenyan film confronts radicalisation  @kenyafilmcomm @kenyafilmcritic @africine 
#sierraleone in panic after reports of new #ebola cases 
uk court grants #rwandan spy chief conditional bail 
kagame hits out at uk over spy chief's arrest 
video shows foiled shabaab attack in lamu 
rt @bd_africa: kenya fails to reach deal over uk army training in laikipia  
"@paulkagame criticises arrest of gen karenzi, says they had obligation not to arrest  official with immunity "
rt @ntvuganda: just in: tz court has turned down a request to extradite adf chief jamil mukulu to uganda until an appeal is resolved 
how best to counter violent extremism  @mariahrwafrica #cve2015 
burundi second vp flees ahead of elections 
#developing: rwanda protest over spy chief arrest 
what next after rwandan general’s arrest in uk? 
"mauritania is africa’s happiest, cameroon most unwell  via @sharethis"
former zambia first lady 'evicted' over rent arrears 
uganda police chief stops #museveni rival's rallies 
former #zambia first lady 'evicted' over rent arrears 
rt @irinnews: remember joseph #kony??? he is still on the run.  #kony2012 
rt @ntvkenya: bleak outlook by iata on the state of africa's aviation industry in 2015  
rt @guardianafrica: obama's plan to visit ethiopia criticised as 'gift' for repressive government 
south africa threatens to quit #icc over #bashir 
sa president #zuma justifies #marikana police shooting 
a broke zimbabwe struggles to pay its diplomats 
ugandan police issue terror alert 
"rwanda, uk ties at a risk over spy chief's arrest "
"nigeria is broke, says president #muhammadubuhari "
rt @nationbreaking: the international air transport association (iata) director-general tony tyler lauds kenya’s expansion of jkia. 
"#kigali terms the arrest of its intelligence chief #karenzikarake  as ""an outrage"". "
rt @ntvkenya: us officials to visit nairobi as they seek to drive more exports to kenya  
"@dailymonitor: #sudan denies plot to kill salva kiir:   "" "
rt @presidencyza: president zuma said for the country to succeed it has to educate the youth for the future of the country #siyahlolatut #s…
cholera kills 18 in south sudan 
rt @havmoses: #burundi uprona party says no time for negotiations before elections...@the_eastafrican @africareview
the farmer who wants to lead tanzania 
"rt @dailynation: obama to visit ethiopia, african union in july  "
rwanda spy chief #karenzi karake arrested in london 
burundi hit by grenade attacks as more flee 
dar exports mine-sniffing rats 
