text,label,
netanyahu: what next after bribery claims?  ,0,
"help us get back our cars, guards — mbadi,
"boinnet, kinoti 'too busy' to attend court over miguna - dpp  ",
elite south african police raid gupta home 'crime scene'  ,0,
danstan omari: uhuru’s appointments lack face of kenya aspects  @wakiliomari ,0,
concerted campaign helps women in kenya’s flower industry get better deal  ,0,
"rashid achesa dropped out of school, but suitable for sports cs job - mps  ",
vote: will wiper boss kalonzo musyoka ever be sworn-in as the people's deputy president? #starsurvey,0,
"chelugui richest cabinet nominee with sh796m net worth, tobiko at sh360m - report  ",
"explain 'baseless' idea that miraa leaves teeth stained, chewers tell kdf  ",
"jubilee mps boycott state house pg, uhuru threatens action  via @olivermathenge ",
is uhuru targetting supreme court?  via @olivermathenge ,0,
"sober up, balala tells politicians threatening kws over wildlife attacks  @tunajibu ",
in today's star: is uhuru targetting supreme court?  ,0,
"mudavadi is no coward, he’s a visionary,
"street families flock into nakuru cbd, cause crime and security concerns  ",
girl with memory loss seeks sh3.4m to settle medical bill  ,0,
expatriates will only serve 3-year term in public jobs  ,0,
why kinoti is revamping fearsome flying squad  ,0,
"stop harassing nasa, fanning tension,
alex awiti: why is africa still hungry?  @alexawiti ,0,
bungoma buys sh47m drugs to end shortage  ,0,
deejay e set to bring back the new jack swing theme night  ,0,
trader demands ngilu pays for torched truck  ,0,
missing the boat: cargo arrives late after vessels leave the port  ,0,
[video] tenants wake up to find homes being torn down  ,0,
"performance contracts not meant to harass anyone, nyeri executive told  ",
crackdown on nasa long overdue – wa iria  ,0,
"[video] attorney general githu muigai resigns, uhuru nominates justice paul kihara  ",
"[video] uhuru nominates olive mugenda, felix koskei to judicial service commission  ",
"lexus, range rovers line parking spots as mps bag sh2bn car grants  ",
sonko backs crackdown of djs who play loud music in residential areas  via @misskinyanjuimo ,0,
"nasa, jubilee lawmakers’ standoff may hurt house business  ",
lillian muli and eric omondi to head child cancer awareness campaign  ,0,
victoria kimani slams sexual assault at club  @victoria_kimani ,0,
"bills, budget and secretary top priorities as mcas reconvene  ",
djs accuse askaris of unfair arrests and demanding bribes ‘for playing loud music’  ,0,
"arid counties to get aid for health, roads,
police insurance: uap to get sh836m nhif tender after cic withdraws case  via @olickfelix ,0,
"curriculum good for the teachers who understand it, head teacher says  ",
lecturers to go on strike over unpaid allowances  ,0,
"mudavadi lashes at envoys' ""partisan"" call for nasa to recognise uhuru  ",0,
seven mourners killed in kisii road accident  ,0,
"automated system hitches cost nairobi revenue targets, says official  ",
homa bay men urged to go for hiv test to curb virus' spread  ,0,
"kerio valley pupils hold anti-banditry demos, ask matiang'i to end menace  ",
justice odunga transferred to machakos as maraga reshuffles judges  via @nancyagutu ,0,
migori traders threaten demos after taps run dry for three months  ,0,
"new learning system in disarray, lack of training,
"break up with plastics, un urges in valentine’s clip  ",
teenager held with ak-47 rifle in laikipia  ,0,
"sell experiences to keep tourists coming back, cs tells investors  @tunajibu ",
"uhuru nominates olive mugenda, felix koskei to judicial service commission  via @nancyagutu ",
"miguna wants state compelled to free his passport, facilitate return  ",
grab your free condoms at huduma centre near you  ,0,
"rt @thestarbreaking: president kenyatta nominates prof olive mugenda, patrick gichohi and felix kosgey as members of the judicial service c…",
dorothy jebet: tiaty’s problems self-inflicted  ,0,
"we’ll not be party to debate on cabinet nominees, it’s a jubilee affair – nasa mps  via… ",
jacob zuma must go: anc recalls south african president  ,0,
uhuru reads riot act as mps troop back to parliament  via @olivermathenge ,0,
rt @thestarbreaking: president kenyatta nominates abdikadir mohammed as the ambassador to south korea. ,0,
"rt @thestarbreaking: president kenyatta nominates kennedy ogeto as solicitor general, appoints njee muturi as deputy chief of staff. ",
"oath taking illegal, but i'm ready for consequences - kalonzo  ",
"attorney general githu muigai resigns, uhuru nominates justice paul kihara  via @nancyagutu ",
four cholera cases raise outbreak fears in turkana  ,0,
"rt @thestarbreaking: prof. githu muigai resigns as the attorney general, president kenyatta nominates judge paul kihara kariuki as his repl…",
expatriates will only serve 3-year term in public jobs  via @xnyaundih ,0,
africa needs to invest more in its water professionals  ,0,
"we don’t need any more investors in masai mara, it’s become congested,
riek machar's spokesman james gatdet sentenced to death for treason  ,0,
kalonzo dismisses 'jubilee trap' of february 28 swearing-in  ,0,
score card: eacc recovers less than 1% of 'stolen' public cash  via @bwasuna ,0,
new curriculum doomed as teachers confused - kuppet official  via @nyagesiba ,0,
rt @thestarbreaking: nasa co-principal and wiper leader kalonzo musyoka refutes  reports he will be sworn-in at the end of february. ,0,
uhuru mourns kibaki's nephew david wokabi as true patriot  ,0,
fitch ratings revises kenya credit outlook  via @muhatiaa ,0,
kq worker arrested in india with smuggled gold bars worth sh100 million  via @nancyagutu ,0,
jacob zuma: time up for the south african cat with nine lives  via @nancyagutu ,0,
suba churchill: why civil society lauds tobiko  #csvetting ,0,
big read: sorghum farmers quench growing thirst for keg  via @ddibondo ,0,
jumwa puts malindi land grabbers on notice after demolitions  via @alphonce2011 ,0,
"focus on growth, 2022 politics 'useless' for now - wandayi  via @lameckbaraza ",
"cancer, asthma and diabetes could be detected from fingerprints - study  ",
five charged with collecting cash 'for mau mau compensation'  via @hesbounetyang ,0,
"#corridorsofpower: did first lady margaret kenyatta ditch her ""beyond zero"" programme, now opting to attend only hi… ",
"safaricom launches ""songa app"" for music lovers  via @wa_njala #songabysafaricom ",0,
star editorial: charcoal and sand trade ban should follow the law  ,0,
"lexus, range rovers line parking spots as mps bag sh2bn car grants  via @onchirimbaka ",
dpp applications sought in quest to replace keriako tobiko  via @rrajab ,0,
smithsonian unveils portraits of barack and michelle obama  ,0,
two killed in kisumu boda boda accident  via @faymatete ,0,
"revenue collection is 'my baby', kilifi clerk says on county secretary post  via… ",
foul play suspected after mother of nyandarua worker found dead  via @ndichuwainaina ,0,
anc decides to remove zuma as sa president - source  ,0,
simon mbugua: kalonzo will suffer even more ridicule than raila with “oath”  ,0,
why kinoti is revamping fearsome flying squad  via @kamoremaina ,0,
grab your free condoms at huduma centre near you  @koechjunior_1 ,0,
vote: should diplomats keep off kenyan politics? #starsurvey,0,
kalonzo to be 'sworn-in' on february 28  ,0,
uber tests cheaper 'hurry hurry' service for errands in nairobi  ,0,
nasa mps to skip debate on uhuru's cabinet nominees  ,0,
social byte: sharon mundia talks about falling back in love with instagram  @thisisess ,0,
in today's star: kalonzo to be 'sworn-in' on february 28  ,0,
"psc, judiciary to partner to speed up labour cases involving civil servants  ",
"people with disability get sh900,000 equipment  ",
"kilifi lacks laws to manage forests, say conservationists  ",
embu varsity to boost students’ security  ,0,
call to connect locals to ndakaini water  ,0,
"i was working on my degree, alpha explains four-year silence after tpf  ",
"bet top actor finalist, alex khayo talks love and acting  ",
homa bay homes to be sprayed in malaria fight  ,0,
[video] turkana's wind power project  via @eliudkibii ,0,
"division, sale of kajiado land going on despite warning from lenku  ",
family returns body to morgue over land feud  ,0,
"rogue jubilee harassing citizens, intimidating judiciary,
more nasa leaders who backed oath ‘to be arrested’  ,0,
remember kanu in the naming of cabinet – salat  ,0,
"only serious dialogue will save kenya, @wetangulam warns  ",
oliver kipchumba: lsk an ivory tower and elitist  ,0,
south african poacher mauled to death by lions  ,0,
"don’t bribe to get jobs, ojaamong warns residents  ",
woman wants bond term reviewed after three years in remand  ,0,
"market won’t be pulled down for accra road, traders told  ",
court reinstates @anyangnyongo's security detail  ,0,
kalonzo rebuffs envoys’ calls for nasa to recognise uhuru  ,0,
"sh20bn world bank project to keep more children in school, improve transition  via @xnyaundih ",
city hall issues 60-day ultimatum to close illegal slaughterhouses  via @juliusotieno04 ,0,
chikungunya is no longer an epidemic – mombasa official  ,0,
kenya targets 30.4 million tourists by 2030 in new masterplan  via @wa_njala… ,0,
"ban on sand, charcoal trade to stay – @mamangilu  ",
landlords in kijiji slum oppose plan to build 23 access roads  ,0,
court summons safaricom md over delays in garissa attack case  ,0,
nasa mps to skip debate on uhuru's cabinet nominees  via @arapgketer ,0,
"odm's noah akala lacks ground to restart poll petitition, sonko tells court  via @mainacarole ",
wangamati flags off sh47m drugs for bungoma hospitals  ,0,
"uhuru submits names of lenayapa, three ps nominees for vetting  via @nancyagutu ",
babu owino petition: court orders vote recount in embakasi east  ,0,
editorial cartoon: no easy matter... #zuma via @ndula_victor ,0,
court reinstates kitui politician kitute's firearm licence  ,0,
tetu man hangs self after attempts to kill wife  ,0,
closed eden house rehab was on grabbed city park land - @mikesonko  ,0,
"state commissions sh100 million road in mtangawanda, lamu east  ",
court extends suspension of night travel ban  ,0,
"#corridorsofpower: were some of the cabinet nominees coached before they were vetted last week? well, some activist… ",
bamburi cement announces appointment of new md  ,0,
ex-military officers launch group to help resolve security challenges  via @rrajab ,0,
lamu miraa chewers miss kdf slots due to stained teeth  via @ppcheti ,0,
"reserve your opinion, kenya no longer a colony,
"leasing contracts, low pricing spur rise in co-working spaces  via @muhatiaa ",
harvey weinstein: new york state sues weinstein company  ,0,
big read: taita taveta dumps firewood for biogas  via @malemba_mkongo ,0,
kenyan women club together to leave slum life behind  ,0,
billions needed to revive kenya’s coffee industry  ,0,
"love is in the air, and the star is giving you a chance to tell your special someone what they mean to you. are you… ",
envoys' charges against raila harmful to kenya - salim lone  via @nancyagutu ,0,
miguna asks court to restore his kenyan citizenship  via @mainacarole ,0,
why 'miracle' ingredient coconut oil is bad for your skin  ,0,
trans nzoia girl left immobile after thugs throw her out of matatu  via @corablazing ,0,
ojaamong re-election case thrown out for lack of evicence  via @chepjayne5 ,0,
"you won't be in power forever, wandayi tells matiang'i and boinnet  via @lameckbaraza ",
"cutting girls in hospital is ‘still fgm, still wrong’  via @muhindi_suu ",
"new curriculum pilot in disarray for lack of resources, poor training  via @theokinda and… ",
star editorial: house committee failed kenyans in vetting role   ,0,
"harun ndubi denies drunk driving, released on sh30,
we may be in for brutal times  via @gathara ,0,
muturi led-team approves nine cabinet nominees  via @nancyagutu ,0,
how corrupt local officials kill decent education in africa  ,0,
"kdf recruitment kicks off on monday, ends on march 13  via @wa_njala ",
stowaway's body found in kq plane from kinshasa  ,0,
liberia's sirleaf wins mo ibrahim prize for african leadership   ,0,
javas bigambo: kenya at a political crossroads  ,0,
lawyer harun ndubi arrested for drunk driving  ,0,
why uhuru has snubbed raila dialogue calls  ,0,
rt @thestarbreaking: human rights lawyer harun ndubi arrested for drunk driving. ,0,
media freedom in kenya: analogies being drawn with moi’s repressive era  ,0,
zuma's fate to be decided on monday - ramaphosa  ,0,
vote: do you think raila should recognise uhuru as kenya's president? #starsurvey,0,
"[audio] stop hypocrisy: we don't need your advice on uhuru legitimacy, raila slams envoys  v… ",
"in today's star: why uhuru has snubbed raila dialogue calls,,
 ",,
machel waikenda: it's time kalonzo quit nasa  ,0,
co-op bank emerges top in kenya bankers association awards  @coopbankenya ,0,
no dialysis care in lamu due to lack of water  ,0,
"has valentine’s come early for bien, chiki?  ",
series review: black lightning is the most-needed superhero on and off screen  via… ,0,
samantha's chronicles: no pain no gain  ,0,
g-spot: water has become cape town’s new social lubricant  via @mwangigithahu ,0,
book review: the perilous life of a correspondent in africa  via @karimutu ,0,
series review: cocaine godmother: the griselda blanco story would have done better as a series… ,0,
wheels of terror  via @robertomollo3 ,0,
consumers focus on banks’ sustainability programmes  ,0,
we will protest if leaders keep insulting interior cs matiang’i – nyamira youth  ,0,
"[video] we must win, surrender not an option,
why raila's men are uneasy with miguna's moves  ,0,
"i'm not afraid of treason charges, raila tells jubilee,
uhuru has no option but to dialogue with nasa – wetang’ula  ,0,
"sell insurance online to stay ahead, agents told  via @ladykanyali ",
former quail farmer finds security in chicken farming  ,0,
wajir cops seize 731kg bhang smuggled from ethiopia in lorry  ,0,
"want to reach customers? go mobile, google tells marketers  ",
"murkomen, boniface mwangi in 'dirty' twitter spat over maraga's court orders stand  ",
kirandich dam in baringo to be revived at sh300 million after stalling 29 years  ,0,
two mombasa ngo's fight over owino uhuru lead poison case  ,0,
"samburu horticultural farmers protest rats invasion, want kws intervention  ",
russia jet carrying 71 people crashes after moscow take-off  ,0,
"lawyers call off court boycott, protests still on  ",
jill cottrell ghai: what does it mean when a law is unconstitutional?  ,0,
wangui wachira: jubilee promises turn out to be cash cow for cronies  ,0,
"raila donates iron sheets, mattresses to kijiji fire victims,
ngilu flies to india in search for 'ndegu' market  @mamangilu ,0,
"governor ngilu never incited youths to burn lorries, mp nzengu tells kiambu leaders  ",
how i was whisked to airport before eating my fish - miguna  #migunadeported ,0,
knut won't relent in fighting 'illegal transfer of principals' - official  ,0,
"bandit killed, 100 cows stolen in fresh kerio valley raid  ",
"don't subject me to double jeopardy, monica juma tells mps  ",
"stop hypocrisy: we don't need your advice on uhuru legitimacy, raila slams envoys  via… ",
anyang' nyong'o: two power centres in new era: the people and the old regime  @anyangnyongo ,0,
nairobi park diary: a missed hunt  @celticafrican ,0,
raverend reloaded: my deportation wish list  ,0,
star editorial: kenyans capable of doing so much more  ,0,
"mary waithera, kenyan medic murdered in germany buried in emotional sendoff  ",
"nutritionist reveals health benefits of pizza, wine and ice cream  ",
"children fall ill as families sleep outdoors, leader says raids about land not cattle  ",
eliud bichii: playing to the gallery in public interviews  #csvetting ,0,
"dp ruto urged to step in and stop deadly raids, cattle theft in rift valley backyard  ",
resort in watamu resumes operation after three years  via @alphonce2011 ,0,
koigi wamwere: kenya hurtling full speed ahead to hell – time to slam on brakes  @kwamwere ,0,
uhuru has no option but to dialogue with nasa – @wetangulam  ,0,
drama in kiembeni as police force family to return body to mortuary before burial  ,0,
ngunjiri wambugu: judiciary acts like activist in wrongly opposing executive  ,0,
"state donate disability equipment worth sh900,000 in siaya  via @lameckbaraza ",
sale of 1.4 acres plots still ongoing in kajiado despite governor @joelenku's ban  ,0,
south africa's anc to hold meeting on monday as pressure mounts on zuma  ,0,
disaster unit appeals for help for lang’ata fire victims  ,0,
"accept uhuru as legitimate president, envoys tell raila  ",
"271,000 houses to be sprayed against malaria infection in homa bay  ",
"give locals ndakaini water before supply to nairobi, politician asks athi water  ",
boko haram releases 13 hostages to nigerian government  ,0,
africa accounts for more women entrepreneurs – report  via @wa_njala ,0,
"lawyers to boycott court, protest state's disregard of court orders  via @wa_njala ",
former street child escapes poverty through enterprise  ,0,
sam omwenga: uhuru’s heavy hand hurts and can’t heal  ,0,
eliud kibii: we can’t take democratic lessons from china  @eliudkibii ,0,
kenyans like holidays: domestic tourism shot up despite election  ,0,
"l’ll crush land cartels, karoney says as munya is taken to task  ",
miguna miguna: eagle among the chickens  @migunamiguna ,0,
how efforts to have a baby left me permanently sick  ,0,
turned into terrorists  via @kalvohonsa ,0,
"state has bought 2.7 million bags of maize from farmers, target stands at four million  ",
misery of families whose youths joined al shabaab  ,0,
law ‘re-victimises’ women who have undergone fgm  #endfgm ,0,
shaffie weru gifts @adelleo sh140k shoes on her birthday  @shaffieweru… ,0,
"olx to close kenya, nigeria offices but platform to remain  ",
pharis kimaru: big four alone can’t forge a great legacy  ,0,
"kazungu katana: with the #mediashutdownke, jubilee did worse than kanu  ",
"do not bank on cowardly musalia and wetangula, cs wamalwa warns luhyas  ",
raverend juice: tv host's marriage on the rocks after hubby walks out  ,0,
proposed land bill will undermine devolution  ,0,
fitch ratings revises kenya credit outlook  via @muhatiaa ,0,
work on the new nairobi-mombasa expressway to start before year end  ,0,
"obey the law, bishop crowley,
governors oppose mombasa’s bid to charge tax at tea auction  ,0,
"meet uhuru's new ""kitchen cabinet""  ",0,
families left in the cold as fire sweeps through raila village  ,0,
self-confessed shabaab member escapes life in jail  ,0,
anti-ivory trade activist esmond bradley died of excessive bleeding  ,0,
what is love? two couples share the good and the bad  via @clairedudieu ,0,
normal services resume at tenwek hospital after inferno  ,0,
"i'm not afraid of treason charges, raila tells jubilee,
ex-mca pleads not guilty to wife murder  ,0,
"you can't kick me out of nssf board, atwoli tells cs nominee yattani  ",
how perfume can help you find love  ,0,
two die in motorcycle crash in gatundu  ,0,
"mombasa youth claim harassment during kdf recruitment, wants rules changed  ",
poverty-stricken #turkana dreams of oil wealth  ,0,
10 injured after two school buses collide in kisii  ,0,
kenya's philip boit overjoyed to pass torch to simader  #winterolympics ,0,
killer drinks ‘sold from bags in kiambu marts’  ,0,
kura sets july 4 as new date for completion of outer ring road  ,0,
#corridorsofpower: we told you about an incident involving some county officials in makueni in which some people cl… ,0,
"arrest @mamangilu, kiambu residents demand after charcoal lorry burnt  ",
black panther premiere: stars and fans wear african attire  #blackpanther ,0,
"mombasa girl,9,
former manchester united player liam miller dies aged 36  #mufc ,0,
hundreds attend memorial service for two missing lake nakuru chopper crash victims  ,0,
dennis mwangi: the dangers of political games on our constitutionality  @dennismwangi1 ,0,
nairobi to offer discount on school uniforms  via @xnyaundih ,0,
#csvetting: rashid achesa pledges football academies in all counties  via @nancyagutu ,0,
maj gen gordon kihalangwa: extracts of affidavit to justify miguna’s deportation  ,0,
"doctors told to shelve strike plan, allow talks on pay disputes  ",
"we must win, surrender not an option,
"murkomen, boniface mwangi in 'dirty' twitter spat over maraga's court orders stand  ",
how despots are made: are we guilty of turning democrats into tyrants?  via @godfreysang… ,0,
"majority of street beggars are foreign nationals, says city hall  ",
"chelugui dismisses claim he swindled client’s sh500,000  via @arapgketer ",
new prostate cancer drugs gives an extra two years to men -study  ,0,
"i’ll ensure counties end the garbage problem, keriako tobiko tells mps  via @agathangotho… ",
jaramogi oginga student stabbed to death in bar brawl  ,0,
immigration boss says he made no mistake in deporting miguna miguna  #migunadeported ,0,
nairobi traffic almost thwarted surgery to reattach boy’s hand  via @jomunji ,0,
"woman, two children and boda boda rider die in kinango accident  ",
"wetangula and musalia are cowards, cs wamalwa tells luhya community  via @jonaliash ",
why raila's men are uneasy with miguna's moves  ,0,
charity ngilu petition ruling expected on march 2  @mamangilu ,0,
"fire razes section of tenwek mission hospital, patients safe  ",
in today's star: why raila's men are uneasy with miguna moves  ,0,
isaac ongiri: vetting locks out poor jobseekers  #csvetting ,0,
interns in state institutions to be paid  ,0,
motivational speaker @kuteblackson to help kenyans 'unleash potential'  @anyikopr ,0,
feel powerful when you wear this jacket — @adelleo  ,0,
"terror, drought derailing garissa growth – korane  ",
illegal kiosks to be cleared for expansion of nyeri roads  ,0,
baby pendo day to be marked in kisumu  ,0,
trucks to supply water in baringo where 200 schools face closure in drought  ,0,
journalist to run 400km for funds to build heart centre  ,0,
"banditry forces 10,000 out of kerio schools  ",
"dumping garbage in slums poses health risks, outrages residents  ",
rape gang hunted by kiambaa police  ,0,
shaffie weru to attend @aytanzania's wedding in rwanda  @shaffieweru ,0,
no dialysis care in lamu due to lack of water  ,0,
"mombasa illegal connections to blame for dry taps, poor supply  via @yobramos4 ",
"mwingi youths seize 220 bags of charcoal from lorry, cite ngilu confiscation ‘order’  ",
agonised families of nakuru crash victims plead for report  ,0,
south africa's 'doom pastor' found guilty of assault  ,0,
slow transfer of land delays plan to build kakamega houses  ,0,
kemsa to restock hospitals after county agrees to pay part of debt  ,0,
"three dead after lorries collide, burst into flames at salama  ",
we will protest if leaders keep insulting interior cs matiang’i – nyamira youth  ,0,
"i get threats but don’t fear death, says @dennisokari  ",
misery of families whose youths joined al shabaab  via @kalvohonsa ,0,
mombasa hails progress in fight against chikungunya  ,0,
cabinet vetting: labour nominee ukur yatani says will champion workers' rights  #csvetting ,0,
court upholds lomenen's victory in turkana south mp poll  ,0,
"lobby group opposes bid to legalise homosexuality, calls for referendum  ",
court orders police to restore kalonzo musyoka's security detail  ,0,
sports cs nominee rashid achesa pledges football academies in counties  #csvetting ,0,
"four dead after truck rams houses, catches fire at buuri,
"miguna is a canadian political refugee, not kenyan,
us firm seeks unga group buyout and nse delisting  ,0,
rt @thestarbreaking: immigration department maintains lawyer miguna miguna is a canadian and not a kenyan. #migunadeported ,0,
"i didn't disobey court summons in miguna case, was in a meeting - boinnet  via @nancyagutu… ",
three die in two meru fire incidents  ,0,
"no lorry was torched in kitui charcoal crackdown, says @mamangilu  ",
"rt @thestarbreaking: ig boinnet refutes claims he disobeyed court orders to release lawyer miguna miguna on february 6, says he was in a me…",
court upholds anwar loitiptip's lamu senator victory  ,0,
foreign beggars flock nairobi after sonko flushes out street families  ,0,
#migunadeported: canada says 'deeply' concerned with raila oath crackdown  ,0,
"jubilee betrayed me, backed my petition - emurua dikirr mp ngeno  ",
kennedy buhere: we can all learn to be writers  ,0,
prime bank told to hand over st mary’s hospital accounts  ,0,
showdown looms as teachers demand end to transfers and ‘biased’ appraisals  ,0,
cops told to arrest parents who deny disabled children right to education  ,0,
"less water, no soil,
only one deportation? moses kuria saddened by 'leniency' in raila oath crackdown  ,0,
"i'm happy and ready for state house race in 2022, machakos governor alfred mutua says after win… ",
"keriako tobiko shakes off critics, pledges to deliver on environment docket  #csvetting ",
body of woman slain in germany flown home  ,0,
"state has bought 2.7 million bags of maize from farmers, target stands at four million  via… ",
uhuru praises kdf for fighting terrorists and promoting peace  ,0,
treasury withholding sh4.2 billion meant for maize delivered to ncpb  via @ndanyi_mathews ,0,
westgate mall attack case to continue on february 21  ,0,
"judiciary and media an extension of nasa, @raphael_tuju tells bbc  ",
bishop alexander muge's widow herma is dead  via @ndanyi_mathews ,0,
'sleepless nights ahead': sossion talks tough on teachers' key resolutions  ,0,
"three perish, five injured in ndhiwa accident  ",
star editorial: nasa boycott of cs vetting disappointing  #csvetting ,0,
cs nominees get easy ride during house vetting as nasa mps boycott   #csvetting ,0,
"machakos high court throws out wavinya's petition, upholds alfred mutua's win  via… ",
"don't subject me to double jeopardy, monica juma tells mps  #csvetting ",
rt @thestarbreaking: machakos court throws out wiper candidate wavinya ndeti's petition against governor alfred mutua over lack of evidence…,0,
kuria woman refuses to leave hospital after husband chopped-off her hand  ,0,
first human eggs grown in laboratory  ,0,
"l’ll crush land cartels, @faridakaroney says as munya is taken to task  #csvetting ",
#corridorsofpower: there seems to be a problem in makueni. some residents are unhappy with county commissioner rash… ,0,
"hiv stigma pushing away khwisero residents from testing, medication  ",
"keep wanjigi's wife out of men wars, @mutahingunyi says on fake obituary  ",
kenyans like holidays: domestic tourism shot up despite election  via @elizabethkivuva ,0,
"stop harassing nasa supporters, clergy urges state  ",
#instagram is testing feature that allows users share people's posts  ,0,
javas bigambo: uhuru determined not to be kenya's worst president  ,0,
malindi residents want nema to ban trucks causing air pollution in residential areas  ,0,
"recall cabinet nominees list, its unconstitutional,
"bondo man, two grandchildren murdered in bizarre incident  ",
vote: were opposition mps justified in boycotting the vetting of cabinet secretaries? #starsurvey #csvetting,0,
"name staff in my ‘obituary’, advert jimmi wanjigi tells nation  ",
boy’s hand re-attached in breakthrough surgery  ,0,
miguna says no flying squad cop escorted him to canada    #migunadeported ,0,
"meet uhuru's new ""kitchen cabinet""  ",0,
"i'll step aside if my integrity is questioned, munya says at #csvetting  ",
"in today's star: meet uhuru's new ""kitchen cabinet""  ",0,
"coal project to proceed, ps njoroge says  via @yobramos4 ",
nse sheds sh49bn on bleak trading in the us  via @muhatiaa ,0,
skype testimony systems save judiciary cash  via @malemba_mkongo ,0,
kibisu kabatesi: state baring its despotic fangs  ,0,
taxation implications of ifrs 9  via @karenkandie ,0,
wheels of terror  via @robertomollo3 ,0,
joel okwemba: cultural fusion is the world’s future  ,0,
"whatever you do, respect the constitution,
kenya land invite: national boxing team set to train in cuba ahead of commonwealth games in april… ,0,
house urged to ban top state officials from owning psvs  via @jamesmurymy ,0,
disease-resistant cassava in the works  via @agathangotho ,0,
uganda investigates allegations of refugee aid fraud  ,0,
blame game on insecurity in mt elgon  via @jonaliash ,0,
organisers and athletes locked in korea cold war   #worldcup2018 ,0,
city askaris clearing 200 street families from cbd  via @misskinyanjuimo ,0,
airtel to offer high-speed internet  via @ladykanyali ,0,
"women and the disabled demand cabinet slots, say cass a burden  via @joseph_ndunda ",
"judiciary and media an extension of nasa, tuju tells bbc  via @vidijapatrick ",
nasa ‘hiding behind politics’ to break law  via @ddibondo ,0,
us firm to work on nairobi-mombasa expressway from end year  via @kmarindany ,0,
joho's deputy survives accident on way to naivasha meeting  via @oduorernest ,0,
editorial cartoon:  #csvetting #faridakaroney #monicajuma smooth all the way vetting... via @ndula_victor ,0,
"i'll crush all land cartels, farida karoney pledges during vetting  #csvetting ",
kids recount trauma of abduction after mass release by south sudan rebels  ,0,
fifa world cup trophy expected in the country on february 26  via @mbotesports #worldcup ,0,
ndeiya aipca pastor killed in head-on crash with lorry  via @geomugoh ,0,
"kenya telling lies about deportation, i'll sue over passports - miguna  via @nancyagutu… ",
safaricom shares may be held by foreign investors  via @alykhansatchu ,0,
"citizen, inooro tv finally back on air after 10 days  via @nancyagutu #mediashutdownke ",
"rt @thestarbreaking: citizen, inooro tv back on air as government restores their transmission after 10 days. ",
"uhuru praises kdf for crippling al shabaab, promoting regional peac  via @ndanyi_mathews ",
"i'm lucky, ready to step into amina's shoes,
"two suspected thugs arrested in iten, ak47 rifle recovered  via @sk_rutto ",
oldest british man had dark skin and blue eyes - scientists  ,0,
"nairobi mcas want sacked inspectorate officials reinstated, threaten sanctions  via… ",
star editorial: no two ways about it: courts must be obeyed  ,0,
knh medics reimplant boy's cut off hand in historic surgery  ,0,
indian woman alleges husband stole her kidney to cover 'unpaid' dowry  ,0,
"jimmy wanjigi to sue nation media over 'fake obituary', says family horrified  via… ",
"anc was preparing to fire zuma this week, top official says  ",
court throws out petition challenging migori speaker's election  via @manuelodeny ,0,
big read: homa bay’s love-hate affair with boda bodas  via @robertomollo3 ,0,
hearing of oswago sh1.4bn graft case fails to proceed  ,0,
githurai cop found guilty of murder  ,0,
"wambora, kivuti's supporters disappointed with sale of votes recount report  ",
"pay us sh400m for using ‘our land’ to expand ukunda airstrip, kaa told  ",
"work with locals to protect forests and end animosity, tolgos tells kfs  ",
"whatever you do, respect the constitution,
food may influence cancer spread  ,0,
ex-kq finance chief won’t be back at work yet after appeal  @kenyaairways ,0,
"nasa to call for civil disobedience, say 15 lawmakers  ",
"ndii, wanjigi and orengo at dci to block arrest  via @nancyagutu ",
#kot goes wild after @kipmurkomen criticises maraga's take on miguna case  #migunadeported ,0,
wycliffe muga: only legacy that counts: unity  @mugawycliffe ,0,
"kalonzo sues state for revoking gun licence, removing security  ",
ending knh crowding my first duty — @sicilykariuki  ,0,
"cabinet vetting: nys needs clean up, competent staff to end graft - kobia  #csvetting ",
salty water renders sh50m lamu dialysis machines idle  ,0,
[statement] judiciary forcefully enters the fray again - @salimlone  ,0,
"[video] 'general' miguna gets heroic welcome in canada, says uhuru's downfall a must  ",
alarm as lack of funds cripple anti-fgm campaigns  #endfgm ,0,
twitter no longer shows retweets on embedded tweets  ,0,
"cabinet vetting: margaret kobia pledges integrity, honesty in public service  #csvetting ",
kisumu to observe baby samantha pendo human rights day every february 8  via @alalmaurice ,0,
dealers sell shisha in kitchens to evade arrests  via @joseph_ndunda ,0,
nasa skips cabinet vetting as gender cs nominee margaret kobia faces mps  via @nancyagutu… ,0,
nasa pushing for a fresh presidential poll in august  ,0,
dates that explain why jacob zuma is under pressure  ,0,
"i will continue betting, says sh231 million jackpot winner   #230milli @sportpesa ",
"olx to close kenya, nigeria offices but platform to remain  ",
kenya on the spot after alarming global ranking on fgm by doctors  via @odhiamborhoda #endfgm ,0,
"icj wants matiangi, boinnet and mucheru punished for defying courts  @icjkenya… ",
"'general' miguna miguna gets heroic welcome in canada, says uhuru's downfall a must  via… ",
kenya among top countries abetting fgm in hospitals  #endfgm ,0,
"shem ochuodho: return miguna miguna immediately, unconditionally to kenya  #migunadeported ",
miguna miguna: eagle among the chickens  #migunadeported ,0,
vote: was the government justified to deport miguna miguna to canada? #starsurvey #migunadeported,0,
#corridorsofpower: is the government divided over the possible arrest & prosecution of raila odinga? we are told th… ,0,
farmers demand compensation for land bought for power project  via @ppcheti ,0,
"miguna miguna’s days in police cells were full of drama and insults, say cops  ",
