text,label,,,,,,
",0,,,,,,
"on friday,,,0,,,,
"borders within ii: documenting contemporary nigeria,,,,,,,
",0,,,,,,
"how @diamondbankng is pioneering financial inclusion in nigeria through the diamond y'ello scheme.,,,,,,,
",0,,,,,,
"""answering these questions will determine if buhari will be canonized for his fight against corruption..."",,,,,,,
",0,,,,,,
"borders within ii: mapping diversity in nigeria through the lens. an exclusive interview with @nengi_nelson ,,,,,,,
",0,,,,,,
thank you! ,0,,,,,,
tasiu mansur: how @diamondbankng is pioneering financial inclusion in nigeria. #changinglives link to full video:… ,0,0,,,,,
"meet tasiu mansur,,,,,,,
"still water runs deep premieres at the ongoing africa international film festival @afriff in lagos.,,,,,,,
",0,,,,,,
"president buhari yesterday terminated the appointment of the sgf. how far is he willing to go to fight corruption?,,,,,,,
",0,,,,,,
"@victorsozaboy  @pejutheartist  qudus onikeku headline nigeria's first ever exhibition at the @la_biennale ,,,,,,,
",0,,,,,,
"introducing the first ever nigerian exhibition at the venice biennale @la_biennale ,,,,,,,
",0,,,,,,
"delightful opening night as afriff celebrates the african film industry.,,,,,,,
",0,,,,,,
"icymi: infographic: lagos,,,,,,,
",0,,,,,,
"icymi: ""he's shown international organizations could be used to launder the images of dictators..."" ,,,,,,,
",0,,,,,,
@afriff just 24 hours left to africa's international film festival #afriff2017 #afriff #afriff2017 #africancinema… ,0,,,,,,
@afriff a lot to learn & experience at #afriff2017 with fun packages attached too. #afriff #afriff2017… ,0,0,,,,,
"@afriff #2daystogo we're not all about 'business',,,,,,,
nigeria will host the 2017 @apforg conference themed 'african philanthropy in a changing global context'. details:… ,0,,,,,,
@afriff visit  to register to attend.  #afriff #afriff2017 #africancinema… ,0,,,,,,
3 more days to #afriff2017. get ready to be held cinematically spellbound. #afriff #afriff2017 #africancinema… ,0,,,,,,
"rt @ventureslive: the process of design thinking is not a mindset,,,,0,,,
"rt @ventureslive: mark van iterson,,,0,,,,
"rt @ventureslive: - it becomes easier to spread through all sorts of disciplines and grow"" -mark van iterson,,0,0,,,,
"rt @ventureslive: ""if you build up a brand or business or follow a passion,,,,,,,
rt @ventureslive: design thinking in african context. #heinekenlfdw17 #lfdw17,0,,,,,,
"rt @ventureslive: through technology,,,,0,,,
"rt @ventureslive: ""commitment is the core of any business"" -cosmas maduka,,,0,,,,
"rt @ventureslive: ""if you do not diagnose a problem,,,,0,,,
"rt @ventureslive: ""with technology,,0,,0,,,
"we are live at the fashion business series of @lfdw_ng. the speaker right now is cosmas maduka ceo,,0,,,,,
"kenya's presidential election to proceed as planned,,0,,,,,
"tedros' appointment of mugabe as a who ambassador was a gaffe,,,,,,,
quantum global group’s $1.1 billion infrastructure fund ditches kenya’s savannah cement:  ,0,0,,,,,
"according to  @thomsonreuters,,,,,,,
lagos ranks 8th out of 19 most dangerous megacities for women in the world ,0,,,,,,
our instagram has been taken over by a team of creatives traveling around africa. follow us:  ,0,,,,,,
rt @ipaprize: thanks @venturesafrica for this interview on the #ipa2017 winners! #ipa2018 here we come ,0,,,,,,
rt @venturesafrica: nigerian universities: where free speech and civil debates go to die...  #redeemadebowale,0,0,,,,,
"rt @venturesafrica: this team of creatives is travelling round nigeria,,,,,,,
rt @venturesafrica: @venturesafrica spoke with winners of the 2017 innovation prize for africa. here's the conversation that followed ,0,,,,,,
our instagram is being taken over by creatives from @invisiblebord documenting the diversity of africa! follow us:… ,0,,,,,,
final year students of the university of livingstonia have developed a special smart stick for the visually impaired ,0,,,,,,
@paypal was voted one of the worst business ideas in 1999. this is how it became the world's biggest payment system ,0,,,,,,
@venturesafrica spoke with winners of the 2017 innovation prize for africa. here's the conversation that followed ,0,0,,,,,
"this team of creatives is travelling round nigeria,,,,,,,
"this infographic tells the success story of paypal with its market cap hitting around $83 billion on friday,,,,,,,
",0,0,,,,,
"nigerian universities have become museums of military rule,,1,,,,,
"actis has announced that it will be providing $100,,,,,,,
nigerian universities: where free speech and civil debates go to die...  #redeemadebowale,0,,,,,,
here is a full breakdown of the 2017 afriff programme ,0,,,,,,
african businesses know very little about what happens right across their borders ,0,,,,,,
the un says more west african migrants die in the sahara than the mediterranean ,0,,,,,,
chivas set to empower the next generation of startups changing the world ,0,0,,,,,
"icymi: nigerian tech company,,,,,,,
how the monkeypox outbreak in nigeria can be curtailed ,0,,,,,,
"a feminist manifesto in honour of the #dayofthegirl,,,,,,,
",0,0,,,,,
"in light of the recent comments by the president of the @worldbank,,0,,,,,
"rt @toluogunlesi: i conducted uche orji's first interview as md of the nsia,,,,,,,
back of the class: an interview with ijeoma ndukwe on the reality of nigerian girls forced to drop out of school ,0,,,,,,
"to mark the #dayofthegirl,,,,,,,
",0,,,,,,
what lies ahead for technology and the african fashion industry? find out at the lagos fashion and design week. ,0,,,,,,
and the cycle of repression continues in egypt with the recent crackdown on the lgbtq community ,0,,,,,,
this is what afriff 2017 will look like ,0,,,,,,
"the largest real estate event in africa is set to take place in lagos,,,,,,,
",0,,,,,,
"this is what afriff 2017 will look like.,,,,,,,
",0,,,,,,
@interswitchgrp launches lending service for the underserved in nigeria ,0,,,,,,
female icons need to be more than pioneers ,0,,,,,,
"there is a monkeypox virus outbreak in bayelsa state,,,0,,,,
samuel monye and 13-year-old arshiya emerge winners of the quramo writer's prize 2017 ,0,,,,,,
why the us may lift economic sanctions against sudan ,0,,,,,,
nigerian army troops intercept boko haram terrorists at idp camps ,0,,,,,,
us and nigerien soldiers killed during patrol attack in south west niger ,0,,,,,,
would you say these results accurately reflect the general attitude of nigerians towards independence day?,0,,,,,,
5. would you partake in an annual parade to celebrate independence day? ,0,,,,,,
4. would you join a government agency to fight for true transformation in nigeria? ,0,,,,,,
3. would you consider it a prestigious ambition to become a part of nigeria’s leadership? ,0,,,,,,
2. would you say nigeria is really united? ,0,,,,,,
1. would you rate nigeria as a truly independent country? ,0,0,,,,,
"last week,,,,,,,
"presidential term limits are important for preserving africa's shaky democracy. but,,,,,,,
",0,,,,,,
angola’s port of caio is set to start full operations ahead of its 2019 schedule  ,0,,,,,,
"highlights of @rmb_gm's wtiia 2018:,,,,,,,
- ethiopia now east africa's largest economy,,,,,,,
- tanzania hot on kenya's tail,,,,,,,
- n… ",0,0,,,,,
"wondering what the top 10 african countries to invest in 2018 are? well,,,,,,,
@artxlagos 2017 is around the corner. save the date. ,0,,,,,,
rt @ngrsenate: welcome to a new legislative day in the senate of the federal republic of nigeria.,0,,,,,,
"our contributor,,,,,,,
 ",0,,,,,,
10 takeaways from president buhari’s speech - ,0,,,,,,
october 1st: from nigeria to catalonia - ,0,,,,,,
#nigeriaat57: president buhari’s 2017 independence day speech - ,0,0,,,,,
"on october 1,,,,,,,
would you join a government agency to fight for true transformation in nigeria?,0,,,,,,
would you consider being a part of nigeria's law enforcement as a prestigious ambition?,0,,,,,,
would you consider it a prestigious ambition to become a part of nigeria's leadership?,0,,,,,,
why the cameroon anglophone region is shutting its border with nigeria -  ,0,,,,,,
would you say nigeria is truly united?,0,,,,,,
would you rate nigeria as a truly independent country?,0,,,,,,
would you partake in an annual parade to celebrate independence day?,0,,,,,,
over 550 tunisian and african migrants have been arrested in tunisia -  ,0,,,,,,
afreximbank unveils its depositary receipts in the market after beating private placement target -… ,0,,,,,,
why is nnamdi kanu in hiding? -  ,0,0,,,,,
"program director of the innovation prize for africa @ipaprize speaks on the award,,,,,,,
art x lagos @artxlagos returns with bigger and bolder ambitions -  ,0,0,,,,,
"with a third satellite on its way,,0,,,,,
"360 creative hub is building a community that supports creative startups in nigeria,,0,,,,,
"here's the 360 hub nigeria,,,,,,,
why is nnamdi kanu in hiding? -  ,0,0,,,,,
"program director of the innovation prize for africa @ipaprize speaks on the award,,,,,,,
here's the creative hub that is exclusive to fashion design and creativity -  ,0,,,,,,
art x lagos @artxlagos returns with bigger and bolder ambitions -  ,0,0,,,,,
"in an act overturning a cornerstone of saudi conservatism,,0,,,,,
"with a third satellite on its way,,,,,,,
"rt @ventureslive: missla libsekal,,,0,,,,
rt @ventureslive: “@artxlagos 2017 will be an invaluable opportunity to engage with some of the best artistic talents in africa” - @tokinip…,0,0,,,,,
"rt @ventureslive: “this year,,0,,,,,
"rt @ventureslive: founder and director of @artxlagos,,,,,,,
rt @artxlagos: it's press day! stay tuned and follow us on instagram to get a sneak peek of our press conference live ,0,,,,,,
ventures africa is live at the @artxlagos media launch. follow @ventureslive for updates #artxlagos ,0,,,,,,
u.s expands its controversial travel ban to include chad -  ,0,,,,,,
17 isis militants killed by six u.s air strikes in libya -  ,0,,,,,,
here's how platform is championing a way to ease job recruitment processes across africa -  ,0,0,,,,,
"platform is championing a way to ease job recruitment processes across africa,,,,,,,
#togospring? will the people win the war against faure gnassingbé? -  ,0,,,,,,
"we speak to @ofilispeaks,,,0,,,,
"here's what happened at ventures platform's demo day 2,,,0,,,,
here's how nigeria's domestic debt has increased under buhari's administration -  ,0,,,,,,
angola’s sovereign wealth fund announces its audited results for 2016 -  ,0,0,,,,,
"read the full text of president buhari's speech at the 72nd session of the united nations' general assembly,,,,,,,
here's what the @rockefellerfdn's yieldwise initiative means for smallholder farmers in africa -… ,0,,,,,,
#togospring? will the people win the war against faure gnassingbé? -  ,0,,,,,,
"we speak to @ofilispeaks,,,0,,,,
25 people die in rebel attack in south sudan -  ,0,,,,,,
"here's what happened at ventures platform's demo day 2,,,0,,,,
nigeria's domestic debt has increased under buhari's administration -  ,0,,,,,,
angola’s sovereign wealth fund announces its audited results for 2016 -  ,0,,,,,,
what president buhari said at the 72nd session of the united nations general assembly in new york -… ,0,,,,,,
here's what the @rockefellerfdn's yieldwise initiative means for smallholder farmers in africa -… ,0,,,,,,
cape town set to host the first @awieforum conference in south africa -  ,0,,,,,,
nigeria remains the most mobilized country in the world -  ,0,,,,,,
cape town set to host the first @awieforum conference in south africa -  ,0,,,,,,
nigeria remains the most mobilized country in the world -  ,0,,,,,,
"if you're an ordinary,,,0,,,,
meet zannah mustapha: the negotiator for the release of the chibok girls and receiver of a top @un award -… ,0,,,,,,
kenya lowers its 2017 growth forecast due to drought and recent political uncertainties -  ,0,,,,,,
nigeria: they sold us change and we bought it. how much cheaper can we get? -  ,0,,,,,,
rt @noiweala: discussing the global fight against corruption and how to enhance the role of international financial institutions at brookin…,0,,,,,,
meet zannah mustapha: the negotiator for the release of the chibok girls and receiver of a top @un award -… ,0,,,,,,
kenya lowers its 2017 growth forecast due to drought and recent political uncertainties -  ,0,,,,,,
"if you're an ordinary,,,0,,,,
nigeria: they sold us change and we bought it. how much cheaper can we get? -  ,0,,,,,,
nigeria's inflation rate slows by 0.04% -  ,-1,,,,,,
the lagos neighbourhood guides will help you discover the best places to live in lagos -  ,0,,,,,,
one of the fastest growing web hosting companies in west africa has announced the acquisition of @byteshosting -… ,0,0,,,,,
"apart from concessioning the airports,,,,,,,
the lagos neighbourhood guides will help you discover the best places to live in lagos -  ,0,,,,,,
federal government grants 106 released chibok schoolgirls scholarships -  ,0,,,,,,
nigeria's crude oil production increases to 1.861million barrels per day -  ,0,,,,,,
why the nigerian transmission network needs the n540 billion boost -  ,0,,,,,,
one of the fastest growing web hosting companies in west africa has announced the acquisition of @byteshosting -… ,0,,,,,,
rt @cnnbrk: witnesses say they heard from officials some kind of explosion had occurred on train at parsons green tube station ,0,0,,,,,
"apart from concessioning the airports,,0,,,,,
"actis and the genesis group have signed an agreement to bring the first premier cinema to douala,,1,,,,,
"ge,,0,,,,,
"actis and the genesis group have signed an agreement to bring the first premier cinema to douala,1,,,,,,
somalia is set to launch its first tech hub -  ,0,1,,,,,
"@generalelectric signs $25 million agreement with @hp for digital solutions across middle east,,,,,,,
nigeria's retail industry still enjoys positive transformation marked by steady growth -  ,0,,,,,,
here are 13 personal finance tips which we can use to learn from the world's richest people -… ,0,,,,,,
here's how kenya's decision to annul the election results sets an example for other african countries to emulate -… ,0,,,,,,
south sudan is now even more dangerous for aid workers in the region. here's why -  ,0,,,,,,
the allianz group has announced a binding agreement to acquire a 98% stake in nigeria's ensure insurance plc -… ,0,,,,,,
togo subscribes to the latest trend of repression as the people protest against their dictator and his family -… ,0,,,,,,
nigeria's retail industry still enjoys positive transformation marked by steady growth -  ,0,,,,,,
13 personal finance tips that we can learn from the world's richest people -  ,0,,,,,,
over 500 die in a cholera epidemic in congo -  ,0,,,,,,
10 soldiers dead as al-shabaab storms somalian borders -  ,0,,,,,,
here's how kenya's decision to annul the election results sets an example for other african countries to emulate -… ,0,,,,,,
south sudan is now even more dangerous for aid workers in the region. here's why -  ,0,,,,,,
the allianz group has announced a binding agreement to acquire a 98% stake in nigeria's ensure insurance plc -… ,0,,,,,,
togo subscribes to the latest trend of repression as the people protest against their dictator and his family -… ,0,,,,,,
this consulting firm is offering free business plans to two entrepreneurs in lagos -  ,0,,,,,,
fidelity bank announced that its gross earnings rose by 22.1% from the 1st half of 2016 to the same period in 2017… ,0,1,,,,,
"three nigerians recount their experiences as migrants and we are reminded of the root cause of their tales,1,,,,,,
the nigerian security and exchange commission approves the annual general meeting of oando plc scheduled for today… ,1,,,,,,
this consulting firm is offering free business plans to two entrepreneurs in lagos -  ,1,,,,,,
fidelity bank announced that its gross earnings rose by 22.1% from the 1st half of 2016 to the same period in 2017… ,1,,,,,,
federal government moves to resolve asuu strike -  ,1,,,,,,
cholera kills 28 people in borno idp camps -  ,-1,-1,,,,,
"three nigerians recount their experiences as migrants and we are reminded of the root cause of their tales,-1,,,,,,
watch: migrant enslavement is one more reason to address poverty in africa. ,0,,,,,,
peace is set to return to niger delta as agitators withdraw quit notice handed to northerners living in the area -… ,0,,,,,,
the security and exchange commission approves the 40th annual general meeting of oando plc -  ,0,,,,,,
these outstanding women have been named winners of 2017 africa food prize  - ,0,,,,,,
"rt @ventureslive: ""...electrocution,,,,,,,
- dr. sikiru #powernigeria",0,,,,,,
"rt @ventureslive: ""the dangers of bad solar installation include possible fire outbreaks,,,,,,,
- dr. sikiru #powernigeria",0,0,,,,,
"rt @ventureslive: ""make sure that after you finish your installation,,0,,,,,
"rt @ventureslive: ""ensure you don't walk on solar panels,,,,,,,
"rt @ventureslive: ""find out the roof integrity. find out if the wind poses a threat..."" - dr. sikiru #powernigeria",0,0,,,,,
"rt @ventureslive: ""when installing solar equipment,,,,,,,
rt @ventureslive: the ongoing solar installation and design workshop at #powernigeria ,0,0,,,,,
"rt @ventureslive: ""fourth question,,0,,,,,
"rt @ventureslive: ""thirdly,,,,,,,
"rt @ventureslive: ""...are you using it for high or low starting current load equipment?"" - dr. sikiru #powernigeria",0,0,,,,,
"rt @ventureslive: ""secondly,,0,,,,,
"rt @ventureslive: ""before getting a battery for your inverter,,,,,,,
"rt @ventureslive: ""the reason we keep importing poor quality solar equipment in nigeria is simply because people are buying."" - dr. sikiru…",0,0,,,,,
"rt @ventureslive: dr tajudeen sikiru of ahmadu bello university,,,,,,,
ventures africa is live at day 3 of #powernigeria. follow @ventureslive for updates from the event. ,0,,,,,,
why governments need to support the financial sector to meet the unserved needs of smallholder farmers -… ,0,0,,,,,
"we explore what it means to support a political party in nigeria,,,,,,,
these outstanding women have been named winners of 2017 africa food prize -  ,0,0,,,,,
"rt @oando_plc: sec clears oando,,0,,,,,
"rt @ventureslive: pres. ouattara and the @afrfoodprize committee awarding the 2017 #africafoodprize laureates,,,,,,,
rt @ventureslive: #agrf2017 mission is for africa's women - our sisters and mothers - who provide 70% labour in our agriculture.,0,,,,,,
"rt @ventureslive: ""it's important for us to be accountable to the commitments we make towards transformation."" - @rodger_voorhies @gatesfou…",0,,,,,,
"rt @ventureslive: ""...with $250million invested directly into agriculture."" - @roger_voorhies. #agrf2017",1,,,,,,
"rt @ventureslive: ""the bill and melinda gates foundation is investing about $350million across africa..."" -@roger_voorhies #agrf2017",1,,,,,,
rt @ventureslive: the opening ceremony for the #agrf2017 began with the arrival of president ouattara and other & former heads of state.,1,,,,,,
rt @ventureslive: ventures africa is live at the african green revolution forum 2017. follow us for more. #agrf2017 @agraalliance ,1,1,,,,,
"rt @ventureslive: ""to ensure high standards of solar products,,,,,,,
"rt @ventureslive: ""...is one that allows people pay in bits over time."" - segun adaju #powernigeria",1,,,,,,
"rt @ventureslive: ""the business model for solar that will rival diesel/petrol generators..."" - segun adaju #powernigeria",0,0,,,,,
"rt @ventureslive: ""protection for the consumers shouldn't be setting the price,,0,,,,,
"rt @ventureslive: ""a lot of substandard goods are coming into nigeria and they are killing the market,,,,,,,
"rt @ventureslive: ""...by discouraging the import of sub-standard products."" - segun adaju #powernigeria",0,,,,,,
"rt @ventureslive: ""the government should support the regulation of industry standards..."" - segun adaju #powernigeria",0,,,,,,
"rt @ventureslive: ""government should provide an enabling policy environment to support the growth of the solar industry."" - segun adaju #po…",0,,,,,,
"rt @ventureslive: ""everybody deserves access to energy. it should be a basic human right."" - ifeanyi odoh #powernigeria",0,0,,,,,
"rt @ventureslive: ""...and as the population increases,,0,,,,,
"rt @ventureslive: ""by 2050,,,,,,,
rt @ventureslive: ventures africa is live at day 2 of power nigeria. follow us for live updates from the event. ,0,,,,,,
ventures africa is live at the african green revolution forum 2017. follow @ventureslive for more. #agrf2017… ,0,,,,,,
why governments need to support the financial sector to meet the unserved needs of smallholder farmers -… ,0,,,,,,
nigeria and south africa say they are out of recession -  ,0,,,,,,
ventures africa is live at day 2 of power nigeria. follow @ventureslive for live updates from the event. ,0,,,,,,
rt @agraalliance: the 2017 #africafoodprize laureates are ms. maïmouna sidibe and prof. @ruthkoniango -  ,0,0,,,,,
"we explore what it means to support a political party in nigeria,,0,,,,,
"rt @ventureslive: “the next five years will be a critical period for development of agriculture in africa.” - tarik choho,,0,,,,,
"rt @ventureslive: “we have to get the youth involved in agric through mechanization and training opportunities.” -dr. rob smith,,,,,,,
rt @ventureslive: the #agrf2017 theme is: “accelerating africa’s path to prosperity: growing inclusive economies and jobs through agricultu…,0,,,,,,
"rt @ventureslive: ""41 million farmers and more than 200 million acres of uncultivated land. africa is ripe for an agricultural revolution.""…",0,,,,,,
ventures africa is live at the african green revolution forum 2017. follow @ventureslive for more. #agrf2017… ,0,,,,,,
the bbc pidgin service is a welcome development. here's why -  ,0,0,,,,,
"meet the 6 nigerian women at the 2017 tedglobal conference who are all builders,,,,,,,
"ratatouille,,,0,,,,
rt @cnnafrica: lagos' afro-brazilian architecture faces down the bulldozers:  ,0,0,,,,,
"meet the 6 nigerian women at the 2017 tedglobal conference who are all builders,,,,,,,
rt @mbuhari: i join millions of football-loving nigerians in applauding our super eagles for their skilful and entertaining display against…,0,0,,,,,
"eid mubarak to all our muslim readers! ventures africa wishes you a peaceful celebration! thank you for following,,,,,,,
rt @ktnkenya: president uhuru's re-election nullified # judgementday ,0,,,,,,
rt @mbuhari: i have directed @nemanigeria to immediately mobilize personnel and resources to the aid of the affected communities and person…,0,,,,,,
rt @nemanigeria: @nemanigeria  has deployed  humanitarian team to benue state to support persons affected by the flood.,0,,,,,,
tanzania set to launch the world's first drug drone delivery service -  ,0,,,,,,
president buhari chairs his first cabinet meeting since his return -  ,0,0,,,,,
"according to this map created by the @un,,,,,,,
"ratatouille,,0,0,,,,
"according to this map,,,,,,,
nigerian stock exchange indices fall further by n54 billion -  ,0,0,,,,,
"the price of petroleum products crashed in july 2017,,,,,,,
#prayforowerri: why the recent wave of demolition activities needs to stop -  ,0,,,,,,
tecno’s latest initiative gives young african the opportunity to play as english premier league superstars -… ,0,,,,,,
#prayforowerri: why the recent wave of demolition activities needs to stop -  ,0,,,,,,
tecno’s latest initiative gives young african the opportunity to play as premier league superstars -… ,0,,,,,,
nigeria: this is why president buhari’s call for a vibrant opposition is important -  ,0,,,,,,
jamb announces a reduction of the nation's admission cut-off mark for tertiary institutions. how low can we go? -… ,0,,,,,,
this is why president buhari’s call for a vibrant opposition is important -  ,0,,,,,,
jamb announces a reduction of the nation's admission cut-off mark for tertiary institutions. how low can we go? -… ,0,,,,,,
mauritius becomes the top investment destination in africa -  ,0,,,,,,
back of the class: an exclusive interview on the reality of nigerian girls forced to drop out of school -… ,0,,,,,,
brett king and 12 others to speak at @interswitchgrp's first ever product fair and industry conference -… ,0,,,,,,
nigeria: arewa youths may be taking the right step towards national unity. here's how -  ,0,,,,,,
back of the class: an exclusive interview on the reality of nigerian girls forced to drop out of school -… ,0,,,,,,
brett king and 12 others to speak at interswitch’s first ever product fair and industry conference -… ,0,,,,,,
nigeria: arewa youths may be taking the right step towards national unity. here's how -  ,0,,,,,,
afreximbank offers $300m equity to nigerian investors using depositary receipts -  ,0,,,,,,
rt @digicommsng: we will continue to show zero tolerance for twitter accounts impersonating @asorock and its agencies. ,0,,,,,,
here are some useful tips on how to shop online safely -  ,0,,,,,,
dangote signs $450million sugar production agreement with niger state -  ,0,,,,,,
diamond bank gets set to empower 50 nigerian entrepreneurs with its building entrepreneurs today initiative -… ,0,,,,,,
afreximbank offers $300m equity to nigerian investors using depositary receipts -  ,0,,,,,,
here are some useful tips on how to shop online safely -  ,0,,,,,,
dangote signs $450million jumbo sugar production agreement with niger state -  ,0,,,,,,
diamond bank set to empower 50 nigerian entrepreneurs with its building entrepreneurs today initiative -… ,0,,,,,,
unicef says that the number of children being used as suicide bombers by boko haram has quadrupled since 2016 -… ,0,0,,,,,
"for angola’s eduardo dos santos,,,,,,,
quantum global awarded fastest growing investment company in sub-saharan africa in 2017 -  ,0,,,,,,
unicef says that the number of children being used as suicide bombers by boko haram has quadrupled since 2016 -… ,0,0,,,,,
"for angola’s eduardo dos santos,,,,,,,
at least eight confirmed dead in guinea's mudslide -  ,0,,,,,,
this nigerian activist has been awarded for re-integrating victims of boko haram to their communities -… ,0,,,,,,
quantum global awarded fastest growing investment company in sub-saharan africa in 2017 -  ,0,0,,,,,
"light up your life with tecno’s latest spark series,,,,,,,
here's why grace mugabe was granted diplomatic immunity after being charged with assaulting a south african model -… ,0,,,,,,
how low is nigeria's external reserve? find out the answer to this and more in this week's weekly economic index -… ,0,0,,,,,
"read the full text of president buhari’s first address to nigerians after 103 days,,,,,,,
here's what we know so far about the mudslide in sierra leone. ,0,,,,,,
interswitch launches new campaign to consolidate its positioning as the trusted payment processing company -… ,0,0,,,,,
"light up your life with tecno’s latest spark series,,,,,,,
here's why grace mugabe was granted immunity after being charged with assaulting a south african model -… ,0,0,,,,,
"yesterday,,,,,,,
weekly economic index: nigeria’s external reserve increases as the stock market drops below its n13 trillion mark -… ,1,0,,,,,
"read the full text of president buhari’s first address to nigerians after 103 days,,,,,,,
interswitch launches new campaign to consolidate its positioning as the trusted payment processing company -… ,0,,,,,,
dangote set to invest between $20bn and $50bn in renewable energy and petrochemicals outside africa -… ,0,,,,,,
here's a summary of important points about the cambrils and barcelona attacks in spain last week. ,0,,,,,,
meet the ghanaian filmmaker who is creating a new cinematic narrative about africa and africans -… ,0,0,,,,,
"how do we fight the systems that produced nigeria's current poster child for its fight against corruption,,0,,,,,
"'developing sustainable forest ecosystems in africa will help boost its economy,,,,,,,
the inspiration and motivation to keep fighting for one nigeria lies within our tribes and nationalities here's ho… ,0,,,,,,
uganda needs more aid to cater for the continuous influx of south sudan refugees -  ,0,0,,,,,
"read the full text of the nigerian president's first broadcast to the nation since his return,,,,,,,
anxiety returns to the streets of spain during the country's first terror attack in 13 years -… ,0,0,,,,,
"here are some highlights from the 'creative content conference - c3,,,,,,,
the african talent company is using its pan-african network to make cross-border recruitment easier. here's how -… ,0,,,,,,
it is important to listen to your customer and the features on the recently updated union bank mobile app show why… ,0,,,,,,
rt @cnni: sierra leone mudslide survivors remember day the mountain moved  ,0,,,,,,
"rt @ngrpresident: president @mbuhari arrives from his medical vacation in the united kingdom. ,,,,,,,
📷: @bayoomoboriowo ",0,,,,,,
dangote set to invest between $20bn and $50bn in renewable energy and petrochemicals outside africa -… ,1,,,,,,
uganda needs more aid to cater for the continuous influx of south sudan refugees -  ,1,,,,,,
anxiety returns to the streets of spain during the country's first terror attack in 13 years -… ,0,,,,,,
here are some highlights from c3: nigeria’s first content market -  ,0,,,,,,
capoinvest limited signs a private investment agreement with the angolan government -  ,0,,,,,,
"rt @bbcbreaking: #barcelona latest,,,,,,,
,,,,,,,
• 13 dead,,,,,,,
• driver at-large,,,,,,,
• 7 injured in #cambrils attack,,,,,,,
• 5 terrorists killed,,,,,,,
,,,,,,,
",0,,,,,,
nigeria's ag president formally inaugurated two ministers and 15 permanent secretaries to the federal civil service… ,0,,,,,,
capoinvest limited signs a private investment agreement with the angolan government -  ,0,,,,,,
nigeria's ag president formally inaugurated two ministers and 15 permanent secretaries to the federal civil service… ,0,,,,,,
what happens at the g20 summit does not stay there. here are some key takeaways for nigeria:  ,0,,,,,,
diamond bank fulfils its promise to create 13 millionaires in its daily 'xtraordinary' draws across nigeria -… ,1,,,,,,
the new features on the union bank mobile app show why it is important to listen to the customer -… ,0,,,,,,
the african talent company is making cross-border recruitment easier in africa. here's how -  ,0,,,,,,
what happens at the g20 summit does not stay there. here are some key takeaways for nigeria:  ,0,,,,,,
diamond bank fulfils its promise to create 13 millionaires in its daily extraordinary draws across nigeria -… ,1,,,,,,
gtbank records an increase in profit before tax for the fiscal year -  ,1,,,,,,
ogun state sme owners receive over n450 million in credit loans -  ,1,,,,,,
the new features on the union bank mobile app show why it is important to listen to the customer -… ,0,,,,,,
the african talent company is making cross-border recruitment easier in africa. here's how -  ,0,,,,,,
grupo sun ocean lda. gets approval to set up a beverage plant in angola - ,0,,,,,,
grupo sun ocean lda. gets approval to set up a beverage plant in angola -  ,0,,,,,,
rt @saharareporters: #resumeorresign hoodlums attacking everyone in sight in wuse market in abuja shortly after attacking charly boy while…,0,,,,,,
the inspiration and motivation to keep fighting for one nigeria lies within our tribes and nationalities here's ho… ,0,,,,,,
national bank of kenya and worldremit strike partnership to offer instant money transfers for kenyans abroad -… ,0,,,,,,
kenya's post-election fate: will the jubilations around kenya be short lived as reality sets in? -… ,0,,,,,,
the nigerian stock market records its first highest market capitalization since 2014 as the naira depreciates -… ,0,,,,,,
the inspiration and motivation to keep fighting for one nigeria lies within our tribes and nationalities -… ,0,,,,,,
national bank of kenya and worldremit strike partnership to offer instant money transfers for kenyans abroad -… ,0,,,,,,
kenya's post-election fate: will the jubilations around kenya be short lived as reality sets in? -… ,0,0,,,,,
"what happened to the price of crude oil last week? find out in our weekly economic index,,,,,,,
the inspiration and motivation to keep fighting for one nigeria lies within our tribes and nationalities -… ,0,0,,,,,
"'developing sustainable forest ecosystems in africa will help boost its economy,,,,,,,
rt @afp: #update at least 18 people have been killed in a suspected jihadist attack on a restaurant in #burkinafaso capital ouagadougou,0,,,,,,
there is a dearth of youth participation in nigerian politics. but it is not the cause of nigeria’s problems -… ,0,0,,,,,
"how do we fight the systems that produced nigeria's current poster child for its fight against corruption,,,,,,,
rt @businessdayng: the ordinary private citizen  ,0,0,,,,,
"'developing sustainable forest ecosystems in africa will help boost its economy,,0,,,,,
"lagos state by-election set to hold on september 16,,0,,,,,
"how do we fight the systems that produced nigeria's current poster child for its fight against corruption,,,,,,,
there is a dearth of youth participation in nigerian politics. but it is not the cause of nigeria’s problems -… ,0,,,,,,
how nigeria's exploration and production activities have fallen since 2014 -  ,0,1,,,,,
"nigeria's inability to utilise over 6,,,,,,,
afriff and the ford foundation are on a mission to empower the next generation of female nigerian filmmakers -… ,0,,,,,,
afriff and the ford foundation are on a mission to empower the next generation of female nigerian filmmakers -… ,0,,,,,,
rt @samirasawlani: stats from rwanda's presidential election ,0,0,,,,,
"the death penalty has not deterred people from committing crimes,,,,,,,
meet the ghanaian filmmaker who is creating a new cinematic narrative about africa and africans -… ,0,0,,,,,
"the death penalty has not been proven to reduce the rate of crime,,,,,,,
meet the ghanaian filmmaker who is creating a new cinematic narrative about africa and africans -… ,0,0,,,,,
"rt @saharareporters: #resumeorresign protesters defy police,,0,,,,,
