text,label,,,,,,,,
merci beaucoup,,,,,,,,,
mucho obrigado,,,,,,,,,
shukran,,,,,,,,,
asante sana,,,,,,,,,
ameseginalehu!",0,,,,,,,,
"rt @dlaminizuma: i have no doubt that the in-coming commission will continue to strengthen & build upon these foundations,,0,,,,,,,
"rt @dlaminizuma: we should,,,,0,,,,,
rt @dlaminizuma: the strength of africa lies in its unity and its pan-africanism.,0,,,,,,,,
"rt @dlaminizuma: we leave behind a union,,,0,,,,,,
"rt @dlaminizuma: we leave a union with all african states present,,0,,,,,,,
rt @dlaminizuma: this summit took a historic decision to reunite the african community of states with its decision on the membership of #mo…,0,,,,,,,,
rt @dlaminizuma: we are a union on the way to silencing the guns by 2020. #28thausummit,0,,,,,,,,
rt @dlaminizuma: we leave behind a union engaged in fundamental reforms to enable it to better serve the african agenda and peoples.  #28th…,0,,,,,,,,
rt @dlaminizuma: we leave behind a union on its route to self-reliance a union pushing ahead on integration...,0,,,,,,,,
rt @dlaminizuma: we leave behind a union that has #agenda2063 which reflects the aspiration of african citizens...,0,,,,,,,,
"rt @dlaminizuma: as i take the final bow as chairperson of the au commission,,0,,,,,,,
rt @dlaminizuma: a special thank you to our deputy chairperson @erastus_mwencha who had responsibility for our finances & administration. w…,0,,,,,,,,
rt @dlaminizuma: i thank all commissioners for the cooperation and the work they did.,0,,,,,,,,
"rt @dlaminizuma: whatever we have accomplished could not have been done in a calm & good atmosphere,,0,,,,,,,
"rt @dlaminizuma: i urge that you continue to give your best to #africa,,0,,,,,,,
"rt @dlaminizuma: i always believe that any leadership is as good as its team,,0,,,,,,,
rt @dlaminizuma: the out-going commission owes a big debt of gratitude to the staff of the au commission.,0,,,,,,,,
"rt @dlaminizuma: throughout our tenure,,,0,,,,,,
"rt @dlaminizuma: for us... there's is no service more important,,0,,,,,,,
"rt @dlaminizuma: for me and the out-going commission members,,0,,,,,,,
"rt @dlaminizuma: our sincere congratulations to the new members of the commission,,,0,,,,,,
"rt @dlaminizuma: congratulations on a very successful summit,,0,,,,,,,
follow the final press conference of the #28thausummit live @,0,,,,,,,,
"#28thausummit swearing in ceremony for auc chair,,0,,,,,,,
#28thausummit follow the closing of the 28th ordinary session of the assembly of the union live now @ ,0,,,,,,,,
#28thausummit press conference of auc commissioner for peace and security  ,0,,,,,,,,
#28thausummit follow the press conference of auc commissioner for peace and security ,0,,,,,,,,
rt @dlaminizuma: i also congratulate h.e. kwesi quartey of ghana following his election as deputy chairperson of the au commission. #28thau…,0,,,,,,,,
"rt @dlaminizuma: i congratulate he moussa faki mahamat,,0,,,,,,,
"#28thausummit briefing of auc commissioner for women,,0,,,,,,,
"#28thausummit follow the press conference: auc director for women,,0,,,,,,,
"acceptance speech of h.e. alpha conde,,0,,,,,,,
elections for the eight commissioner posts are still ongoing. #28thausummit ,0,,,,,,,,
chadian foreign minister hon. moussa faki mahamat has been elected incoming chairperson of the @_africanunion commi… ,0,,,,,,,,
ghana’s amb. thomas kwesi quartey was elected deputy chairperson of the @_africanunion commission #28thausummit ,0,,,,,,,,
watch the press briefing on kwame nkrumah scientific awards by auc commissioner for hrst live @ ,0,,,,,,,,
"h.e. alpha conde,,0,,,,,,,
h.e. president idriss deby of chad hands over @_africanunion chairmanship to h.e. president alpha conde of guinea… ,0,,,,,,,,
#28thausummit currently in session and live @  ,0,,,,,,,,
"h.e. mr. mahmoud abbas,,0,,,,,,,
newly appointed @un sg @antonioguterres addressing the #28thausummit ,0,,,,,,,,
"the @_africanunion commission chairperson,,0,,,,,,,
#28thausummit currently underway. please follow the opening live @ ,0,,,,,,,,
"follow the opening of the #28thausummit live from addis ababa,,0,,,,,,,
28th ordinary session of the assembly of heads of state and government of the @_africanunion #28thausummit set to o… ,0,,,,,,,,
rt @erastus_mwencha: h.e kagame will submit a report on proposed reforms with aim of putting in place a system of governance capable of add…,0,,,,,,,,
"rt @erastus_mwencha: one of the outcome of the au summit in july  2015,,0,,,,,,,
rt @erastus_mwencha: this morning h.e president paul kagame will present his report to assembly for consideration on institutional reform o…,0,,,,,,,,
rt @erastus_mwencha: au condemns terrorist attack on amisom base and commends amisom forces for swift action-peace & security department ht…,0,,,,,,,,
rt @erastus_mwencha: follow the african union social media pages @_africanunion and visit our website  for details o…,0,,,,,,,,
learn more on #financingau @ ,0,,,,,,,,
#financingau aims to relieve pressure on member states treasuries with respect to payment of contributions @erastus_mwencha #28thausummit,0,,,,,,,,
.@erastus_mwencha stressed need for @_africanunion to secure resources for financing & reduce dependency on external sources #28thausummit,0,,,,,,,,
decision on #financingau ensures an equitable & predictable source of financing for the union announced @erastus_mwencha #28thausummit,0,,,,,,,,
decision on #financingau aims to provide reliable & predictable funding for continental peace & security said @erastus_mwencha #28thausummit,0,,,,,,,,
#28thausummit auc and new zealand government launch the fourth edition of the @_africanunion handbook… ,0,,,,,,,,
#28thausummit press conference of the president of the pan african parliament (pap) @  ,0,,,,,,,,
#28thausummit follow the press conference of the president of the pan african parliament (pap) @ ,0,,,,,,,,
#28thausummit press conference of auc commissioner for hrst @mdpikounga on harnessing the demographic dividend @… ,0,,,,,,,,
"#28thausummit follow the press conference of auc commissioner for human resources,,0,,,,,,,
#28thausummit press conference of auc commissioner for infrastructure and energy live at  ,0,,,,,,,,
#28thausummit follow the press conference of auc commissioner for infrastructure and energy live at ,0,,,,,,,,
auc deputy chairperson @erastus_mwencha addressing the media on #financingau #28thausummit live @… ,0,,,,,,,,
#28thausummit follow the press conference of the au commission deputy chairperson @erastus_mwencha now live at ,0,,,,,,,,
#28thausummit press conference auc commissioner for social affairs @  ,0,,,,,,,,
#28thausummit follow the press conference of auc commissioner for social affairs live now @ ,0,,,,,,,,
#28thausummit press conference of auc commissioner for rural economy and agriculture  ,0,,,,,,,,
#28thausummit follow the press conference of auc commissioner for rural economy and agriculture live now @ ,0,,,,,,,,
rt @dlaminizuma: an @_africanunion youth special envoy will be appointed before i leave office this april. #28thausummit.,0,,,,,,,,
"rt @dlaminizuma: i promise that in this year of the #youth,,0,,,,,,,
"rt @dlaminizuma: women in #africa are the most hardworking,,0,,,,,,,
#28thausummit press conference of auc commissioner for political affairs  ,0,,,,,,,,
#28thausummit : follow the press conference of auc commissioner for political affairs live now @ ,0,,,,,,,,
#28thausummit : address by chairperson of the executive council of the #au at the opening of 30th ordinary session ,0,,,,,,,,
#28thausummit remarks by the chairperson of the #au commission @dlaminizuma at the executive council opening ,0,,,,,,,,
"#28thausummit address by dr. abdalla hamdok executive secretary,,0,,,,,,,
#28thausummit the opening of the 30th ordinary session of the @_africanunion executive council… ,0,,,,,,,,
#28thausummit group photo of the 33rd ordinary session of the permanent representatives committee (prc) ,0,,,,,,,,
#28thausummit press conference of auc commissioner for economic affairs ,0,,,,,,,,
#28thausummit follow the press conference of auc commissioner for economic affairs live now @ ,0,,,,,,,,
#28thausummit follow the press conference of auc commissioner for trade and industry live now @… ,0,,,,,,,,
"@dlaminizuma ""agenda 2063 is our legacy for a prosperous africa"" #28thausummit",0,,,,,,,,
@dlaminizuma recognised efforts by the  youth in entrepreneurship and innovation #28thausummit ,0,,,,,,,,
meeting the goals of agenda 2063 requires the revival and strengthening of the spirit of pan africanism… ,0,,,,,,,,
africa's needs to transform through economic integration by honoring #au decision to commence #cfta in 2017 said @dlaminizuma #28thausummit,0,,,,,,,,
@dlaminizuma highlights wealth disparities between the richest 1% and the rest of the world,0,,,,,,,,
"30th ordinary session of the @_africanunion executive council underway in addis ababa,,0,,,,,,,
#28thausummit follow the opening session of the @_africanunion 30th ordinary session of the executive council live @ ,0,,,,,,,,
listen to the #28thausummit newscast: 24 january 2017 ,0,,,,,,,,
#28thausummit will also discuss the report on the #cfta and report on the state of peace and security in africa ,0,,,,,,,,
#28thausummit programme will include adoption of report on institutional reform  of the @_africanunion,0,,,,,,,,
high level dialogue gender equality & education on 26 jan 2017 to revitalize momentum on gender equality & women’s rights #28thausummit,0,,,,,,,,
media covering the #28thausummit? for tips follow the press conference of the auc director for info & comms live @ ,0,,,,,,,,
"au kwame nkrumah science awards 2016 for women,,0,,,,,,,
"9th gender pre-summit an opportunity for youth to engage policy makers,,,0,,,,,,
"9th gender pre-summit will focus on empowering young people,,0,,,,,,,
9th gender pre-summit to expedite the implementation of a continental initiative on demographic dividend for africa… ,0,,,,,,,,
watch the 9th gender pre-summit now live @  #28thausummit,0,,,,,,,,
#28thausummit follow the opening of the ordinary session of the permanent representatives committee (prc) live now @ ,0,,,,,,,,
9th gender pre-summit will be convened under the theme:“harnessing the demographic dividend through investments in the youth.” #28thausummit,0,,,,,,,,
"gender pre-summit is a chance for youth to engage policymakers to share concerns & opinions,,0,,,,,,,
the 9th gender pre-summit is set to take place from 22nd - 27th january #28thausummit,0,,,,,,,,
"rt @dlaminizuma: i will be inviting president adama barrow to attend the upcoming #28thausummit taking place on 30-31 jan 2017,,0,,,,,,,
"rt @dlaminizuma: the people of #thegambia can continue to count on the unflinching support of the #au,,0,,,,,,,
"rt @dlaminizuma: i hope that the former president yahya jammeh will,,,,0,,,,,
#28thausummit accreditation guidelines & other relevant info for media are available in the media advisory note @  ,0,,,,,,,,
some of the highlights of the #28thausummit available at ,0,,,,,,,,
the union will hold its #28thausummit under the theme ‘harnessing the demographic dividend through investments in youth’,0,,,,,,,,
"2017 new year message of h.e. dr. nkosazana @dlaminizuma ,,,,,,,,,
auc chairperson ",0,,,,,,,,
#28thausummit: are you from the media? get involved! online media accreditation now open @ ,0,,,,,,,,
"zanzibar mtng is discussing administrative,,0,,,,,,,
"in 2016 africa has experience more than 15 disease outbreak including yellow fever,,,0,,,,,,
.@africacdc aims to support african countries to respond to public health emergencies through capacity building and technical assistance,0,,,,,,,,
.@africacdc was established through @_africanunion assembly decision au/dec.554 (xxiv) in january 2015,0,,,,,,,,
".@_africanunion mtng to develop procurement and operational guideline manual for @africacdc to take place 21– 23 dec 2016,,0,,,,,,,
"rt @dlaminizuma: follow the state of the continent media briefing,,,0,,,,,,
#28thausummit expected to elect a new chairperson for the @_africanunion commission   ,0,,,,,,,,
thank you for following the first #mjadalaafrika. you can view the debate again at ,0,,,,,,,,
candidates argue why they are the best for the position of the african union commission chairperson as first… ,0,,,,,,,,
rt @auc_dpa: candidates asked about how they will work to eliminate gender biases and make africa more equitable #mjadalaafrika ,0,,,,,,,,
rt @auc_dpa: we must do more than spew rhetoric for women & youth. we must empower them through education and training. - hon. moussa faki…,0,,,,,,,,
"rt @auyouthprogram: ""the practice of backward traditions still drags women behind. we should empower women and youth'' - hon. moussa mahama…",0,,,,,,,,
"rt @auc_dpa: we must empower,,,0,,,,,,
"rt @auc_dpa: we need to talk to each other,,0,,,,,,,
rt @auc_dpa: we can't talk about economy without talking about agents of those economies and transformation of societies - @bathily4africa…,0,,,,,,,,
rt @auproject2016: hon.dr.  @vensonmoitoi -we should make emphasis on transport which is an even bigger issue... this is my priority. #mjad…,0,,,,,,,,
"rt @auc_dpa: one who pays,,0,,,,,,,
rt @auc_dpa: member states contribute to other international institutions yet do not pay to premier african institution -   hon mba mokuy #…,0,,,,,,,,
"rt @auc_dpa: one who pays piper calls the tune. we must take responsibility for our development,,0,,,,,,,
"rt @auyouthprogram: '''we have the solutions that can ensure that africa finances the au but the question is,,0,,,,,,,
rt @auc_dpa: we cannot continue to talk about african solutions to african problems without doing anything about it. -@bathily4africa #mjad…,0,,,,,,,,
rt @auc_dpa: we have several decisions on financing the au. now is the time to rally support for implementation - bathily #mjadalaafrika ht…,0,,,,,,,,
rt @auyouthprogram: let's keep tweeting till we trend-worldwide!!!! #mjadalaafrika ,0,,,,,,,,
"rt @auc_dpa: if you haven't yet tuned in to #mjadalaafrika,,0,,,,,,,
#mjadalaafrika follow the live african union leadership debate now on at ,0,,,,,,,,
"""the youth need hope! they need a cultural renaissance. “ - dr abdoulaye bathily #senegal #mjadalaafrika ",0,,,,,,,,
"we need to talk to each other,,0,,,,,,,
“our continent is sick which unemployment which is over 50%” - hon agapito mba #equatorialguinea #mjadalaafrika ,0,,,,,,,,
“my priorities will be the priorities of africa which are agenda 2063”- h.e. moussa #chad #mjadalaafrika ,0,,,,,,,,
“i envision a united africa. an africa we can call home. an africa we can invest in.” - pelonomi venson moitoi… ,0,,,,,,,,
#mjadalaafrika follow the live african union leadership debate at ,0,,,,,,,,
tweet your questions to the five candidates for auc chair using #mjadalaafrika,0,,,,,,,,
introducing the five candidates for the post of auc chairperson. watch them debate live on friday 9 dec 2016 @ 16:3… ,0,,,,,,,,
#mjadalaafrika - information for broadcasters ,0,,,,,,,,
"five candidates contesting for auc chair. watch them debate live on friday,,0,,,,,,,
candidates for @_africanunion commission chairperson post to face off on 9 dec in 1st ever debate ahead of the election in january 2017,0,,,,,,,,
"peace,,0,,,,,,,
.@aubinetadiop we must unite to end violence against women & girls in #southsudan & restore the dignity of women,0,,,,,,,,
".@aubinetadiop ""perpetrators of crimes against women in southsudan must be held accountable""",0,,,,,,,,
au in solidarity with women of #southsudan. we say 'no' to any form of violence against women as weapon of war.,0,,,,,,,,
"au commissioner,,,0,,,,,,
"long term jobs are also available in maintenance,,0,,,,,,,
#pidaweek2016 family photo - see more at  ,0,,,,,,,,
"pida can create employment in transport corridors,,0,,,,,,,
pida priority action plan includes 400 projects and large availability of jobs @pidaweek2016,0,,,,,,,,
"#pidaweek2016 theme is,,0,,,,,,,
"_ @_africanunion commission,,0,,,,,,,
"statement by h.e. dr. @dlaminizuma to the au extraordinary summit on maritime security,,0,,,,,,,
"family photo of the extraordinary summit of the assembly of the @_africanunion on maritime security,,0,,,,,,,
".@_africanunion extraordinary summit on maritime security,,,0,,,,,,
"rt @dlaminizuma: humbled & grateful for the awards by #african women in #maritime,,0,,,,,,,
rt @dlaminizuma: i very warmly welcome the release of the 21 #chibokgirls. let's all facilitate rehabilitation & healing & forge-on to rel…,0,,,,,,,,
"rt @dlaminizuma: i'll convey to our heads of state & gov't the challenges of #africans in the #maritime industry,,0,,,,,,,
"rt @dlaminizuma: women must become entrepreneurs,,,,,,,0,,
"rt @dlaminizuma: women must join the conversation on maritime security,,,0,,,,,,
rt @dlaminizuma: very pleased joining #african women in #maritime in a very inspiring & electrifying event at the lomé2016 extraordinary ma…,0,,,,,,,,
rt @dlaminizuma: very nice seeing some dynamic women in #maritime #wimafrica as i visited exhibitions booths at the #lome2016 extraordinary…,0,,,,,,,,
rt @dlaminizuma: i propose that we consider establishing a panel of legal experts to help clarify our own maritime domains,0,,,,,,,,
"rt @dlaminizuma: as a start,,,0,,,,,,
"rt @dlaminizuma: at this summit let's request int'l shipping companies operating in our oceans,,0,,,,,,,
"rt @dlaminizuma: #africa #blueeconomy value is estimated at over $1 trillion,,1,,,,,,,
"rt @dlaminizuma: although exports & imports are processed through our oceans,,,,0,,,,,
"rt @dlaminizuma: not more than 1% of seafarers & just 1.8% of ships globally are african owned,,0,,,,,,,
rt @dlaminizuma: africa still stands at a crossroads in relation to the accrued benefits presented by the #blueeconomy.,0,,,,,,,,
"rt @dlaminizuma: therefore,,0,,,,,,,
"rt @dlaminizuma: africa’s development,,,,,0,,,,
"rt @dlaminizuma: 38 au member states are either coastal countries or island states. #blueeconomy is very important to all of us,,0,,,,,,,
rt @dlaminizuma: this timely extraordinary summit is far more vital given that africa’s oceanic space is three times larger than its land m…,0,,,,,,,,
"rt @dlaminizuma: an unknown author is quoted as saying,,0,,,,,,,
"rt @dlaminizuma: the #bueeconomy is a prominent feature in our ongoing discussions to secure a united,,0,,,,,,,
"rt @dlaminizuma: we couldn't have found a better destination than lomé to discuss issues of maritime security,,,0,,,,,,
rt @dlaminizuma: we thank the gov't & people of #togo for the warm hospitality & excellent facilities they've extended to us for this extra…,0,,,,,,,,
inauguration of the #juliusnyerere peace and security building  ,0,,,,,,,,
donation of julius nyerere peace & security blng a visible token of spirit of solidarity & co-op btwn germany &… ,0,,,,,,,,
the au’s peace & security building was named by heads of state and gvt after one of the foremost pan africanists mwalimu julius nyerere,0,,,,,,,,
the inauguration stand of the julius nyerere peace and security building is unveiled at the aucommission in addis a… ,0,,,,,,,,
"chancellor merkel,,0,,,,,,,
"learn more on the extraordinary summit on maritime security,,,0,,,,,,
#auday ground breaking ceremony for the integrated service centre granted by china to @_africanunion in line with d… ,0,,,,,,,,
"#auday celebrations will provide an opportunity to integrate through socialization,,0,,,,,,,
#auday commemorates the decision of african heads of state and government to form the @_africanunion - sirte declaration on 9 september 1999,0,,,,,,,,
#auday  @_africanunion celebrates african union day - read more at ,0,,,,,,,,
"@visit_uganda,,0,,,,,,,
"@travelswaziland,,0,,,,,,,
"@southafrica,,0,,,,,,,
"@visitseychelles,,0,,,,,,,
"@seemauritius,,0,,,,,,,
"@explore_zambia,,0,,,,,,,
"@tunisiatourism,,0,,,,,,,
"@travelrwanda,,0,,,,,,,
"@namibiahorizons,,0,,,,,,,
"@muchmorocco,,0,,,,,,,
"@ttbtanzania,,0,,,,,,,
"@touristbrd,,0,,,,,,,
"@saotomeislands,,0,,,,,,,
"@seemozambique,,0,,,,,,,
"@malawitravel,,0,,,,,,,
"@ilemadagascar,,0,,,,,,,
"@visitlesotho,,0,,,,,,,
"@magicalkenya,,0,,,,,,,
"@landoforigins,,0,,,,,,,
"@thisisegypt,,0,,,,,,,
"@botswanatourism,,0,,,,,,,
"@tourismebenin,,0,,,,,,,
"@africatravelata ,,0,,,,,,,
"@atta_tourism,,0,,,,,,,
african union promotes tourism in africa to american businesses ,0,,,,,,,,
"0.2% imports levy will fund 100% of au operational budget,,1,,,,,,,
he @dlaminizuma reiterates that ministers meeting sets pace for the implementation of the kigali decision on exploring self-reliance avenues,0,,,,,,,,
he. mbogo ngabo seli chad's finance minister & chair of f10 welcomes proposals on how to implement the kigali decision on financing the au,0,,,,,,,,
a committee of ten ministers (f10) constituted as per the assembly decision on financing the african union,0,,,,,,,,
modalities of implementation of au assembly decision to institute 0.2% levy on imported goods to finance the au currently ongoing at au hq,1,,,,,,,,
the women-only observation mission in line with au’s commemoration of the african year of #humanrights with a special focus on #womensrights,0,,,,,,,,
the all-woman short-term election observer mission was dispatched from 01 – 15 september 2016 to seychelles. more @ ,0,,,,,,,,
h.e @dlaminizuma deploys an all-woman shortterm election observer mission to the republic of seychelles #womenrights ,0,,,,,,,,
@_africanunion's commissioner acyl has addressed a seminar on business cooperation between chinese & african entrepreneurs in beijing today,0,,,,,,,,
"@_africanunion is represented at beijing focac meeting by h.e fatima haram acyl,,0,,,,,,,
"a coordinators meeting on the implementation of the follow up actions of the johannesburg summit of focac is being held in beijing,,0,,,,,,,
"rt @dlaminizuma: this is the best summit we've had,,,0,,,,,,
"rt @dlaminizuma: thanks to #au commissioners,,0,,,,,,,
"rt @dlaminizuma: implementing decisions on financing the union,,,,,,0,,,
"rt @dlaminizuma: our gratitude to #au chair,,0,,,,,,,
"rt @dlaminizuma: we're grateful to prez @paulkagame,,0,,,,,,,
au summit comes to a successful end with a concerted call for togetherness #27thausummit #aukigali2016 ,0,,,,,,,,
"african heads of state & govt define future direction for aids,,0,,,,,,,
"african union passport,,0,,,,,,,
"“own the african story”,,0,,,,,,,
"commit to make africa free from hiv/aids,,0,,,,,,,
to african media: tell the truth in reporting hold leadership accountable @dlaminizuma #27thausummit #aukigali2016 ,0,,,,,,,,
"press briefing: auc director for women,,0,,,,,,,
press briefing of h.e. amb. @au_chergui commissioner for peace and security @au_psd #27thausummit #aukigali2016 ,0,,,,,,,,
closing ceremony & press conference: 27th ordinary session of the assembly of the au #27thausummit #aukigali2016 ,0,,,,,,,,
"press briefing of dr. amany asfour,,0,,,,,,,
press briefing dr. martial ikounga commissioner human resources science and technology #27thausummit #aukigali2016 ,0,,,,,,,,
"rt @dlaminizuma: we suggest to the summit for consideration,,,0,,,,,,
"rt @dlaminizuma: #africanpassport... we’ve been overwhelmed by the wishes of other ministers,,,0,,,,,,
"rt @dlaminizuma: at the summit in january 2016 this year,,0,,,,,,,
rt @dlaminizuma: a heartfelt gratitude and appreciation for the guidance & support given to us during the four years of our term of office.…,0,,,,,,,,
"rt @dlaminizuma: in our handover to the incoming commission once elected,,0,,,,,,,
"rt @dlaminizuma: we worked tirelessly to ensure that we leave institutions,,0,,,,,,,
"rt @dlaminizuma: the commission stands ready to hand over the baton,,0,,,,,,,
rt @dlaminizuma: ...an unprecedented leap forward for african self-reliance & dignity. congratulations for this bold & visionary leadership…,0,,,,,,,,
rt @dlaminizuma: the historic landmark decision from the retreat on financing the #africanunion ...decided that future should start today.,0,,,,,,,,
"rt @dlaminizuma: of course this shift could not happen without africa taking charge of its transformation,,0,,,,,,,
"rt @dlaminizuma: ...we did not realize our power,,,0,,,,,,
"rt @dlaminizuma: on the occasion of the january 2014 summit in addis ababa,,,,0,,,,,
"rt @dlaminizuma: youth are responding to our calls to form #au clubs,,,0,,,,,,
"rt @dlaminizuma: over the past 4 years,,,0,,,,,,
rt @dlaminizuma: we have started preparations for 2017 as the year of investments in youth to harness the african demographic dividend. #au…,0,,,,,,,,
"rt @dlaminizuma: to reflect african stories in great diversity,,0,,,,,,,
"rt @dlaminizuma: on the sidelines of this summit,,,0,,,,,,
"rt @dlaminizuma: we see hope in the resilience of our people,,0,,,,,,,
"rt @dlaminizuma: despite the blights on our collective souls that these conflicts represent,,0,,,,,,,
"rt @dlaminizuma: we shall act in the belief that when the power of love for fellow africans overcomes our love of power,,0,,,,,,,
"rt @dlaminizuma: that pledge demands our attention as we gather in rwanda,,0,,,,,,,
"rt @dlaminizuma: #au has made the pledge not to bequeath violent conflicts,,,0,,,,,,
"rt @dlaminizuma: enough is enough,,,0,,,,,,
"rt @dlaminizuma: #southsudan,,,0,,,,,,
"rt @dlaminizuma: two years later,,,,0,,,,,
rt @dlaminizuma: we deliberated on the #africa we have and the africa we want. #agenda2063 #aukigali2016,0,,,,,,,,
"rt @dlaminizuma: 4yrs ago,,,0,,,,,,
open session: 17th assembly organization of african first ladies against hiv/aids oafla #27thausummit #aukigali2016 ,0,,,,,,,,
familly photo: opening session of the 27th ordinary session of the assembly of the au #27thausummit #aukigali2016 ,0,,,,,,,,
press briefing: prof. vincent nmehielle legal council & director of legal affairs #27thausummit #aukigali2016 live@ ,0,,,,,,,,
"press briefing amb kwame tapiwa muzawazi,,,0,,,,,,
welcome remarks of @dlaminizuma to the 27th assembly of au heads of state & government #27thausummit #aukigali2016 ,0,,,,,,,,
rt @dlaminizuma: it is indeed a distinct privilege to welcome you to the 27th ordinary session of the assembly of heads of state & governme…,0,,,,,,,,
opening ceremony of the 27th ordinary session of the assembly of the african union #27thausummit #aukigali2016 live@ ,0,,,,,,,,
"press briefing: amb claver gatete,,,0,,,,,,
"press briefing: ms. francine muyumba furaha,,0,,,,,,,
investment in education will reduce human capital constraints in africa @erastus_mwencha #27thausummit #aukigali2016 ,0,,,,,,,,
"gender equality is about working together,,0,,,,,,,
high expectation at #27thausummit: delegates say the event is promising and well organized #aukigali2016 ,0,,,,,,,,
"press briefing h.e. mrs. rhoda peace tumusiime,,0,,,,,,,
"follow the press briefing of dr. joseph chilengi,,0,,,,,,,
press briefing: h.e. @macky_sall president of senegal & h.e. mayaki ceo of @nepad_agency #27thausummit #aukigali2016 ,0,,,,,,,,
follow the opening ceremony of @nepad_agency heads of state and government summit #27thausummit #aukigali2016 live @ ,0,,,,,,,,
briefing of h.e. @erastus_mwencha auc deputy chairperson on alternative source of funds #27thausummit #aukigali2016 ,0,,,,,,,,
press briefing auc commissioner for economic affairs & uneca deputy executive secretary #27thausummit #aukigali2016 ,0,,,,,,,,
"press briefing: h.e. dr. elham mahmood ibrahim,,0,,,,,,,
"press briefing: ms. mahawa kaba wheeler,,,0,,,,,,
"press briefing: h.e. dr. mustapha sidiki kaloko,,0,,,,,,,
@dlaminizuma calls for african media: tell the truth while reporting to hold leadership accountable #27thausummit ,0,,,,,,,,
au leadership academy to produce future leaders ... #27thausummit #aukigali2016  ,0,,,,,,,,
african union passport to spur intra-africa trade @lmushikiwabo #27thausummit #aukigali2016  ,0,,,,,,,,
press briefing of the auc commissioner for political affairs @auc_dpa #27thausummit #aukigali2016 live @ ,0,,,,,,,,
press briefing of the auc director for administration and human resource management #27thausummit #aukigali2016 @ ,0,,,,,,,,
"press briefing of the auc commissioner for human resources,,0,,,,,,,
press briefing of the foreign minister of rwanda h.e. louise mushikiwabo  #27thausummit #aukigali2016 live @ ,0,,,,,,,,
"rt @dlaminizuma: as the commission’s term draws to an end,,,0,,,,,,
"rt @dlaminizuma: the next commission have the task to build on foundations we laid in adopting  #agenda2063,,0,,,,,,,
"rt @dlaminizuma: we are confident that you will lend the same support,,,0,,,,,,
"rt @dlaminizuma: let me take this opportunity to thank the executive council for the guidance,,0,,,,,,,
rt @dlaminizuma: ...side by side to resolve conflicts & build peaceful societies side by side to make our continent great. #aukigali2016 #…,0,,,,,,,,
"rt @dlaminizuma: what we need and want today is for men and women to work side by side side by side for the eradication poverty,,0,,,,,,,
"rt @dlaminizuma: i made the remark that we should stop the saying that behind every successful man,,0,,,,,,,
rt @dlaminizuma: #rwanda is a leader in the world & in africa on the issues of the empowerment of women & girls. #aukigali2016 #27thausummit,0,,,,,,,,
"rt @dlaminizuma: over the last 4yrs,,,,0,,,,,
"rt @dlaminizuma: pertinent words indeed. self-reliance is a cornerstone of panafricanism,,,0,,,,,,
"rt @dlaminizuma: in the words of gamal abdel nasser,,,0,,,,,,
"rt @dlaminizuma: africans want to study,,,,,0,,,,
"rt @dlaminizuma: ....to present the #africanpassport,,0,,,,,,,
rt @dlaminizuma: our foreign ministers have a bird’s eye view of how movement on national development contributes to the continental agenda…,0,,,,,,,,
"rt @dlaminizuma: we must be panafrican in our outlook & actions,,,0,,,,,,
"rt @dlaminizuma: it had robust discussions on what must be done by the @_africanunion,,0,,,,,,,
rt @dlaminizuma: we must put the african people first. #agenda2063 #27thausummit #aukigali2016,0,,,,,,,,
"rt @dlaminizuma: we must continue to resolutely focus on the #agenda2063 priorities such as building energy,,,0,,,,,,
"rt @dlaminizuma: our human rights institutions that we created have the obligation to report,,0,,,,,,,
rt @dlaminizuma: our 2016 theme on human rights must be a spur to action: to intervene in conflict situations before they spiral into viole…,0,,,,,,,,
rt @dlaminizuma: we made a solemn pledge during the 50th anniversary that we shall not bequeath wars & violent conflicts to future generati…,0,,,,,,,,
"rt @dlaminizuma: we count the cost in civilian and peacekeepers lives lost,,0,,,,,,,
"rt @dlaminizuma: the continent cannot stand by & witness the suffering inflicted on the children,,,,0,,,,,
welcome remarks of @dlaminizuma to the 29th ordinary session of the executive  council #27thausummit #aukigali2016 ,0,,,,,,,,
family photo: 29th ordinary session of the executive council #27thausummit #aukigali2016 @  ,0,,,,,,,,
"#27thausummit follow the press briefing of h.e. dr. anthony m maruping,,0,,,,,,,
#27thausummit #aukigali2016 follow the press briefing of auc commissioner for trade and industry live at ,0,,,,,,,,
follow the press briefing on the 27th au summit media coverage #27thausummit #aukigali2016 live @ ,0,,,,,,,,
rt @dlaminizuma: we continue to count the cost of conflict management and peace operations as the largest single budget item of the #au. #a…,0,,,,,,,,
rt @dlaminizuma: what is happening again in #southsudan is totally unacceptable. #aukigali2016 #27thausummit,0,,,,,,,,
"rt @dlaminizuma: gov'ts & leadership are there to protect the vulnerable,,0,,,,,,,
"rt @dlaminizuma: as a continent,,0,,,,,,,
"rt @dlaminizuma: ...the pple of #southsudan,,,0,,,,,,
"rt @dlaminizuma: hardly two months after the formation of the gov't of national unity,,0,,,,,,,
"rt @dlaminizuma: it's with grave concern that we start this meeting,,0,,,,,,,
"rt @dlaminizuma: the city is testimony not only to the resilience of the human spirit,,0,,,,,,,
