text,label,,,,,,
imagine official water channels from gok agencies has been diverted by water cartels to sell to us and now we have… ,-1,,,,,,
"@bakekenya medics mounted a social media campaign under the hashtag #lipakamatender,,0,,,,,
@bakekenya kenyan doctors went on strike and downed their tools for 100 days in protest of the government’s failure… ,0,,,,,,
@bakekenya #freessudan4. this hashtag culminated in the successful release of the kenyan nationals and their reunio… ,0,,,,,,
@bakekenya #keepiton this was a campaign against internet shutdowns during the election period.there were indicatio… ,0,,,,,,
@bakekenya #digitalgendergap. this hashtag highlighted the low adherence to digital rights for women as regards onl… ,0,,,,,,
@bakekenya #kenyadecides and #electionske. these two hashtags were dedicated and emoji assigned by twitter on the e… ,0,,,,,,
a report released by the @bakekenya has outlined a number of hashtags that ruled the internet during the year. #stateofnetke #sokonews,0,,,,,,
2017 was an electioneering year and 60 percent of the hashtags that dominated the year were about politics.… ,0,,,,,,
kenyans are known to communicate by the use of hashtags. kenyans on twitter or kot as they call themselves almost b… ,0,,,,,,
top 5 relevant and prominent hashtags that ruled kenyan twitter in 2017  #sokonews ,0,,,,,,
@ms_ambete @africasokoni @africasokoni deliver within 24 hours without you having to follow up. order today #africasokonike,0,,,,,,
rt @riazgilani: i think i'm going to spend a lot of time telling foreign investors about what things are really like ,0,,,,,,
#kot this thread highlights state of affairs for our country.  read for yourself. ,0,,,,,,
rt @riazgilani: condoms are free. sanitary pads and tampons are taxed. medicines are taxed. textbooks are taxed.,0,,,,,,
"rt @riazgilani: planning to invest in land,,0,,,,,
rt @riazgilani: planning to invest in broadcast media? unless you're planning to show kids cartoons 24x7 you will probably be subjected to…,0,,,,,,
rt @riazgilani: planning to build a mall or shopping centre? come and see the actual rate of uptake of retail space. shiny and nice malls w…,0,,,,,,
rt @riazgilani: plan to invest in a wildlife lodge? read about the recent events in laikipia. past injustices plus alleged political interf…,0,,,,,,
rt @riazgilani: the same govt officials who invite you to invest will be the ones who will hold up traffic so as to allow their fancy motor…,0,,,,,,
rt @riazgilani: many of our govt officials are on twitter and other social media. if you complain to them you will be ignored. this is beca…,0,,,,,,
rt @riazgilani: have they told you about our shiny new rail service? be aware that it doesn't synchronise with arrivals and departures of c…,0,,,,,,
rt @riazgilani: will your factory use lots of electricity? plan to install massive power generation equipment. we still have horrendously u…,0,,,,,,
rt @riazgilani: planning to export your products? expect no help from gok unless you are special enough to have a facility within an epz. g…,0,,,,,,
rt @riazgilani: quality control. we have foreign fast food franchises in kenya. some of them import potatoes from egypt. lake fish and seaf…,0,,,,,,
rt @riazgilani: plan to employ lots of local workers? read about labour unrest and strike action in kenya. you will be amazed. compare this…,0,,,,,,
rt @riazgilani: if you use imported inputs be prepared for delays at the port. also allow for sudden changes in import tariffs. don't even…,0,,,,,,
rt @riazgilani: then there are our tax and tariff structures on inputs. one day your products will suddenly be declared as vatable. a few m…,0,,,,,,
"rt @riazgilani: as the end user of the primary packaging material,,0,,,,,
rt @riazgilani: woe unto you if you use primary industrial packaging made out of plastic. you will have to apply for permission to use plas…,0,,,,,,
rt @riazgilani: red tape. need to launch a product? you will wait months for the standards authority to certify your products. that is if t…,0,,,,,,
"rt @riazgilani: tattered infrastructure. potholes,,0,,,,,
we have spent billions on this. but alas! ,0,,,,,,
"wait until the justice system rewards miguna² damages  for his wrongful deportation ,,,,,,,
,,,,,,,
we ha… ",0,,,,,,
the commission also attributes the increase in prices to the increase in average landing cost of diesel by 4.33 per… ,-1,,,,,,
@energy_ke “the changes in this month’s prices have been as a consequence of average landed cost of super petrol in… ,1,,,,,,
"@energy_ke kerosene has been hiked to 76.75 shillings per liter,,1,,,,,
@energy_ke petrol is now up by 1.62 shillings to 107.92 shillings per liter in nairobi. diesel is now up by 2.14 sh… ,1,,,,,,
discuss. ,0,,,,,,
"dear entrepreneur,,,,,,,
it is not the clients but your employees that matter. ",0,,,,,,
"it's 5am in the morning,,,,,,,
,,,,,,,
very interesting.… ",0,,,,,,
some comments become a habit that define how we relate. how unfortunate ,0,,,,,,
"boda boda men pocket kes 219 b in a year.,,,,,,,
,,,,,,,
precisely the reason why this sector needs to be regulated and properly… ",0,,,,,,
@energy_ke according to the new data released by the commission and one that will take effect from 15th february mi… ,0,,,,,,
"the @energy_ke has increased the prices of petrol,,,1,,,,
yet we have no money for meds ,0,,,,,,
rt @mwirigi: a closer look at nurucoin ico & the many red flags  via @kenyanwalstreet,0,,,,,,
these two should not hold public office if they cannot uphold the law that put them there in the first place ,0,,,,,,
@bakekenya @hapakenya @techweez @shiko_msa @asamoh_ @kamaitha @kachwanya @mucheru @ifreeke @disembe @youtube… ,0,,,,,,
@bakekenya @hapakenya @techweez @shiko_msa @asamoh_ @kamaitha @kachwanya @mucheru @ifreeke @disembe @youtube… ,0,,,,,,
@bakekenya @hapakenya @techweez @shiko_msa @asamoh_ @kamaitha @kachwanya @mucheru @ifreeke @disembe @youtube… ,0,,,,,,
#sokonews ,0,,,,,,
@bakekenya @hapakenya @techweez @shiko_msa @asamoh_ @kamaitha @kachwanya @mucheru @ifreeke @disembe @youtube… ,0,,,,,,
@bakekenya @hapakenya @techweez @shiko_msa @asamoh_ @kamaitha @kachwanya @mucheru @ifreeke @disembe @youtube… ,0,,,,,,
@bakekenya @hapakenya @techweez @shiko_msa @asamoh_ @kamaitha @kachwanya @mucheru @ifreeke @disembe @youtube… ,0,,,,,,
@bakekenya @hapakenya @techweez @shiko_msa @asamoh_ @kamaitha @kachwanya @mucheru @ifreeke @disembe @youtube saw 8… ,0,,,,,,
@bakekenya @hapakenya @techweez @shiko_msa @asamoh_ @kamaitha @kachwanya @mucheru @ifreeke @disembe according to… ,0,,,,,,
@bakekenya @hapakenya @techweez @shiko_msa @asamoh_ @kamaitha @kachwanya @mucheru @ifreeke @disembe the number of k… ,0,,,,,,
number of kenyans on social media platforms increases – @bakekenya @hapakenya @techweez @shiko_msa @asamoh_… ,1,,,,,,
the state of the internet in kenya 2017 report has been launched  #stateofnetke @bakekenya… ,0,,,,,,
dear #kot i have a question. under @kideroevans we spent millions to plant grass along the uhuru highway. today i h… ,-1,,,,,,
matiangi deportation order against miguna nullified judge orders kenyan passport be surrendered to court within 7… ,0,,,,,,
@sapresident @myanc “i fear no motion of no confidence or impeachment… i will serve the people of south africa and… ,0,,,,,,
"@sapresident @myanc in a televised address to the nation,,,0,,,,
@sapresident @myanc the party had planned to table a vote of no confidence motion in parliament later thursday afte… ,0,,,,,,
launch of state of the internet in kenya report 2017 by @ifreeke happening today @bakekenya #stateofnetke,0,,,,,,
"@sapresident @myanc on wednesday,,0,,,,,
"jacob zuma,,0,,,,,
"“the @nsekenya bond market had bonds worth 1.3 billion shillings traded on wednesday,,1,,,,,
the number of shares traded on wednesday stood at 30.6 million shares. this was an increase from 16 million shares… ,1,,,,,,
the turnover at the nairobi securities exchange rose to 760 million shillings during the wednesday’s session. this… ,1,,,,,,
turnover at the bourse rises to 760 million shillings on wednesday   #sokonews ,1,,,,,,
angus remains the only man in the world who has ever lived that long without food. it is said that during his ‘fast… ,0,,,,,,
one man is said to have lived for one year without food but vitamins and supplements in order to cut weight. the 27… ,0,,,,,,
"for human beings,,0,,,,,
meet a man who stayed for a year without food  #sokonews ,0,,,,,,
@eacckenya @worldbankkenya corruption has been rampant in kenya with the government of the day coming under fire fo… ,0,,,,,,
"@eacckenya @worldbankkenya kenya’s unemployment rate is the highest in the region. in tanzania,-1,,-1,,,,
@eacckenya @worldbankkenya puts the unemployment rate in kenya at 39.1 percent with 80 percent of the unemployed be… ,-1,,,,,,
@eacckenya many kenyans especially the youth are also paying bribes to get employment opportunities and the rate of… ,-1,,,,,,
@eacckenya the coming of devolution has increased the scramble for tenders in various sectors within the government… ,-1,,,,,,
life is indeed interesting and justice never fails. jacob zuma did the same to thabo mbeki. what goes around comes… ,0,,,,,,
"@eacckenya “obtaining tenders raked in the highest average bribe of 196,,-1,,,,,
@eacckenya the 25 percent increase in the average bribe in a span of one year according to the commission is as a r… ,-1,,,,,,
"@eacckenya according to the data by the agency,-1,,-1,,,,
according to a report released the @eacckenya the average national bribe paid for services in the country has incre… ,-1,,,,,,
the war against corruption in kenya seems to be yielding results on the opposite as the average bribe paid by kenya… ,-1,,,,,,
corruption rules supreme as average bribe paid by kenyans shoots up  #sokonews ,-1,,,,,,
"dear entrepreneur,,,,,,,
learn to talk positively about others. build a positive ecosystem around you and if you have not… ",0,,,,,,
"@kenolkobil was the top mover of the day at the @nsekenya on wednesday.,,,,,,,
,,,,,,,
the company posted a volume of 16.26 milli… ",0,,,,,,
liberia’s former president ellen johnson sirleaf wins 2017 mo ibrahim prize  #sokonews ,0,,,,,,
kakuma and dadaab settlements transforming into digital communities  #sokonews ,0,,,,,,
"dear entrepreneur,,,0,,,,
@telkomkenya to award customers with cars just for topping up  #sokonews ,0,,,,,,
the truth is the client is key to your business but the fact is it is not your client who matters but your employee… ,0,,,,,,
"dear entrepreneur,,,,,,,
don't let watching other people's life rush your process. everyone has their own timing to shine… ",0,,,,,,
"uefa,,,0,,,,
they have already. ,0,,,,,,
"super petrol up by sh1.62,,-1,,,,,
"on the eac markets,,,,-1,,,
foreign investors assumed a net selling position by accounting for 69.9 percent of total market sales and 39.5 perc… ,-1,,,,,,
elections in africa in 2018: lessons from kenya’s 2017 electoral experiences  #sokonews ,-1,,,,,,
"the nse 20 declined by 0.04 percent to close at 3,-1,-1,,,,,
"on the kenyan stock market,-1,-1,,,,,
"on the year-to-date basis,-1,-1,,,,,
"against the euro,-1,-1,,,,,
"on the year-to-date basis,-1,-1,,,,,
"against the sterling pound,-1,-1,,,,,
"on a year-to-date basis,-1,-1,,,,,
the shilling weakened against the us dollar by 0.19 percent from monday’s level to 101.04 shillings to the dollar.… ,-1,,,,,,
"the kenyan shilling slightly retracted against the us dollar,-1,,-1,,,,
shilling slightly retracts against the us dollar and the sterling pound  #sokonews ,-1,,,,,,
"@kenolkobil @nsekenya @nicbankkenya @safaricomltd @keequitybank @coopbankenya sasini tea,,,0,,,,
@kenolkobil @nsekenya @nicbankkenya @safaricomltd @keequitybank @coopbankenya the top loser of the day was… ,0,,,,,,
@kenolkobil @nsekenya @nicbankkenya @safaricomltd @keequitybank @coopbankenya liberty kenya kenya and deacons (east… ,0,,,,,,
@kenolkobil @nsekenya @nicbankkenya @safaricomltd @keequitybank @coopbankenya east african portland cement and unga… ,0,,,,,,
@kenolkobil @nsekenya @nicbankkenya @safaricomltd @keequitybank @coopbankenya closed the top five movers’ table wit… ,0,,,,,,
@kenolkobil @nsekenya @nicbankkenya @safaricomltd and @keequitybank came in as third and fourth top movers of the d… ,0,,,,,,
@kenolkobil @nsekenya the company posted a volume of 16.26 million shares with a market capitalization of 22.15 bil… ,1,,,,,,
@kenolkobil takes the lead as top mover at the nse on wednesday  #sokonews @nsekenya ,1,,,,,,
here is a list of prominent judges moved in a move seen as “fixing the judiciary”  #sokonews ,0,,,,,,
@saffirafrica while arresting their imagination enough to get them to share their own experiential story on social… ,0,,,,,,
"@saffirafrica the report concluded that kenyan millennials are prone to peer influence,,,0,,,,
@saffirafrica the millennial is a digital savvy traveler who values a good combination of good experience and affor… ,0,,,,,,
@saffirafrica the report stated that social media was king followed by search with only six percent of millennials… ,0,,,,,,
"@saffirafrica as they move through the dreaming phase,,,,0,,,
"@saffirafrica every trip starts with a dreamy moment. dreaming about destinations,,,0,,,,
@saffirafrica travel is a social venture for millennials and they are best interested in joining small groups of ot… ,0,,,,,,
@saffirafrica the report further disclosed that less than a fifth of kenya millennials like to travel alone while t… ,0,,,,,,
"@saffirafrica more than half of kenyan millennials travels are said not to be premeditated,,0,,,,,
"@saffirafrica to them,,,0,,,,
@saffirafrica the report described kenyan millennials to be individuals with distinct traits that differentiate the… ,0,,,,,,
"according to a report by @saffirafrica dubbed ‘how kenyan millenials travel,,0,,,,,
kenyan millennials travel to trigger their wanderlust  #sokonews ,0,,,,,,
"rt @jumaf3: a 51-kilogram bag of fresh peas is being sold with the following market prices: 7,,,,1,,,
"rt @jumaf3: a 90-kilogram bag of finger millet,,,,,,1,
"rt @jumaf3: a 90-kilogram bag of sorghum is currently retailing at an average market price of 4,,1,,,,,
"rt @jumaf3: here is a list of market prices for sorghum,,,1,,,,
"a 90-kg bag of njahi is retailing as follows: 11,,,,,,1,
"a 51-kilogram bag of fresh peas is being sold with the following market prices: 7,,,,1,,,
the table below gives a summary for other cereals in the market in selected markets:  ,1,,,,,,
"a 90-kilogram bag of finger millet,,,,,,1,
"a 90-kilogram bag of sorghum is currently retailing at an average market price of 4,,1,,,,,
"here is a list of market prices for sorghum,,,1,,,,
"rt @mboyaapollo: james macharia appoints mary waithiegeni chege,,0,,,,,
"moody's downgrades kenya's credit rating to b2 due to rising debt,-1,-1,,,,,
"rt @equatormotorsuk: toyota landcruiser,,,,,,,
4.5 vxr,,,,,,,
@ma3route,,,,,,,
@sokoanalyst,,,,,,,
@babu_owino,,,,,,,
@jeffoyowo,,,,,,,
@myroadtraffic,,,,,,,
2017 - brand new ,,,,,,,
c&f mbsa $95…",0,,,,,,
"dear entrepreneur,,,,,,,
be deliberate in your decision making process. be precise. be prompt. be accurate. be clear. be… ",0,,,,,,
kenyan women move out of the slum to acquire decent housing  #sokonews ,0,,,,,,
corruption rules supreme as average bribe paid by kenyans shoots up  #sokonews ,-1,,,,,,
rt @jumaf3: @sokodirectory @sokoanalyst here is why angola’s central bank has given go ahead for banks to sell foreign currency to public h…,0,,,,,,
rt @jumaf3: @sokodirectory @sokoanalyst read on how kenyan women are moving out of the slum to acquire decent housing ,0,,,,,,
rt @jumaf3: here is the regional news roundup from @sokodirectory. read about business from other countries across africa ,0,,,,,,
rt @africasokoni: run out of booze during the party? don't let the party stop! dial a bottle with us and it will be there in 1 hour! yes 1h…,0,,,,,,
"rt @jumaf3: the kenyan shilling slightly retracted against the us dollar,,,0,,,,
"rt @jumaf3: here is a #thread on the performance of the kenyan shilling on tuesday against the us dollar,,0,,,,,
rt @jumaf3: the top five traded counters accounted for 77.6% of total market turnover while attracting more foreign investor participation…,0,,,,,,
rt @jumaf3: safaricom plc (nse: scom) floored equity group holdings plc (nse: eqty) to rank as the day’s highest mover and closing 0.88 per…,0,,,,,,
@safaricomltd @bamburicement @kcbgroup @keequitybank @coopbankenya the bonds turnover increased to 4.57 billion shi… ,1,,,,,,
@safaricomltd @bamburicement @kcbgroup @keequitybank other notable sell-offs from the desk were in @kcbgroup… ,0,,,,,,
rt @jumaf3: equities post varied performance as shareholders’ wealth blooms by kes 8.4 bn  #sokonews ,0,,,,,,
@safaricomltd @bamburicement @kcbgroup foreign investor activity increased by 25.7 percent to account for 54.7 perc… ,1,,,,,,
@apexsteelltd the company’s capabilities are not limited to selling steel or plastics but the business principles a… ,1,,,,,,
"dear entrepreneur,,,,,,,
everyone is selfish. people don't care. people laugh at you when you fail,,0,,,,,
"for those who may not know what @apexsteelltd is,,0,,,,,
@safaricomltd the top five traded counters accounted for 77.6 percent of total market turnover while attracting mor… ,-1,,,,,,
rt @karanimutonga: this man with a white cape is called felix. he operates as a tout for unique shuttle at tea room. felix allegedly beat u…,0,,,,,,
"rt @asamoh_: oya @npsofficial_ke and @dci_kenya ,,0,,,,,
"rt @asamoh_: kenya,-1,,-1,,,,
"rt @asamoh_: the report,,1,,,,,
rt @asamoh_: the report says that nearly one in every five kenyan youths of working age has no job compared to uganda and tanzania where ab…,-1,,,,,,
rt @asamoh_: world bank economists says the problem is mainly compounded by the fact that kenya’s ability to create new jobs has lagged beh…,1,,,,,,
"rt @asamoh_: oya @npsofficial_ke  ,,0,,,,,
rt @mohajichopevu: uko single na valentine day wavalia nguo nyekundu. huo sio upendo ni uganga wa kienyeji. tafakari!,0,,,,,,
rt @ma3route: 09:31 rt widely   via @nyasirwa,0,,,,,,
@safaricomltd plc floored equity group holdings plc to rank as the day’s highest mover and closing 0.88 percent hig… ,1,,,,,,
turnover levels declined further to close at 514.13 million shillings while shareholders’ wealth grew by 8.4 billio… ,1,,,,,,
"rt @kenyantraffic: can you @kuraroads always give japanese company contracts to do our roads? ngong road phase one is the best ever so far,,1,,,,,
equities put up a varied performance in tuesday’s session with two of the major indicators closing up (nasi & nse25… ,-1,,,,,,
equities post varied performance as shareholders’ wealth blooms by kes 8.4 bn  #sokonews ,1,,,,,,
"luckily,,,1,,,,
rt @kenyanwalstreet: israeli based construction and infrastructure company shikun & binui has secured a new contract worth $309 million to…,1,,,,,,
rt @cytonninvest: lessons for the kenya retail sector: chains shouldn't continue to support stores that don’t generate their own income. to…,1,,,,,,
"so,,0,,,,,
rt @dwangombek: entrepreneurs have a big role to play in the growth of our economy #buildingprosperity  #smesustainability @nicbankkenya ht…,0,,,,,,
rt @kresearcher: an aerial view of nairobi in 1935. #kenyanhistory ,0,,,,,,
@apexsteelltd some say love is what makes the world go round while some chip in to contradict this to say that love… ,0,,,,,,
"rt @dwangombek: the best teacher in entrepreneurship  is your business-@tabithakaranja )@nicbankkenya ,,,,,,,
#buildingprosperity ",0,,,,,,
"what is love? some may ask.  some say love is the only thing that can make you laugh,,0,,,,,
@apexsteelltd to gift lovebirds with power to build love this valentines  ,0,,,,,,
"each time you love,,,,,,,
share your dream date with @apexsteelltd and… ",0,,,,,,
"@apexsteelltd,,,0,,,,
"have you shared your dream date with @apexsteelltd if not,,0,,,,,
@imfnews to discuss and review kenya’s standby credit next week  #sokonews ,0,,,,,,
investigative story: how water cartels have ensured that nairobians don’t get water for over a year  #sokonews,0,,,,,,
impact of digital technology on africa’s economy summit to be held in nairobi  #sokonews ,0,,,,,,
"here are the main areas open for investment to potential investors within bomet county:,,,,,,,
,,,,,,,
-crop farming,,,,,,,
bomet is wel… ",0,,,,,,
kenya’s real estate market is among those set to benefit from projects being implemented under china’s ‘belt and ro… ,1,,,,,,
@safaricomltd launches songa music streaming service for customers and artistes  #sokonews… ,0,,,,,,
"dear entrepreneur,,,,,,,
pray hardest when it is hardest to pray. ",0,,,,,,
ksh.62.5 billion more collected by @kracare for the first half of 2017/18 financial year  ,1,,,,,,
according to a report by the international monetary fund @imfnews economic growth in the sub saharan region is expe… ,1,,,,,,
"@nsekenya against the euro,,1,,,,,
"@nsekenya against the us dollar,-1,-1,,,,,
@nsekenya the kenyan shilling slightly weakened on monday after retracting against the us dollar on monday.… ,-1,,,,,,
"@nsekenya the nse 20 and nasi dropped 0.31 percent and 1.21 percent to close at 3,,1,,,,,
"rt @ford_learning: kimaniwanjogu: rt sokoanalyst: nsekenya on monday,-1,-1,,,,,
@nsekenya the market turnover at the bourse declined 57.4 percent to usd 6.17 million or an equivalent to 622.09 mi… ,-1,,,,,,
"@nsekenya on monday,,-1,,,,,
foreign investors adopted an exit strategy on monday’s session at the @nsekenya as politics in the country continue… ,-1,,,,,,
"rt @jumaf3: @knightfrankke south africa,-1,,-11,,,,
rt @jumaf3: kenya’s real estate market is among those set to benefit from projects being implemented under china’s ‘belt and road initiativ…,1,,,,,,
"rt @jumaf3: according to @khightfrankke,,1,,,,,
social media has taken over the world by storm. the train long left the station and those not on board might never… ,1,,,,,,
"breaking: kenya’s attorney general githu muigai has resigned.,,,,,,,
,,,,,,,
announcing the resignation,,0,,,,,
rt @sokodirectory: breaking: attorney general githu muigai has resigned #sokonews  cc @sokoanalyst ,0,,,,,,
@apexsteelltd how deep is your love? share your dream date with apex steel limited by following the conversation on… ,0,,,,,,
"with this in mind,,,1,,,,
"luckily,,,,0,,,
february is known as the #monthoflove it is the month that individuals show ‘their true feelings’ to each other. th… ,0,,,,,,
some say love is what makes the world go round while some chip in to contradict this to say that love is what makes… ,0,,,,,,
"some say that love is like a seedling which when planted requires constant watering,,,0,,,,
what is love? some may ask. this is probably one of the words that have been defined a million times by different p… ,0,,,,,,
@apexsteelltd to gift love birds with power to build love this valentines #monthoflove   ,0,,,,,,
"dear #kot @apexsteelltd is rewarding lucky love birds with a romantic dinner at crowne plaza worth ksh. 6,,0,,,,,
kenyan twitter users disintegrates into groups: is there a reason to worry?  #sokonews ,0,,,,,,
"rt @apexsteelltd: with valentine's day coming up tomorrow,,0,,,,,
"dear entrepreneur,,,,,,,
don't get confused between what people say you are what you know you are. ",0,,,,,,
"a 40-million-shilling maternity wing facility has been opened in likoni sub-county,,1,,,,,
technology has led to innovations and inventions of a number of software tools that have helped in improving how ac… ,1,,,,,,
rt @jumaf3: how deep is your love? share your story with @apexsteelltd and stand a chance to win a romantic dinners at crowne plaza this #v…,0,,,,,,
"rt @jumaf3: describe your most romantic date,,,0,,,,
analysts from barclays africa group say the shilling will hit 104 against the dollar while those from cytonn say it… ,1,,,,,,
"from the image above,,-1,,,,,
the image below shows how the shillings has been performing against the dollar in the last 13 months between januar… ,-1,,,,,,
"@cytonninvest whether that economic prophecy against the shilling will come to pass or not,,0,,,,,
some like @cytonninvest investments have predicted that the shilling will go as low as 107 shillings to the dollar… ,-1,,,,,,
"economic analysts,,,1,,,,
"in 2018,,,,1,,,
"the pressure saw the shilling close the month of july 2017 at 103.9 shillings to the dollar,,1,,,,,
the year 2017 was a challenging one for the shilling. the unending political uncertainty saw the shilling come unde… ,1,,,,,,
"the kenyan shilling has been on the receiving end from the us dollar,,,1,,,,
putting the shilling into perspective: how has it performed in the last 13 months?  #sokonews ,1,,,,,,
"matatu operators to pay kes 2,,1,,,,,
"president jacob zuma of south africa may be out of power soon following the decision by his party,,,0,,,,
"dear entrepreneur,,,,,,,
have great friends and you will be great. ",0,,,,,,
wholesale and retail trade is the 5th largest contributor to kenya’s gdp and the 3rd largest contributor to private… ,0,,,,,,
various research firms have predicted that the kenyan economy will grow at 5.6 percent in 2018 despite the challeng… ,0,,,,,,
fitch ratings has revised the outlook on kenya’s long-term foreign-and local-currency issuer default rating (idr) t… ,0,,,,,,
london city airport closes after a world war 11 bomb was found  #sokonews ,0,,,,,,
@circuitsavers @wazua it's illegal,0,,,,,,
"dear entrepreneur,,,,,,,
are you busy or are you productive?,,,,,,,
are you running like a headless chicken everywhere or you ar… ",0,,,,,,
"rt @dstv_kenya: a mysterious and enigmatic pakistani businessman arrives at the home of a drone contractor,,0,,,,,
elections in africa in 2018: lessons from kenya’s 2017 electoral experiences  #sokonews ,0,,,,,,
@londoncityair has been closed after a world war two bomb was found nearby in the river thames… ,0,,,,,,
secondary market turnover edges up 12.53% during the week  #sokonews ,0,,,,,,
"dear entrepreneur,,0,,,,,
"when your employees trust you,,,0,,,,
the first thing to bring your employees’ closer is to build trust. let your employees trust you. be a person of you… ,0,,,,,,
treating your employees well does not necessarily mean paying them well although that is one of the ways. treating… ,0,,,,,,
"if you treat your employees like people who don’t matter,,0,,,,,
"if you treat your employees well,,,,0,,,
the truth is the client is key to your business but the fact is it is not your client who matters but your employee… ,0,,,,,,
many entrepreneurs have taken this phrase to mean that it is only the client who matters in their business and nobo… ,0,,,,,,
you have probably heard the phrase that the “customer” is always right or that the “customer is the king and queen”… ,0,,,,,,
"dear entrepreneur,,0,,,,,
imf to discuss and review kenya’s standby credit next week  #sokonews ,0,,,,,,
liberia’s former president ellen johnson sirleaf wins 2017 mo ibrahim prize  #sokonews ,0,,,,,,
"rt @asmali77: someone got clamped. they left the wheel and replaced it with a spare one. ,,,,,,,
some people just don't have the time. 😂😂😂😂 ",0,,,,,,
"rt @chepkorirw: money tip from jayz: if you can't buy it twice,,0,,,,,
"rt @omoso_omoso: nimeenda kwa duka kununua kdf nne,,,,,,,
""buuuda unataka kupindua serikali? "",,,,,,,
,,,,,,,
😂😂😂😂🤔",0,,,,,,
"dear entrepreneur,,,,,,,
the most powerful thing you can do right now is to be patient while things are unfolding for you. ",0,,,,,,
a 126-kilogram bag of mangoes is retailing with the following market prices in the table below… ,1,,,,,,
"a 90-kilogram bag of avocado is being sold highest in mombasa at 3,,1,,,,,
the fruits market is also performing slightly well with an increase on the fruits available in the market including… ,1,,,,,,
the table below gives a summary of market prices for other commodities in the market from selected towns… ,1,,,,,,
"a 50-kilogram bag of sukumawiki,,,,,,1,
"2,,,,,,,1
a 142-kilogram bag of spring onions is retailing with the following market prices in selected towns across the coun… ,1,,,,,,
"tomato prices have remained stable in most towns across the country for a 90-kilogram bag,,1,,,,,
tomato prices remain stable across the country  #sokonews ,1,,,,,,
interbank rate declined to 5.5% as eurobond yields retracts to 3.6%  #sokonews @cytonninvest… ,-1,,,,,,
"the @airbusfdn,,0,,,,,
rt @asamoh_: letters: stop the lie that entrepreneurship is solution to mass unemployment  via @bd_africa,0,,,,,,
interbank rate declined to 5.5% as eurobond yields retracts to 3.6%  #cytonnreport #sokonews,-1,,,,,,
"the appreciation of the shilling has been attributed to increased agricultural exports,,1,,,,,
the kenyan shilling appreciated by 0.9 percent against the us dollar last week to a new 1-year high of 100.8 shilli… ,-1,,,,,,
shilling appreciates by 0.9% during the week against analysts expectations  #cytonnreport #sokonews,1,,,,,,
"dear entrepreneur,,,,,,,
how you manage and steer your personal relationships will have a great and impact full bearing o… ",0,,,,,,
rt @jumaf3: shilling appreciates by 0.9% during the week against analysts expectations. will it really fall as analysts anticipate? @cytonn…,1,,,,,,
rt @jumaf3: treasury bills oversubscribed as main papers remain unchanged  #sokonews #cytonnreport cc @cytonninvest…,1,,,,,,
"what is the cost of living?  is it too high? is it ok? are we living within our budgets or not?,,,,,,,
,,,,,,,
tune into @ktnnews… ",0,,,,,,
may success be your portion today. may his love surround you. may his mercy be your shade. may his forgiveness be o… ,0,,,,,,
"dear entrepreneur,,,0,,,,
"dear entrepreneur,,0,,,,,
"dear entrepreneur,,0,,,,,
@88maina32joseph @evyonk this has been so true to me,0,,,,,,
it's easier to ignore some things that life throws your way and let it make the decisions for you than to respond.,0,,,,,,
i love kenya and am ready to shed my blood for her. i will not leave no matter how tough it gets because this is wh… ,0,,,,,,
rt @crazy_nairobian: mungu awabariki hadi muache kukula keki kwa birthday na harusi pekee yake muanze kuikula kama dessert ama appetizer kw…,0,,,,,,
rt @johnymaich: #ikokazike.. someone please rescue me....i am desperately in need of a job to be able to sustain my family.av bn a bartende…,0,,,,,,
"rt @josiaheloi: i’m watching the spongebob movie,,,0,,,,
"rt @evyonk: you know why strangers support you more than the people you actually know?,,,,,,,
because the people you know have a tough time accept…",0,,,,,,
"dear entrepreneur,,,,,,,
,,,,,,,
are you running like a headless chicken everywhere or you… ",0,,,,,,
"rt @valaafshar: don't brag about how much you know,,,,,,,
,,,,,,,
don't brag about how busy you are,,0,,,,,
"rt @ieakwame: @tommakau my question is whether you believe that the speeds are available to the consumer,,0,,,,,
"rt @ieakwame: folks,,,0,,,,
food and water are the the future current commodities that governments will use to control us. watch it out for ken… ,0,,,,,,
rt @naisenya: unga limited to be fully owned by us conglomerate. food & water are the new oil. ,0,,,,,,
"rt @migunamiguna: my citizenship,,,,,,,
 ,,,,,,,
 i am a kenyan citizen by... ",0,,,,,,
the gok will pick each one of us out and mistreat us as we try hard to make a living. until we realise that we must… ,0,,,,,,
rt @wavinya_ndeti: kamba land is too dry. we should not allow cutting down of trees for charcoal.  lets preserve our god given environment,0,,,,,,
rt @citizen_alert1: interesting in 2011 keriako tobiko declared that he was worth 80 million shillings. today he says he's worth 500m. that…,0,,,,,,
"rt @emperorshaker: i'm looking for an accountant to work in a busy pharmaceutical outfit.,,,,,,,
holds a bcom degree or equivalent.,,,,,,,
min of cpa 2.…",0,,,,,,
"rt @fionahmorah: being beautiful doesn't mean having a pretty face but having a beautiful mind,,0,,,,,
"dear entrepreneur,,,,,,,
honor god with your thoughts,,0,,,,,
"white privilege is real ,,0,,,,,
@chairladynctc @ktnnews @ktnkenya  ,0,,,,,,
dear #kot what shall it be... ,0,,,,,,
"@chairladynctc @ktnnews @ktnkenya is the cost of living high,,,0,,,,
@chairladynctc @ktnnews @ktnkenya really?  you don't see the question? ,0,,,,,,
