text,label,,,,,,,
mash mwana: i studied theology in tanzania #kbcnewshour,0,,,,,,,
"mash mwana :in 2011 i escaped an inferno,,0,,,,,,
mash mwana: i decided to get saved when i saw a couple of my friends get arrested #kbcnewshour ,0,,,,,,,
mash mwana: i was born in mukuru kwa sinai #kbcnewshour,0,,,,,,,
join @rose_gakuo as she brings you a comprehensive news bulletin #kbcnewshour ,0,,,,,,,
rt @suzziedray: #mahanjamkbc  @kimdannykenya song poa sana.....i see you...,0,,,,,,,
rt @kbctelevision: ati umesema uko lo...😂 thank you for tuning in #mahanjamkbc ,0,,,,,,,
rt @kbctelevision: #mahanjamkbc  a family show highlighting major news and entertainment stories of the  week. from 7:30pm meet sudi boy an…,0,,,,,,,
"rt @kbctelevision: who is robinson mudavadi?,,,,,,,,
which one of his 'challenges' are your favorite? ,,,,,,,,
hit us us on via sms 22162 and let us know o…",0,,,,,,,
"rt @kbctelevision: one word for this man.,,,,,,,,
 hilarious self proclaimed king of challenges.  #mahanjamkbc @roncliffeodit @…",0,,,,,,,
"rt @kbctelevision: tonight on #mahanjamkbc sudiboy,,0,,,,,,
containers at the port of mombasa will be subjected to random checks as the government targets to stop counterfeit… ,0,,,,,,,
kengen says it will be forced to shut down power stations running on hydro in coming weeks if the expected rains de… ,0,,,,,,,
china is kenya’s top lender at ksh525b #kbcnewshour ^mk ,0,,,,,,,
nys recruits have been challenged to engage more in commercial activities and play a leading role in reviving the c… ,0,,,,,,,
the speaker of the national assembly justin muturi has rubbished claims that the independence of the legislature is… ,0,,,,,,,
the widow of the late muslim cleric aboud rogo has been sentenced to 10 years in prison after being found guilty of… ,0,,,,,,,
nandi hills mp alfred keter arrested as he allegedly attempted to cash fake treasury bonds amounting to 633 million… ,0,,,,,,,
nine cabinet secretaries take oath of office as president kenyatta warns them it will not be business as usual in r… ,0,,,,,,,
one alshabab suspect killed as police intercept a vehicle ferrying a cache of weapons destined for nairobi from nei… ,0,,,,,,,
"haniya said sagar ambaye mjane  wa marehemu mhubiri tata wa kiislamu,,0,,,,,,
rais  kenyatta ambaye alishuhudia kuapishwa kwa mawaziri tisa wapya katika  ikulu ya nairobi aliwataka mawaziri hao… ,0,,,,,,,
vijana  wa shirika la nys wametakiwa wajihusishe zaidi katika shughuli za  kuleta mapato na kuwa msitari wa mbele k… ,0,,,,,,,
"mbunge wa nandi hills,,,0,,,,,
"rais kenyatta aonya kuhusu utepetevu kazini,,,0,,,,,
"katika #kbcdarubini,,0,,,,,,
police foil major terror attack  ^bn ,0,,,,,,,
china is kenya’s top lender at ksh525b  ^cm ,0,,,,,,,
kengen to shut hydro power stations over rain shortage  ^cm ,0,,,,,,,
"quit if you can’t deliver,,0,,,,,,
foreign nations lent kenya a total of ksh 760b last year in an aggressive borrowing campaign #kbclunchtimenews ^bn ,0,,,,,,,
the country is set to start reviewing the standards act that was enacted 43 years ago to update it with what has ha… ,0,,,,,,,
kengen says it will be forced to shut down power stations running on hydro in coming weeks if the expected rains de… ,0,,,,,,,
an increase in flower dealers is expected to help lift export volumes of flowers by up to 30 percent this year.… ,0,,,,,,,
"an ambitious anti malaria project targeting over 400,,0,,,,,,
"an assistant chief in isiolo county was arrested by eacc officers for allegedly soliciting a ksh 30,,0,,,,,,
nandi hills mp alfred keter arrested for presenting fake treasury bills worth ksh 633 million  #kbclunchtimenews ^bn ,0,,,,,,,
president uhuru kenyatta cautions newly appointed css that it will not be business as usual as he seeks to deliver… ,0,,,,,,,
"@ukenyatta: may the patriotism you have shown here continue as you serve this nation,,0,,,,,,
@ukenyatta i wish these young men and women the very best in your service to the country. #nyspassout2018 ^cm,0,,,,,,,
"@ukenyatta: to achieve our goals as a country,,0,,,,,,
@ukenyatta the revival of cotton industry and galana kulalu will open up opportunities and the nys will take lead i… ,0,,,,,,,
@ukenyatta: the growth of recruitment in nys has inevitably come with its own challenges but this has in turn opene… ,0,,,,,,,
@ukenyatta i have directed nys to revive the cotton industry #nyspassout ^cm,0,,,,,,,
"rt @ukenyatta: my government promises to give each and every kenyan better services and a secure platform upon which,,0,,,,,,
"rt @ukenyatta: i look towards my cabinet for selfless service,,,0,,,,,
rt @ukenyatta: during the swearing-in of cabinet secretaries at state house. ,0,,,,,,,
@ukenyatta the growth in recruitment has opened up opportunities to many young people #nyspassout ^cm,0,,,,,,,
@ukenyatta the national youth service must play a big role in achieving the big 4 agenda #nyspassout ^cm,0,,,,,,,
@ukenyatta: transformation of our economy depends on the #bigfouragenda which will be run mostly by the youth  #nyspassout2018 ^bn,0,,,,,,,
@ukenyatta i congratulate all of you. hongera kwenyu wote. #nyspassout ^cm,0,,,,,,,
@ukenyatta: this ceremony marks an important turning point of kenya  #nyspassout2018,0,,,,,,,
"australian pm inept,,0,,,,,,
us senate immigration effort collapses  ^rw ,0,,,,,,,
eacc officers arrest chief in isiolo over graft  ^rw ,0,,,,,,,
increase in flower dealers expected to lift export volumes  ^bn ,0,,,,,,,
"rt @machukah: 2.11,,,0,,,,,
rt @machukah: watch @nys_ke pass~out live on @kbcchannel1 #nyspassout2018 ,0,,,,,,,
rt @benardnzuve16: @kbcchannel1 #nyspassout2018 i really love this ??  sergent onono ,0,,,,,,,
"rt @bkhaniri: live on @kbcchannel1,,,,,,,,
#nyspassout2018 presided over by president kenyatta ",0,,,,,,,
"rt @iamnjokikelvin: #nyspassout2018,,,,,,,,
president inspecting passing out of nys youths graduands. live on @kbcchannel1 ",0,,,,,,,
"rt @ellikolani: live on @kbcchannel1 ,,0,,,,,,
"rt @paulkiarie_: catch the #nyspassout2018 live on @kbcchannel1 ,,,,,,,,
president uhuru kenyatta is expected to attend the passout later today.",0,,,,,,,
nine cabinet secretaries take oath of office  ^rw ,0,,,,,,,
"president @ukenyatta will today preside over the passing out of 15,,,,0,,,,
"rt @nys_ke: the nys is built on 4 key pillars which include:,,,,,,,,
,,,,,,,,
    1. social transformation and vocational training,,,,,,,,
    2. national youth se…",0,,,,,,,
"rt @nys_ke: nys takes its recruits through a 7-month vocational training in the  8 schools: ,,,,,,,,
1. engineering,,,,,,,,
2. construction,,,,,,,,
3. agribusi…",0,,,,,,,
@ukenyatta i wish you every success in helping achieve a free and successful kenya  #csswearingin ^rw,0,,,,,,,
@ukenyatta your appointment is a call to servant leadership and accountability and not self-actualization #csswearingin ^rw,0,,,,,,,
@ukenyatta i look forward to a cabinet that will be selfless and ensure the accomplishment of the big four agenda  #csswearingin ^rw,0,,,,,,,
uhuru: kenya expects and i have promised a transparent and accountable government #csswearingin,0,,,,,,,
kenyatta: your appointment into the public service comes at a critical moment  and it should ensure fulfillment of… ,0,,,,,,,
uhuru: i look forward to a cabinet that is dedicated to duty and upholds integrity #csswearingin,0,,,,,,,
uhuru: your appointment comes at a very critical time #csswearingin,0,,,,,,,
president kenyatta’s address after the swearing in of the nine cabinet secretaries #csswearingin ^rw,0,,,,,,,
uhuru: i look forward to working with each on of you #csswearingin,0,,,,,,,
ukur yattani kanacho cabinet secretary for labour and social services takes oath of office  #csswearingin ^rw ,0,,,,,,,
cs east african community and northern corridor development hon. peter munya takes oath of office  #csswearingin,0,,,,,,,
"cs lands and physical planning,,0,,,,,,
sports cs nominee rashid mohammed echesa takes oath of office #csswearingin,0,,,,,,,
simon chelugui  sworn in as cabinet secretary for water and sanitation  #csswearingin ^rw ,0,,,,,,,
cs nominee for environment and forestry hon keriako tobiko takes oath of office #csswearingin,0,,,,,,,
parliamentary committee on appointments approved nine nominees #csswearingin,0,,,,,,,
monica juma  cabinet secretary for foreign affairs takes oath of office #csswearingin ,0,,,,,,,
"happening now #csswearingin at state house,,0,,,,,,
john munyes cabinet secretary for petroleum and mining takes oath of office #csswearingin ,0,,,,,,,
"rt @carolwnjenga: kebs ceo:about 8,,0,,,,,,
"rt @nys_ke: 2.11,,,0,,,,,
rt @nys_ke: the nys is well equipped for its role in training and imparting skills on the youth. #nyspassout2018 ,0,,,,,,,
"rt @nys_ke: president uhuru kenyatta will today preside over the passing out of 15,,0,,,,,,
"rt @nys_ke: nys is bigger and better this time around allowing for more recruits – we are now looking to take over 20,,0,,,,,,
rt @nys_ke: previously president uhuru kenyatta directed kenya’s disciplined forces to give priority to competent nys servicemen and women…,0,,,,,,,
"rt @nys_ke: the president also directed that security agencies’ uniforms be made at the nys garment factory in ruaraka,,0,,,,,,
rt @nys_ke: after graduation the servicemen and servicewomen will embark on national duties across the country. duties include: dam and roa…,0,,,,,,,
rt @nys_ke: the graduands will also be expected to mentor their brothers and sisters in our communities. #nyspassout2018 ,0,,,,,,,
rt @nys_ke: the nys is the pride and backbone of our nation whose focus has been to help the youth discover and develop their potential sin…,0,,,,,,,
rt @nys_ke: president uhuru kenyatta decided to re-launch the program in 2013 as a way of connecting with and encouraging young people to s…,0,,,,,,,
today's indicative rates ^cw ,0,,,,,,,
rt @carolwnjenga: ps betty: adoption and harmonization of standards within eac will drive regional integration and expansion of trade.@kbcc…,0,,,,,,,
rt @carolwnjenga: ps betty: standardization and quality will drive industrialization and increase contribution of manufacturing sector  fro…,0,,,,,,,
rt @carolwnjenga: kebs ceo:we are in the process of revising the standards act within the next one year. @kbcchannel1,0,,,,,,,
rt @carolwnjenga: ps betty:quality and standards will be central to the delivery of the big four agenda.@kbcchannel1,0,,,,,,,
rt @carolwnjenga: kebs :only 21 per cent of the organization in kenya are running quality products @kbcchannel1,0,,,,,,,
rt @mdamboabdallah: @kadzomungela @roncliffeodit @3karema @kbcchannel1 good morning sana ndani ya #kudzacha nikiwa uganda nawapata vizuri s…,0,,,,,,,
@wanjohijb @isaackalua. a big thank you for gracing our studios tonight to unpack the government's #big4agenda. a v… ,0,,,,,,,
its back to the drawing board for the national cricket team   following a dismal  performance in the   icc cricket… ,0,,,,,,,
"world  5,,0,,,,,,
wanjohi head of policy research at kam: kam wants to work with all county governments because raw materials come fr… ,0,,,,,,,
defending  champions gor mahia have climbed up to pole position on the kenyan  premier league table after beating z… ,0,,,,,,,
kalua: value addition in agriculture sector will help attain food sufficiency in kenya #themanufacturer #big4agenda… ,0,,,,,,,
"rt @ruthmutegi: harmonization of policies in the manufacturing sector with policies in other sectors is also key in driving overall growth,,0,,,,,,
rt @ruthmutegi: high cost of production is a serious challenge for manufacturers. president kenyatta did however direct the ministry of ene…,0,,,,,,,
rt @ceo_epc: @kbcchannel1 manufacturing benefits exports $¥€£ earnings value add gdp high number of jobs.sufficient local raw materials&c…,0,,,,,,,
wanjohi: we can only grow if we put in place the right policies to spur economic growth and development… ,0,,,,,,,
@wanjohijb national govt must partner with county govts to ensure manufacturing as a big four agenda succeeds… ,0,,,,,,,
"kalua: boda bodas in kenya earn 600 million shillings daily. we cant get rid of them,,0,,,,,,
"@isaackalua: we need to manage to produce parts of the motorcycles locally,,0,,,,,,
"kalua: we have 3.5 million motor cycles in east africa. kenya has 600,,0,,,,,,
@isaackalua we have managed to produce five parts of a motorcycle and have created employment for hundreds.… ,0,,,,,,,
"@isaackalua: 21million kenyans use motorbikes everyday,,0,,,,,,
@isaackalua 21 million kenyans use motocycles on a daily basis. this is a sector on the upward trend.… ,0,,,,,,,
@isaackalua: we need to look at the bigger picture & see what opportunities we have #kbcbusinessinsight #bigfouragenda #themanufacturer ^bn,0,,,,,,,
@isaackalua the @kam_kenya has enough potential to deal with a lot of things affecting our manufacturing… ,0,,,,,,,
"@wanjohijb: if we are serious with our #bigfouragenda,,,0,,,,,
wanjohi: we need to align our agricultural sector with policies. the cost of production should decrease… ,0,,,,,,,
@wanjohijb agriculture produces about 30% of the gdp we must put more emphasis on it   #kbcbusinessinsight… ,0,,,,,,,
@wanjobijb: i would want to see us aligning agriculture to see our gdp grow #kbcbusinessinsight #bigfouragenda #themanufacturer ^bn,0,,,,,,,
@wanjohijb we would like to see the manufacturing sector harmonized and run from a central point.… ,0,,,,,,,
@wanjohijb: we would like to see this sector ran from one central point #kbcbusinessinsight #bigfouragenda #themanufacturer ^bn,0,,,,,,,
honda kenya chairman isaac kalua in our studios giving more insight into government's #big4agenda #themanufacturer… ,0,,,,,,,
"rt @ruthmutegi: @kbcchannel1 the manufacturing sector contributes about 9.5% to the country's gdp,,0,,,,,,
rt @ruthmutegi: @obrienkimani @kbcchannel1 @wanjohijb @isaackalua @kam_kenya it is paramount for kenya to put in place punitive measures to…,0,,,,,,,
kalua: gradual reduction of second hand imports should slowly pave way for local manufacturing #themanufacturer… ,0,,,,,,,
budget carrier jambojet is exploring new routes to countries in east africa as it seeks to tap on increased demand.… ,0,,,,,,,
"@isaackalua: if you reduced the import of cars,,,0,,,,,
@isaackalua maybe we should reduced the importation of motor vehicles gradually and engage the banking sector and m… ,0,,,,,,,
wanjohi: we need the epzs.  we should also give incentives to both epz and non epz manufacturers to encourage a lev… ,0,,,,,,,
"@kam_kenya we have a level playing field,,0,,,,,,
kalua: our time to grow the sector is now. we can succeed by having the right policies that encourage value additio… ,0,,,,,,,
"@isaackalua we must utilize the free economic zone available,,0,,,,,,
@isaackalua: we need to take advantage of the free economic zones #kbcbusinessinsight #bigfouragenda #themanufacturer ^bn,0,,,,,,,
@isaackalua:this is the right time to start looking at things differently.prioritize #kbcbusinessinsight #bigfouragenda #themanufacturer ^bn,0,,,,,,,
"@isaackalua the raw materials are there,,,0,,,,,
@isaackalua we must look at things differently we must focus on important issues like the big four. our time is now… ,0,,,,,,,
wanjohi: we need to expand our markets through integration ^mk #themanufacturer #big4agenda ^mk ,0,,,,,,,
"@isaackalua: kenya imports 30million shoes,,0,,,,,,
wanjohi: manufacturing sector should contribute 15pc of the gdp. #themanufacturer #big4agenda #themanufacturer ^mk ,0,,,,,,,
"@kam_kenya we have come up with a document aligned with vision 2030,,0,,,,,,
"kalua: kenya imports 30 million shoes every year yet kenya is one of the largest producers of hides,,0,,,,,,
@isaackalua kenya imports 30 million shoes every year yet we produce hides and skins  #big4agenda #themanufacturing… ,0,,,,,,,
@wanjohijb is incharge of policy #big4agenda #manufacturing ,0,,,,,,,
manufacturing is supposed to be the first agenda among the four   #kbcbusinessinsight #big4agenda #themanufacturing @kam_kenya ^hm,0,,,,,,,
"government is geared towards boosting four manufacturing sub-sectors the blue economy,,,0,,,,,
kenafric industries chairman shah: we must reduce vat from 16pc to 7pc to create consumption which will inturn grow… ,0,,,,,,,
kenafric industries board. we can't grow if our money is tied. huge power bills are a hindrance too #big4agenda #manufacturing,0,,,,,,,
"an  escalating cost of labor,,,0,,,,,
the president has called for  implementation of legislation that will secure delivery of the #bigfouragenda… ,0,,,,,,,
the wakawaka island in kilifi county boasts of fantastic views and private beaches ideal for sundowners.… ,0,,,,,,,
in a short while @obrienkimani will be unpacking government's #big4agenda #manufacturing #kbcbusinessinsight. engag… ,0,,,,,,,
the  first of the three berths being constructed by the government at the  lamu port will be completed in july this… ,0,,,,,,,
#big4agenda ,0,,,,,,,
police changes #kbcbusinessinsight #big4agenda #manufacturing ,0,,,,,,,
the  inspector general of police has made sweeping changes to the police  service in an arrangement that will see n… ,0,,,,,,,
cyril ramaphosa has now taken over as the president of south africa after jacob zuma bowed to pressure and quit las… ,0,,,,,,,
chief  justice david maraga is urging the national police service to focus on  restoring public confidence and stri… ,0,,,,,,,
the  independent electoral and boundaries commission will from this month  begin a review of constituencies and war… ,0,,,,,,,
"@obrienkimani will be focusing on #manufacturing,,0,,,,,,
the government has vowed to fight any attempts to have deported controversial lawyer miguna miguna return to the co… ,0,,,,,,,
"the government's #bigfouragenda for economic growth include food security,,,0,,,,,
the big four are the jubilee's government priority areas to create  grow the economy and create meaningful employme… ,0,,,,,,,
government to appeal decision to quash miguna deportation  ^hm ,0,,,,,,,
cyril ramaphosa ametwaa hatamu ya uongozi nchini afrika kusini baada ya jacob zuma kusalimu amri na kujiuzulu jana… ,0,,,,,,,
bingwa  wa dunia katika mbio za mita elfu tano hellen obiri amepewa tiketi ya  moja kwa moja kabla ya mashindano ya… ,0,,,,,,,
mabingwa watetezi gor mahia wamechupa kileleni pa ligi kuu ya soka humu nchini baada ya kuishinda zoo kericho mabao… ,0,,,,,,,
inspekta jenwerali wa polisi amefanya mabadiliko  kwenye idara ya polisi ambapo kamanda wa polisi katika eneo la na… ,0,,,,,,,
tume huru ya uchaguzi na mipaka –iebc kuanzia mwezi huu itaanza kuchunguza upya mipaka ya maeneo bunge na wadi nchi… ,0,,,,,,,
jaji mkuu david maraga ametoa changamoto kwa huduma ya taifa ya polisi kujizatiti kubadilisha dhana kwamba huduma h… ,0,,,,,,,
serikali imesema itapinga jaribio la kumrejesha hapa nchini mwanasheria mbishi miguna miguna ^hm #kbcdarubini ,0,,,,,,,
iebc to review constituencies and ward boundaries  ^hm ,0,,,,,,,
quorum hitch forces the national assembly to adjourn  ^hm ,0,,,,,,,
ex-football coach barry bennell guilty of further sex abuse  ^hm ,0,,,,,,,
rt @keequitybank: finding your gift & sharing it with others is the true meaning of life. meet riz the founder of riz charania golf academy…,0,,,,,,,
cyril ramaphosa succeeds zuma as south african president  ^hm ,0,,,,,,,
rt @y254channel: keep it @y254channel #kplony254 ,0,,,,,,,
rt @paparazzike: yeah you've heard it right! #kplony254 ,0,,,,,,,
"rt @ajumajarateng: ..nice video quality,,0,,,,,,
"rt @lordkorirb: zoo kericho have an upper hand,,,,0,,,,
rt @denisyulempole: we demand all @theofficialkpl matches to be aired on @y254channel its high definition like dstv #kplony254,0,,,,,,,
kenya cricket team underperformes in namibia  ^cw ,0,,,,,,,
government to appeal high court ruling on miguna deportation ^cw ,0,,,,,,,
health officials intensify efforts to contain cholera in garissa  ^rw ,0,,,,,,,
seven thugs gunned down in nakuru  ^rw ,0,,,,,,,
one in six children 'affected by war’   ^rw ,0,,,,,,,
zoo fc vs gor mahia round 2 match set for thursday  ^cw ,0,,,,,,,
a 10 megawatt power plant is under construction in kibra targeting to utilize the tones of solid waste from the are… ,0,,,,,,,
ncic summons kitui governor charity ngilu  ^cw ,0,,,,,,,
"17 people have died after a 19-year-old man opened fire at a high school campus in parkland,,0,,,,,,
zimbabwe’s opposition leader morgan tsvangirai is dead. tsvangirai aged 65 has been battling cancer for some time n… ,0,,,,,,,
two people have died in busia following what is believed to be an act of love gone sour #kbclunchtimenews ^rw,0,,,,,,,
local administration in kajiado has banned charcoal burning in the county #kbclunchtimenews ^rw ,0,,,,,,,
"rt @nassemblyke: education cs @amb_a_mohammed when she made her maiden appearance before the committee on education,,0,,,,,,
nairobi to host annual timeless women’s conference  ^cw ,0,,,,,,,
tharaka nithi county registrar of persons samuel mwaniki cautions parents going to collect birth certificates for t… ,0,,,,,,,
the government has put in place a multi-agency team to dismantle a land buying syndicate in nakuru county… ,0,,,,,,,
kibra 10 megawatt power plant under construction  ^cm ,0,,,,,,,
the iranian government has plans to upscale its cultural exchange centre in nairobi to boost its exchange e program… ,0,,,,,,,
two-deputy inspector general of police have been sworn into office as members of national police service commission #kbclunchtimenews,0,,,,,,,
the high court has declared the deportation of outspoken opposition lawyer miguna miguna as illegal… ,0,,,,,,,
join @muyakane for #kbclunchtimenews ,0,,,,,,,
rt @acholasimon: indoor residual spraying project  curbing malaria launched in homabay and migori counties @kbcchann…,0,,,,,,,
gor won their first league match against nakumatt while zoo crumbled against ulinzi stars.  @y254channel #kplony254,0,,,,,,,
zoo will be hopeful to win the match especially after resting during the weekend when their opponents were engaged… ,0,,,,,,,
@kwalimwadavid @y254channel signet 824 gotv and 054 startimes #kplony254,0,,,,,,,
the best way to spend your day is by tuning in @y254channel and watch the best football coverage #kplony254 ,0,,,,,,,
"what are your predictions? zoo fc vs gor mahia fc on @y254channel as from 4:00pm ,,,,,,,,
#kplony254",0,,,,,,,
all will be happening on @y254channel as from 4:00pm tune in and watch the match live. #kplony254,0,,,,,,,
where will you be watching the match from? tune in as from 4:00pm #kplony254 @y254channel ,0,,,,,,,
tune in @y254channel as from 4:00pm and watch the match live in hd. #kplony254 ,0,,,,,,,
"match day ,,,,,,,,
,,,,,,,,
kpl 2018 wk2 - zoo kericho fc vs gor mahia,,,,,,,,
venue: kericho stadium,,,,,,,,
date: 15/02/2018,,,,,,,,
time: 4pm,,,,,,,,
watch liv… ",0,,,,,,,
rt @y254channel: tune in today as from 4:00pm and watch the best coverage of the match #kplony254 ,0,,,,,,,
rt @y254channel: utakuwa unawatch hii mechi ukiwa wapi? #kplony254 ,0,,,,,,,
rt @y254channel: remember it is today as from 4:00pm tune in and watch the best live coverage #kplony254,0,,,,,,,
"rt @y254channel: kenya football fanatics are you ready for this? as from 4:00pm we will be bring you live actions from kericho stadium,,,,,,,,
#kpl…",0,,,,,,,
"rt @y254channel: live pictures from the kericho stadium as we prepare to bring you the match between @zoofootballclub and @officialgmfc ,,,,,,,,
#k…",0,,,,,,,
#kplony254 ^jl ,0,,,,,,,
rt @y254channel: as from 4:00pm liiive in hd! #kplony254 ,0,,,,,,,
#kplony254 ^jl ,0,,,,,,,
"rt @kbcradiotaifa: tune in @y254channel aa from 4:00pm and watch live coverage of the kpl match between zoo football club and gor mahia,,,,,,,,
#kp…",0,,,,,,,
#kplony254 ^jl ,0,,,,,,,
rt @kbcradiotaifa: usikose kutizama mechi baina ya gor mahia fc na zoo foitball club kuanzia saa kumi alasiri katika runinga ya @y254channe…,0,,,,,,,
#kplony254 ,0,,,,,,,
you can find @y254channel on signet 824 and startimes 054 tune in today! #kplony254 ,0,,,,,,,
tune in your favorite youth channel and get to watch the live coverage of the kenya premier league match between zo… ,0,,,,,,,
where will you be watching the match from? tune in @y254channel as from 4:00pm #kplony254 ,0,,,,,,,
zoo football club will be welcoming gor mahia at their home ground kericho stadium in kericho #kplony254 tune in… ,0,,,,,,,
tune in as from 4:00pm and watch the live coverage of the kenya premier league match between gor mahia and zoo foot… ,0,,,,,,,
rt @paparazzike: where are local football fanatics?@y254channel have you covered for today's kenya premier league match between @officialgm…,0,,,,,,,
rt @athumani_254: its thursday! as from 4:00pm where will you be at? tune in @y254channel and watch live! @officialgmfc vs @zoofootballclub…,0,,,,,,,
rt @benjabella: gor mahia will be seeking for a second straight win after beating nakumatt 4-0 in the opener at kenyatta stadium in machako…,0,,,,,,,
rt @y254channel: this evening from 4pm catch @zookericho vs @officialgmfc live from the kericho green stadium only on y254 #kpl2018 #kplony…,0,,,,,,,
"in addition to promoting local talent,,0,,,,,,
"@y254channel airs entertainment such as music,,,,0,,,,
"y254 is targeting the growing youthful audience in the country,,0,,,,,,
@y254channel was launched by the kenya broadcasting corporation as new television station for young people… ,0,,,,,,,
two deputy igs take oath of office at the supreme court.  cj maraga has urged them to maintain professionalism ^mk ,0,,,,,,,
"mr zuma,,,0,,,,,
the anc had told him to step down or face a vote of no confidence in parliament ^cm ,0,,,,,,,
in a televised statement he said he was quitting with immediate effect but said he disagreed with his anc party's d… ,0,,,,,,,
south africa's embattled president jacob zuma resigns after intense pressure from his own party ^cw ,0,,,,,,,
"mr tsvangirai,,,,0,,,,
"zimbabwe's main opposition leader morgan tsvangirai has died in south africa,,0,,,,,,
"#theravekbc is booming some mad reggae tunes. send your request and shout out via 22162 on sms,,0,,,,,,
cynthia onyango named sports personality of the month of january #kbcnewshour,0,,,,,,,
telkom  kenya to roll out its mobile money transfer services later this year #kbcnewshour ^rw ,0,,,,,,,
gov't to leverage on ict to achieve the big four agenda #kbcnewshour ^rw,0,,,,,,,
double taxation termed as a major challenge in the flower sector #kbcnewshour ^rw ,0,,,,,,,
economists want government to increase budgetary allocation to the manufacturing sector #kbcnewshour ^rw ,0,,,,,,,
cost of fuel goes up for the second time in a row #kbcnewshour,0,,,,,,,
killy hinga shares his experience on the burden of epilepsy. 50 million people suffer from the condition globally #kbcnewshour ^rw,0,,,,,,,
ag wants president uhuru kenyatta's name removed from case challenging creation of chief administrative secretary p… ,0,,,,,,,
you are watching #kbcnewshour with @czedabrenda. keep it locked ,0,,,,,,,
south african president jacob zuma defies calls step down saying he has done nothing wrong #kbcnewshour ^rw ,0,,,,,,,
lucky couple win valentine treat courtesy of #kbc morning show #kbcnewshour,0,,,,,,,
kenya's catholic faithful mark ash wednesday #kbcnewshour ^rw ,0,,,,,,,
nasa demands explanation over miguna migunas deportation saga #kbcnewshour ^rw,0,,,,,,,
kra to raise shs 800b to fund big four agenda  ^rw ,0,,,,,,,
catholics mark ash wednesday  ^rw ,0,,,,,,,
ag seeks to expunge president’s name in cabinet petition  ^rw ,0,,,,,,,
jubilee mps endorse nine cabinet secretaries  ^rw ,0,,,,,,,
wataalamu wa masuala ya kiuchumi wanaitaka serikali kuongeza pesa zinazotengewa sekta za kilimo na utengenezaji bid… ,0,,,,,,,
rais jacob zuma wa afrika kusini amekaidi ombi rasmi la chama tawala cha anc la kumtaka  kujiuzulu akisema kuwa hak… ,0,,,,,,,
bunge laelekea kuidhinisha uteuzi wa mawaziri tisa huku wabunge wa nasa wakisusia mjadala kuhusu ripoti ya usaili… ,0,,,,,,,
gavana wa kiambu ferdinand waititu sasa anamtaka mwenzake wa kitui charity ngilu akamatwe kwa madai ya kuwachochea… ,0,,,,,,,
mwanasheria mkuu anataka mahakama kuondoa jina la rais kenyatta katika kesi inayopinga kubuniwa kwa wadhifa wa maka… ,0,,,,,,,
muungano wa nasa waitaka serikali kutoa taarifa kuelezea kilichosababisha kukamatwa na kufurushwa kwa wakili miguna… ,0,,,,,,,
karibu kwenye taarifa za  #kbcdarubini zikisimuliwa na @lynacem ^rw ,0,,,,,,,
condom demand high in homa bay county:  via @youtube,0,,,,,,,
real madrid hosts psg while liverpool visit porto  ^hm ,0,,,,,,,
double taxation at the county and national levels major challenge for the flower industry. #kbclunchtimenews ^gm ,0,,,,,,,
residents in turkana west are selling their animals through a livestock off-take programme initiated by a local non… ,0,,,,,,,
telkom kenya plans to roll out its mobile money transfer services later this year in a bid drive revenue growth.… ,0,,,,,,,
a lucky couple was treated to a time of their lives after winning a couple’s treat courtesy of kbc's good morning k… ,0,,,,,,,
machakos political leadership has vowed to bury their political differences and work together  for the benefit of t… ,0,,,,,,,
dreams of several young samburu women have been shattered after they were barred from participating in the ongoing… ,0,,,,,,,
kenyans have until wednesday next week to submit any memorandum opposing the nomination of any of the 10 principal… ,0,,,,,,,
"now on @kbcchannel1,,0,,,,,,
"parliament to vet principal secretaries,,0,,,,,,
samburu women banned from ongoing military recruitment drive  ^gm ,0,,,,,,,
salon magazine mines crypto-cash with readers’ pcs   ^bn ,0,,,,,,,
amazon echo dot ad cleared over cat food order  ^bn ,0,,,,,,,
controversial south african gupta family house raided  ^gm ,0,,,,,,,
health officials step up campaign to stop the spread of cholera  ^bn ,0,,,,,,,
boris johnson: brexit is a reason for hope not fear  ^hm ,0,,,,,,,
tottenham fight back to draw 2-2 with juventus  ^hm ,0,,,,,,,
rt @kbctelevision: 😳😳 woooooooooooow! love really is in the air. this man hassan just proposed to his girlfriend cecilia on live television…,0,,,,,,,
new education cs to sustain reforms ministry is undertaking  ^bn ,0,,,,,,,
south korea to pay for north at winter olympics  ^bn ,0,,,,,,,
spy chief warns on trump aides’ clearance  ^bn ,0,,,,,,,
"israel pm netanyahu defiant in face of bribery allegations,,,,,,,,
 ^bn ",0,,,,,,,
"and with this proposal our morning was made,,0,,,,,,
france's macron threatens syria strikes if chemical weapon use proven  ^bn ,0,,,,,,,
"over 500,,0,,,,,,
#happyvalentinesday ,0,,,,,,,
lenders advised to register pre-existing securities before friday  ,0,,,,,,,
"plans underway to transform cultural events in schools,,0,,,,,,
uhuru calls for legislation on implementation of big four  ,0,,,,,,,
rt @kbctelevision: 'it is important for couples to engage in activities that they makes them spend time together. for us running is one of…,0,,,,,,,
rt @nakitare: @kbctelevision @sammy1njoroge loving the thuos..  #goodmorningkenya valentine edition ,0,,,,,,,
"rt @kbctelevision: 'let your defination of love be what you would want your partner to do for you',,0,,,,,,
kra to use itax information to expose tax evaders  ,0,,,,,,,
