text,label,,,,,
better financial modeling means better deals on contracts and concessions for #africa. new report:… ,0,,,,,
"live #now: ""we want africa to become self-sufficient in food in 10 years"" @akin_adesina on #feedafrica… ",0,,,,,
live #now: press-conference with @akin_adesina #foodprize17 laureate. watch:  ,0,,,,,
rt @stephen_yeboah: how do gov'ts model extractive projects in #africa? new report by @afdb_group & @open_oil puts the spotlight: ,0,,,,,
live #now #foodprize17 @akin_adesina and afdb team talking about technologies to transform agriculture… ,0,,,,,
"rt @mbuhari: on behalf of the government and people of nigeria,,0,,,,
rt @africaportal: agricultural transformation will enable africa to feed itself - and the world  | @akin_adesina @af…,0,,,,,
@gentlekoko enable youth tries to facilitate that and do more for youth in agriculture. check it out:… ,0,,,,,
from farm to 🍴: #dyk there are 15+ job groups along the agricultural value chain? #jobs4youth aplenty!… ,0,,,,,
indeed! meet the young african agripreneurs who are working at different stages of the value chain:… ,0,,,,,
#watch enable youth empowers youth at each stage of the value chain to establish viable & profitable agribusinesses ,0,,,,,
#didyouknow african smallholder farmers are on average about 60yo. #foodsecurity depends on attracting young people… ,0,,,,,
"rt @victoroladokun: we must stop stop educating our youth for jobs of the past,,0,,,,
“it is my hope that this recognition will help draw global attention to the nutrition and health needs of africa”… ,0,,,,,
#now: how can urban systems deliver healthy diets? watch live from #foodprize17  📷… ,0,,,,,
invest in grey matter infrastructure! well-fed children have more developed brains learn & perform better in schoo… ,0,,,,,
"to curb cases of #malnutrition,,0,,,,
message from @akin_adesina: invest in #nutrition today and create a better future for #africa & world. #foodprize17 ,0,,,,,
"rt @footprint2afric: encourage the youth to farm or we may be in danger of food insecurity,,,0,,,
"not at #foodprize17? watch livestreaming of events,,0,,,,
"to curb cases of #malnutrition,,0,,,,
"rt @igdleaders: dr akin adesina giving his remarks at the #makingfarmingcool side event at #foodprize17 with igd president,,0,,,,
today at #foodprize17 we’re making farming cool for #african farmers and agripreneurs!  ,0,,,,,
"rt @worldfoodprize: ""never be afraid of dreaming big.""  @akin_adesina reminds young people to reach for their goals,,0,,,,
meet the young #africans making #agriculture cool at #foodprize17 changing the face of the sector in the continent… ,0,,,,,
rt @bucheve: the man of the moment @akin_adesina making some remarks at the #makingfarmingcool session ,0,,,,,
rt @igdleaders: don't miss the #makingfarmingcool side event at #foodprize17. join us @akin_adesina will give remarks.  ,0,,,,,
young #agripreneurs like @noelmulinganya participated in field trip to gain insights into #agriculture best practic… ,0,,,,,
#nutrition and #jobs4youth are key points of intervention to anchor a #foodsecurity agenda!  ,0,,,,,
rt @glo_pan: and every $1 invested in reducing #stunting and #wasting yields $18 return. #investinnutrition  #foodpr…,1,,,,,
#didyouknow africa loses 11% of its gdp because of poor #nutrition? boosting nutrition boosts economies!… ,-1,,,,,
rt @worldfoodprize: welcoming laureate @akin_adesina as he arrives at the hall of laureates. #foodprize17 ,0,,,,,
~1 in 4 people in africa are under-nourished–about 232m people. we want to #feedafrica by transforming #agriculture… ,0,,,,,
“it is my hope that this recognition will help draw global attention to the nutrition and health needs of africa”… ,0,,,,,
faster and simpler processes to acquire land deeds in #rwanda helped theonest get bank loan to grow agribusiness… ,0,,,,,
how to #endpoverty? by working with what we have. and what does #africa have going for it? #agriculture… ,0,,,,,
#malawi: agriculture improves livelihoods through local economic development project. watch  ,0,,,,,
africa holds key for feeding 9 billion people by 2050! @akin_adesina taxing unused land maybe incentive… ,0,,,,,
agriculture to #endpoverty in #africa: smallholder farming➕dynamic generation of medium & large commercial farmers… ,0,,,,,
#didyouknow africa has 65% of the world's uncultivated land. more than enough to feed 9 billion people in 2050!… ,0,,,,,
our message for #wfd2017 make agriculture attractive to young africans to stem migration  ,0,,,,,
african cuisine can be an entry point into agricultural value chains and contribute to #inclusivegrowth… ,0,,,,,
africa's annual food imports = $35b expected ⬆️ to $110b by 2025. must transform agriculture!… ,0,,,,,
#wfd2017 transform agriculture to #feedafrica! today’s african farmers will contribute to feeding the world tomorro… ,0,,,,,
rt @worldfoodprize: the 2017 world food prize laureate @akin_adesina has arrived! follow the wfp events all week using the hashtag #foodpri…,0,,,,,
#wfd2017 @akin_adesina: #agriculture + industry = strong and sustainable economic development ➡️wealthy economies… ,0,,,,,
on #wfd2017 @akin_adesina is betting on #africa to feed the world! delivering norman borlaug lecture at… ,0,,,,,
"#feedafrica: connect economic,,0,,,,
"for #agriculture and #feedafrica info,,,0,,,
a healthy cow = healthy profit. elina now sends her kids to school! #agriculture is a business #foodprize17… ,0,,,,,
"1 cow per family in #rwanda has many benefits: improves #nutrition,,,0,,,
the picos dam changed amalia’s life: higher sales meant she could send her son to university… ,0,,,,,
"in sao tome & principe infrastructure was key to ensure quantity +quality of agricultural,,0,,,,
#didyouknow rapid detection of disease outbreaks in animals can create wealth +improve rural livelihoods? how? 👀… ,0,,,,,
#ghana: joseph’s mushroom farm benefits his family of 5 and others who want to learn from him… ,0,,,,,
lives transformed in #caboverde #ghana #rwanda #zambia+many more to come #agriculture for a better life… ,0,,,,,
"17 new farming associations brought together almost 1,,0,,,,
"#foodprize17 week: celebrating @akin_adesina and showcasing how #agriculture can #endpoverty,,0,,,,
rt @gshapersnairobi: how can we incentivize #african business to invest in climate adaptation? @afdb_group @ifcafrica #30daysofgreen ,0,,,,,
#wfd2017: @akin_adesina invest in africa’s rural areas to turn them into zones of economic prosperity   #foodprize17,0,,,,,
"to end malnutrition,,0,,,,
"#didyouknow: by 2030,,0,,,,
"#benin strategy includes support to #agriculture through skills dev,,0,,,,
successful transformations in the agricultural sector must be business-led  #foodprize17… ,0,,,,,
"#didyouknow #africa has 65% of world’s unused arable land? yet,,0,,,,
#feedafrica goals: being at the top of key agricultural value chains  #foodprize17 #high5s ,0,,,,,
#feedafrica goals: making #africa go from food importer to food commodities exporter  ,0,,,,,
#feedafrica goals: eliminating hunger and malnutrition  #foodprize17 #high5s ,0,,,,,
#feedafrica goals: ending extreme poverty  #foodprize17 ,0,,,,,
"“#agriculture is the biggest money-making business that you have in the world today” @akin_adesina,,0,,,,
#africa has 65% of world’s unused arable land. let’s transform #agriculture and help feed the world!… ,0,,,,,
one of our top priority areas (#high5s) is to #feedafrica and make it a global powerhouse in #food + #agriculture. follow #foodprize17 week!,0,,,,,
#agriculturefacts: agriculture employs over 60% of the african workforce accounts for only 1/4 of the continent’s… ,0,,,,,
rt @gshapersnairobi: example @afdb_group 's adaptation benefit mechanism in #ethiopia #agriculture #solarpower #irrigation #30daysofgreen h…,0,,,,,
we’re celebrating @akin_adesina’s #foodprize17 award throughout the week. stay tuned for #agriculture and… ,0,,,,,
we’re excited to watch the 1st part of the final match of tv competition #voixdesjeunes sunday @ 11h30 on rti 1… ,0,,,,,
who’s going to win the final match of #voixdesjeunes? #guinea #senegal or #cotedivoire?  ,0,,,,,
"a #shortandsweet video that explains the #high5s,,0,,,,
rt @gorioem: @fashionomicsadb @hivos teaming up with other designers is key #disrupt #africa #fashion #made & #designed in #africa ,0,,,,,
african youth are changemakers! how will they attract more youth to agriculture-related employment? 👀… ,0,,,,,
#africa's greatest challenge in the 21st century: to become an area of freedom of movement-dr mbembe… ,0,,,,,
#fashionomics: an opportunity to diversify africa's economy + create #jobs4youth and #women. #masterclass tomorrow… ,0,,,,,
"it's not how much money is spent,,0,,,,
rt @choi_afdb: happening now @globalfesta2017 in #tokyo. visit @afdb_group booth b 32. get useful information on #afdb's developement prior…,0,,,,,
thank you #achillembembe for talking about the cost of borders in africa and sharing thoughts on how to… ,0,,,,,
#achillembembe cites study that found that transportation costs in africa are 136% higher than in most other countr… ,0,,,,,
"investing us$32b in transport infrastructure every year for 15 years would enhance trade by us $250 b,,0,,,,
"""to #integrateafrica the question nobody dares ask is 'why aren't things changing?'. because borders are a source of income"" #eminentspeaker",0,,,,,
"""mobility allowed the stretching of societies was determinant to trade and to building #african civilizations"" #eminentspeaker prof. mbembe",0,,,,,
"""history tells us that the first thing you do to incapacitate people is to restrict their ability to move"" #eminentspeaker #achillembembe",0,,,,,
"rt @dieter_g: ""we are still a long way from diversifying our economies & making them more resilient to shocks"" @celestinmonga  #eminentspea…",0,,,,,
"borders are the geopolitical issue of our time,,,,0,,
"#achillembemba ""what do we expect by building walls?"" #eminentspeaker points #global #refugeecrisis as reason countries are closing borders",0,,,,,
"""a big bank like #afdb is also a place that creates ideas to change the world"" #achillembembe #eminentspeaker ",0,,,,,
"introducing #eminentspeaker achille mbembe,,0,,,,
"@lusdavo @osmafrica @sotmafrica live tweeting. will share a short video next week,,0,,,,
#achillembembe is discussing 'the cost of borders in africa' at our hq this afternoon. follow #eminentspeaker for t… ,0,,,,,
projects in #burkinafaso will #lightup schools and health facilities support renewable energy sector… ,0,,,,,
rt @rochkaborepf: thank you @akin_adesina for visiting our country . i welcome the valuable partnership between burkina faso and @afdb_grou…,0,,,,,
"""the future of young africans is here in africa"" @akin_adesina on supporting creative ideas from #niger's youth… ",0,,,,,
"transforming #niger's #agriculture can stabilize the economy,,,0,,,
"@barefoot_nqo no streaming,,0,,,,
"african. historian. philosopher. political scientist. renowned intellectual. and now,,0,,,,
enhancing the cultural and creative industries is one of the ways the #afdb supports sustainable tourism… ,0,,,,,
#afdb supports #africa’s inclusive tourism growth and creation of economic and trade policies to foster it… ,0,,,,,
#morocco #egypt #southafrica #tunisia #zimbabwe were the most visited african countries by tourists in 2015… ,0,,,,,
do you know which african countries were most visited by international tourists in 2015? #wtd2017 hint: photos ⬇… ,0,,,,,
"one of africa's most promising sectors,,0,,,,
"in 2015 direct travel and tourism employment in africa increased 4.6% from 2014,,1,,,,
tourism is a driver for economic growth and we believe tourism in #africa is ripe for #development.… ,0,,,,,
"""the ‘africa rising’ story is still alive and well."" #afdb,,0,,,,
#se4all us$45b needed for universal electrification only $19b committed in 20 'high-impact' countries. new report:… ,0,,,,,
#afdb actively participated in #wwweek 2017 and will be a key collaborating partner in the 2018 edition 💦💧… ,0,,,,,
building #africa's food and cuisine value chain can create jobs and tackle #youth unemployment #jobs4youth 🍍🍌🍅… ,0,,,,,
"#icymi watch the tribute video in honour of the late dr. babacar ndiaye,,0,,,,
"#now from political commitments to actions on the ground,,0,,,,
"#watch #live: we're paying tribute to dr babacar ndiaye,,0,,,,
"#didyouknow dr. babacar ndiaye transformed the bank into a “triple a” institution,,0,,,,
"""now is the time to #industrializeafrica to ensure a prosperous future"",,0,,,,
"we pledged usd540 million to support #chad's development plan focused on #agriculture,,,0,,,
#afdb & #cabri organized a workshop to explore ways to turn extractive industries into a growth engine… ,0,,,,,
#afdb dg for the north #africa region @elazizim will visit #morocco to deepen ties between the kingdom and the bank… ,0,,,,,
today is the last day to apply to the #afdbypp! click here to be at the center of africa’s transformation!… ,0,,,,,
multilateral banks such as the #afdb made strong contributions and increased financing to tackle #climatechange… ,0,,,,,
read #afdb president @akin_adesina’s speech at the #africa50 annual shareholders meeting in #dakar… ,0,,,,,
president @akin_adesina opened the 3rd shareholders meeting of #africa50 w/ president @macky_sall in dakar #senegal… ,0,,,,,
the #afdb strengthens its partnerships with #kenya and appoints mrs. nnenna nwabufo as country manager… ,0,,,,,
#africafoodprize winner @ruthkoniango calls for early-warning systems against #malnutrition in #africa at #agrf2017… ,0,,,,,
"#afdb advocates for the production of #cassava,,0,,,,
post-harvest losses in #africa can account for up to 30% of production! solutions were explored at the #agrf2017… ,0,,,,,
you have until september 15th to apply to our young professional program! #afdbypp!  ,0,,,,,
#afdb’s @dgnegatu tasks horn of #africa countries on regional integration & @wto accession  ,0,,,,,
racine kane is one of #afbd’s newest deputy director. congratulations on his appointment !  ,0,,,,,
"ellen johnson sirleaf,,,0,,,
this year’s #africafoodprize were awarded to prof. ruth khasaya oniang’o and mrs. maimouna sidibe… ,0,,,,,
“the future of #africa depends on #agriculture” | read @akin_adesina’s latest op-ed on the #afdb website:… ,0,,,,,
#afdb president @akin_adesina met with a us congressional delegation at the headquarters. learn more:… ,0,,,,,
#afdb deepens its involvement in #agriculture development with an investment of us $774m in 6 countries in #africa… ,1,,,,,
the #afdb approved 3 senior loans for a total amount of us $55m to finance 3 #solar #photovoltaic projects in… ,1,,,,,
"#alsf,,0,,,,
#afdb & @cif_action released a new report: unlocking capital flows fosters #forest sector #development in #africa… ,0,,,,,
.@emmanuelmacron appoints #afdb director @vanessamoungar to the new presidential council for #africa… ,0,,,,,
what about joining a 3-year programme of excellence to tackle #africa’s most pressing problems? apply here… ,0,,,,,
"starting today,,0,,,,
"in #mali,,0,,,,
the #afdb is launching a technical training program for youth in partnership with the brazil-africa institute… ,0,,,,,
jennifer blanke speaks on how to make the green revolution a reality in africa ahead of the #agrf2017… ,0,,,,,
the #afdb is supporting #liberia to provide #entrepreneurship training to 129 young #agripreneurs… ,0,,,,,
the #afdb is participating in the #wwweek2017 in sweden to address #water challenges in #africa and around the worl… ,0,,,,,
.@akin_adesina wants greater focus on implementing concrete plans for a green revolution in #africa… ,0,,,,,
ready to join a 3-year programme to tackle #africa’s most pressing challenges? apply here  ,0,,,,,
learn more about the senior leadership appointments announced at the african development bank.… ,0,,,,,
"at the #waaforum2017,,0,,,,
the #afdb has granted the republic of #burkinafaso $1m to develop renewable energy mini-grids… ,1,,,,,
you have until sept 11 to apply for our young professional program. an inspiring journey awaits you!… ,0,,,,,
"on sept. 4-8,,0,,,,
the #afdb works to move the african continent up the #textile and #clothing value chain with @fashionomicsadb… ,0,,,,,
.@akin_adesina makes clarion call for action on challenges hampering growth at #sadc2017  ,0,,,,,
".@akin_adesina appelle à agir face aux défis qui entravent la croissance au #sadc2017,,,,,,
 ",0,,,,,
want to make a difference in #africa? join #afdb’s 2017 young professional program and #unlockyourpotential… ,0,,,,,
".@akin_adesina delivered a speech during #sadc2017 in pretoria,,0,,,,
"rt @agraalliance: message for #agrf2017 by dr @akin_adesina,,0,,,,
the #afdb is a partner to the #agrf2017. this year’s theme echoes the objectives of the #high5s strategy… ,0,,,,,
"rt @rmasumbuko: rt rolling out @afdb_group new business model: closer to the countries/customers,,,0,,,
afdb & #southafrica sign an agreement establishing southern africa regional #development & business delivery office… ,0,,,,,
"on august 9,,,0,,,
.@theagrf is the premier african #agriculture platform that gathers all stakeholders to commit to transform the sec… ,0,,,,,
.@akin_adesina will be at the #sadcsummit to encourage private sector partnerships to develop #industries in… ,0,,,,,
"#sefa approved a $695,,1,,,,
"on sept 4-8,,0,,,,
#afdb’s #sustainableenergy fund approved $1m grant to #togo to jumpstart its cizo project for rural… ,0,,,,,
rt @akin_adesina: the mudslide in sierra leone is a very sad national tragedy. may god comfort the affected families and uphold the nation.,0,,,,,
rt @akin_adesina: the terrorist attacks in #ouagadougou are shameful and cruel. we stand in support of #burkinafaso. my prayers go to the v…,0,,,,,
"since 1967,,0,,,,
the #1cow1family initiative aims to reduce extreme poverty in rural areas of #rwanda. learn more:… ,0,,,,,
.@spglobal affirms #afdb’s ‘aaa/a-1+’ ratings with a stable outlook!  ,0,,,,,
the #afdb will support #ghana and #ivorycoast to reduce volatility of international #cocoa prices… ,0,,,,,
.@fitchratings affirms #afdb’s long term issuer default rating at ‘aaa’ with a stable outlook!… ,0,,,,,
"in #tokyo,,0,,,,
"rt @choi_afdb: in a message aired during #japan-#africa business forum,,0,,,,
"the new #kotoka international airport terminal co-funded by the #afdb,,0,,,,
"in #ghana,,0,,,,
tume wako from #ethiopia knows first-hand the benefits of the new road co-funded by the #afdb. #high5s… ,0,,,,,
the #afdb signs a $78m grant agreement with #somalia & #southsudan to fight #drought & #malnutrition… ,1,,,,,
the #afdb will invest $24b in #agriculture in the next 10 years as part of its #feedafrica program… ,0,,,,,
afdb president @akin_adesina will be in #ghana next week to visit key projects & meet with president @nakufoaddo… ,0,,,,,
"#tbt - discover the picos & engenhos watershed management project on santiago island,,0,,,,
#afdb & @faoafrica join forces to operationalize the “desert to power program” in 11 countries including #sudan… ,0,,,,,
the #afdb’s @ippfnepad proposes a regional #information hub to advertise bankable #investment projects in #africa ,0,,,,,
"the president of #madagascar,,,0,,,
multi-partner #somalia infrastructure fund #sif: the #afdb has briefed donors on its new country brief… ,0,,,,,
we invite you to submit your papers for the #aec2017 that will take place in addis ababa in #ethiopia on 2017/12/4-… ,0,,,,,
"meet caroline muliro from #kenya,,0,,,,
"“since 1972,,1,,,,
#greenenergy - the #cif will grant #tanzania us $21.7m to finance its #geothermal #energy development project… ,1,,,,,
.@akin_adesina & @pr_paul_biya discussed #agriculture #infrastructure & #transport projects during their meeting… ,0,,,,,
the #afdb approves a 28.9b cfaf loan from the #adf to support #ivorycoast’s economic #governance and #growth progra… ,1,,,,,
rt @celestinmonga: many african countries could learn from #morocco's rich experience in industrial development failures and successes ,0,,,,,
"in august,,0,,,,
.@akin_adesina laid down the foundation stone for the #lompangar factory during his official visit to #cameroon… ,0,,,,,
rt @evaluationafdb: #african #parliamentarians’ network on #development #evaluation gains momentum  ,0,,,,,
young economists from the #iea - #afdb young african scholars program presented their work at the #ieawc2017!… ,0,,,,,
the #afdb signs a $50 m risk-sharing agreement with #morocco’s #bcp to boost intra-african trade ,1,,,,,
the #afdb approves a us $200m loan to finance the industrialization acceleration support program in #morocco… ,1,,,,,
#angola needs to prioritize the teaching of #science #math and #tech in secondary school  ,0,,,,,
"thanks to the #afdb’s #alsf,,0,,,,
"“babacar ndiaye was an outstanding president,,0,,,,
"“b.ndiaye,,,0,,,
"president @akin_adesina will meet @pr_paul_biya on july 15 - 18,,0,,,,
"#roads change lives in #africa,,0,,,,
#afdb approves a historic agreement with the @eu_commission to support #energy & #transport #infrastructure project… ,0,,,,,
"the #afdb will fund the construction of a 32 megawatt #solar plant to be constructed in n’djamena,,0,,,,
the #afdb and @isdb_group have signed a $2b deal to fund #energy #smes and human dev. programs in #africa… ,1,,,,,
the africa #climatechange fund launches its 2nd call for proposals to support #sustainable #development in #africa… ,0,,,,,
the challenge for african countries is to finance the transformation of their #economies by mobilizing domestic sav… ,0,,,,,
"rt @afmi_afdb: we've got to mobilize domestic resources in #africa ,,0,,,,
"""overall,,,0,,,
"today,,,,0,,
afdb has approved a $1m emergency humanitarian assistance grant for people affected by #drought & #famine in #kenya… ,1,,,,,
donors call for an increase in financial contributions to support #infrastructure project preparation in #africa… ,0,,,,,
"rt @akin_adesina: ""i will not rest until africa breaks out of hunger""  ",0,,,,,
our #taat program will support the adoption of newly emerging agricultural #tech. learn more here… ,0,,,,,
the #afdb is actively working to facilitate access to affordable and safe #healthcare in #africa! more info here… ,0,,,,,
the #afdb highlights the potential of #fashion smmes for #job creation opportunities in #africa… ,0,,,,,
.@afdb_group does regular compliance reviews on its projects to assess their impact! next stop: #ghana and #tunisia… ,0,,,,,
the northern rural growth programme is transforming the lives of rural households in ghana!  ,0,,,,,
"pleased to share @akin_adesina’s op-ed in the @g20foundation mag :“forging new partners for resilience""… ",0,,,,,
"the #agrf2017 will highlight the importance of #agriculture for sustainable #development in #africa!,,,,,,
 join us!… ",0,,,,,
#afdb and @japan launch the japan-africa energy initiative to support the new deal on energy for #africa… ,0,,,,,
#morocco receives approval for a us $25m loan from the #cif #cleantech fund to finance a new #solarpower project… ,1,,,,,
green mini-grids could help reach the universal #energy access target in #africa by 2025. #afdb #sefa #gmg… ,0,,,,,
#afdb approved the 2017-2021 strategy paper for #tunisia highlighting their #partnership agreements to come… ,0,,,,,
"#science & #technology are critical for transforming #agriculture into a #wealth creating sector,,0,,,,
over  450 people were  trained by @soukattanmia to strengthen the entrepreneurial ecosystem in #tunisia!… ,0,,,,,
#afdb commits to tackle illegal fishing and increase accountability in #fisheries practices. learn more about #fiti… ,0,,,,,
the #clsg interconnection project is moving forward! construction activities were kick-started on june 4.… ,0,,,,,
the #ecowas #greeninvestment round table took place on june 21 at the #afdb hq in #abidjan. highlights here:… ,0,,,,,
#afdb calls on financial markets to increase affordable loans to #africa’s #msmes and #smes  ,0,,,,,
the #climate #investment funds awarded #liberia a grant to help transform the country’s #renewable #energy sector… ,0,,,,,
"the #afdb is co-organizing the #africacarbonforum in #cotonou,,0,,,,
"welcome to @oleydibbawadda,,,0,,,
the #afdb is not a “talk shop”! @akin_adesina on how to make things happen through the #high5s strategy for #africa ,0,,,,,
“#africa #agriculture pioneer @akin_adesina wins 2017 @worldfoodprize” - read the @bbcworld article here:  #afdb,0,,,,,
"congratulations to #afdb president,,,0,,,
#afdb and #zimbabwe partner to launch a #beef and #leather value chain technical assistance project. learn more:… ,0,,,,,
discover our #afdb report on the #economic benefits of #opendata in #africa here:   #data ,0,,,,,
the #afdb will fund #dakar’s express regional train with $192.8m to connect #senegal’s capital to diamniadio… ,0,,,,,
the #afdb approves a us $1m #fapa grant to #mozambique to finance #infrastructure development along #nacala corridor ,1,,,,,
the #afdb is at the forefront of the fight against #climatechange! learn more about the bank’s iniatives:… ,0,,,,,
discover our country assessment of agricultural statistical systems in #africa here  ,0,,,,,
"read the working paper of our chief economist @celestinmonga on the #economy of taste,,0,,,,
#afdb organized a handing-over ceremony of #equipment and tools for the management of the gourou basin… ,0,,,,,
"we are happy to welcome @vanessamoungar as our new director for #gender,,0,,,,
building new roads connecting africans is key to ensuring the sustainability of development initiatives. #africa… ,0,,,,,
learn more about the #afdb’s #high5s projects around #africa thanks to #mapafrica  ,0,,,,,
#sustainableenergy fund for #africa - #sefa’s goal is to facilitate #energy access for inclusive & green growth… ,0,,,,,
"the #afdb’s #sefa will invest nearly $1m to facilitate access to #electricity to 10,,0,,,,
"rt @akin_adesina: delighted meeting french president emmanuel macron @emmanuelmacron,,,0,,,
"rt @celestinmonga: “one of the better books on developing economies in the last few years.” tyler cowen,,0,,,,
#tourism is a vector for #development! read our latest  #africa tourism monitor here!  ,0,,,,,
the #afdb and #jica signed a $300m loan under the enhanced private sector assistance initiative… ,1,,,,,
the #afdb approves $15m equity investment in shore capital fund to support inclusive #growth in #africa… ,1,,,,,
"there are so many facets to #africa! discover our 54 countries,,0,,,,
access to #water is a fundamental right and a vital necessity for all #development #afdb #youth… ,0,,,,,
today is #wdcd2017 ! learn how #afdb is working to accelerate the implementation of its #drought resilience program… ,0,,,,,
the #afdb and @exporttrading signed a $100m loan to promote employment for #youth and #women in #africa… ,1,,,,,
"in 2016 #afdb approved 15 #investment projects in #transport and #ict,,1,,,,
"with #mapafrica,,,,0,,
"#africanchildday - #afdb reaffirms its commitment to all the children of #africa. together,,0,,,,
#afdb approved us $100m to help local farmers produce quality crops for export in sub-saharan #africa… ,1,,,,,
“no bird can fly with one wing. #africa will develop faster when it achieves #equality for #women.” - @akin_adesina ,0,,,,,
#afdb signed agreements for a corporate loan of us $40m to finance the expansion of @abuad_uni… ,1,,,,,
"together,,0,,,,
"to accelerate #business investments in #africa,,0,,,,
"#africa offers you all “the deal of the century"",,0,,,,
we need to reboot and boost us #africa #commerce and #investments. and the time is now! - @akin_adesina #africabizsummit,0,,,,,
"#fdi grew from $2b in 1990 to $56.2b in 2016,,1,,,,
african economies are reforming very fast with 30% of all global improvements in #business and regulatory reforms in 2016 - @akin_adesina,0,,,,,
"african economies are resilient:  +2.2% gdp #growth rate in 2016,,0,,,,
"we must change the lenses with which we look at #africa,,0,,,,
i agree with @potus that #africa is a place of opportunity and i brim with optimism for africa -  @akin_adesina #africabizsummit,0,,,,,
a close partnership between the #usa and #africa is crucial. let us be great together! - @akin_adesina #africabizsummit @corpcnclafrica,0,,,,,
"today,,,0,,,
"the future of our continent starts in our #schools. together,,0,,,,
the compendium of #statistics on bank group operations 2017 is out! find it here   #afdb ,0,,,,,
.@akin_adesina joined african & g20 leaders at the #g20germany #g20 #wafrica in berlin  ,0,,,,,
#afdb investment in #transport and #ict projects in 2016 should positively impact 20m people in africa… ,0,,,,,
"the world of international #development is changing and so is the #afdb,,0,,,,
i accept this award because it helps me to stay optimistic for i’ve become known as africa’s optimist in chief -@akin_adesina @gcnfoundation,0,,,,,
it's unacceptable that africa with over 65% of all the arable land left in the world is unable to feed itself - @akin_adesina @gcnfoundation,0,,,,,
"what's needed now is to get these technologies into the hands of millions of farmers,,0,,,,
"i was delighted when the @worldfoodprize recognized the pioneers of bio-fortification w. the ""nobel prize for #agriculture"" - @akin_adesina",0,,,,,
#malnutrition leaves a lasting legacy of pain and loss. stunted children today leads to stunted economies tomorrow - @akin_adesina,0,,,,,
#malnutrition which costs african economies around 11% of gdp annually - at least $25b annually in sub-saharan #africa - @akin_adesina,0,,,,,
"leaders must be held accountable for malnutrition,,0,,,,
accepting this award will spur me to continue my commitment to ending #hunger and #malnutrition globally and in #africa - @akin_adesina,0,,,,,
#afdb’s goal is to feed #africa and unleash the potential of #agriculture as a #business for #wealth creation across #africa @akin_adesina,0,,,,,
"we launched the affirmative #finance action for #women #afawa,,1,,,,
"well-fed  #mothers will bring forth healthy #babies,,0,,,,
gvts must invest in grey matter infrastructure that makes brains grow from better #nutrition and builds a productive workforce @akin_adesina,0,,,,,
#undernutrition remains the single largest contributor to child mortality - @akin_adesina @gcnfoundation,0,,,,,
"figures are compelling: in #africa,,,0,,,
food losses in developing countries are estimated by the food and agriculture organization at $310 billion - @akin_adesina @gcnfoundation,-1,,,,,
"today about 250m africans go to bed hungry,,0,,,,
my life mission is to give hope and opportunities to millions of the poor and to build a better future for them & their kids - @akin_adesina,0,,,,,
"for the poor,,,0,,,
i grew out of poverty myself and i know one thing for sure: poverty is not pretty - @akin_adesina @gcnfoundation,0,,,,,
i am especially grateful to gene white whose life commitment to the cause of nutrition has always inspired all of us - @akin_adesina,0,,,,,
rt @gcnfoundation: gcnf is proud to honor #nutrition and #ag champion @akin_adesina today! join us to celebrate nutritious #schoolmeals  @a…,0,,,,,
"on june 21st & 22nd,,0,,,,
president @akin_adesina hosted the 18 ivorian recipients of the 2017 @washfellowship at the #afdb hq… ,0,,,,,
lighting up & powering #africa | see how the #afdb provides affordable electricity in #uganda #ader2017… ,0,,,,,
increasing our impact on development. how does the #afdb make a difference? watch our video  ,0,,,,,
rt @soniaborrini: happening today: the first african #forest #investment conference. #afic2017 ,0,,,,,
rt @tigritude: 20 million africans benefit from #transport and #ict projects financed by @afdb_group in 2016  ,0,,,,,
learn more about the compact with africa initiative and report by #afdb @worldbank and @imfnews here >… ,0,,,,,
@akin_adesina joined chancellor merkel and other leaders at the #g20africa partnership conference in #berlin… ,0,,,,,
"check out the 2017 indicators on #gender,,,0,,,
our mission? improving the lives of ordinary people in #africa. find out how:  #ader2017 ,0,,,,,
the #afdb and the governors of central banks in #africa will work together to increase national savings… ,0,,,,,
#afdb approves a €5m equity participation to support small businesses #sgbs in sub-saharan #africa… ,1,,,,,
"#afdb president @akin_adesina and vp @amadouhott,,,,,,
are attending the #g20 #africa partnership conference in #berlin,,0,,,,
"“#africa can become the food supplier of the world” meet samuel priyank,,0,,,,
"find our 2017 africa #competitiveness report addressing #africa’s demographic,,,,,,
 dividend here  ",0,,,,,
the #youth are the future of #africa! #afdb is committed to ensure our young generation thrives on the continent!… ,0,,,,,
ader 2017 - learn more about the impact of our #high5s strategy on the daily lives of millions of africans… ,0,,,,,
#bestof #icymi! relive the best of day 4 at the #afdbam2017 here  ,0,,,,,
the 2017 development effectiveness review is out! discover facts and figures from this key #afdb publication here… ,0,,,,,
#agriculture will become a trillion dollar industry by 2030! politics must support the sector’s transformation… ,0,,,,,
rt @tigritude: 5.6 million people benefit from @afdb_group’s #agriculture interventions in 2016: development effectiveness review ,0,,,,,
#afdb & #seruka launched the rwanda #honey value chain project to support honey farmers in #rwanda especially… ,0,,,,,
how to make #bamako’s streets safer? find out in this study funded by the #afdb:  ,0,,,,,
#g20 representatives at the #afdbam2017 insisted on closing the #infrastructure gap to boost #investment in #africa… ,0,,,,,
.@thegef invests us $11.2m to co-fund 2 #afdb projects promoting sustainable and resilient agro and forest ecosytems ,1,,,,,
