text,label,,,,,
rt @riscily: 👏👏 ,0,,,,,
"@flex_jnr check out this link.,,,,,,
,,,,,,
,,,,,,
kindly get in touch with one of the stockbrokers listed on… ",0,,,,,
rt @l_namugaya: the stock market doing well ,0,,,,,
rt @aseasecretariat: #kenya’s nairobi securities exchange index hits 22 month high -  @nsekenya @nse_investors @g_od…,1,,,,,
nse trading rises to 23 month high after polls @bd_africa ,1,,,,,
"turnover rose to kes.842m from the previous sessions kes.802m,,1,,,,
rt @futurebread: @nsekenya shows the confidence,0,,,,,
"rt @alykhansatchu: .@nsekenya nairobi all share is +26.60% 2017 [27 month highs],,,,,,
 ",0,,,,,
@flipboy_ the nse 2017 investment challenge is officially closed. ^jm,0,,,,,
"rt @richtvafrica: .@nsekenya is now +9.89% trading at 25.00,,,,,,
for more market data,,0,,,,
rt @gweth_: @she_nyanza @onayumba ,0,,,,,
rt @ythera_mwai: @g_odundo @alykhansatchu the market continues to rally 😀 ,0,,,,,
"rt @kenyanwalstreet: on a returns perspective,,1,,,,
the market continues to be vibrant. call your brokers today to take advantage of this great opportunity @nsekenya ,0,,,,,
rt @aseasecretariat: #kenya 's nairobi securities exchange trading back to pre-polls level  -  @nsekenya @nse_invest…,0,,,,,
rt @gweth_: @sydwechuli you selfish friend?! hata huwezi changamka?! @_mwaura_ ,0,,,,,
"stock market index hits 22 month high crossing the 4,,,,,,
 ",0,,,,,
"rt @kenyanwalstreet: #bull,,,,,,
during yesterday's trading,,0,,,,
"stock market index hits 22 month high crossing the 4,,,,,,
",0,,,,,
rt @alykhansatchu: .@nsekenya nairobi all share surged +2.309% [biggest percentage gain in 2017] closed at highest level since may 2015 htt…,1,,,,,
"rt @alykhansatchu: .@nsekenya nairobi nse20 stormed 99.96 points higher and closed at 4076.94 a 22 month high ,,,,,,
",0,,,,,
rt @theyouthman2017: @jimnahmbaru @nsekenya @nse it is as if the market is on steroids. all i see is greens and limited reds,0,,,,,
"the bourse opened the week with a total of 34m shares valued at kes.802m,,-1,,,,
rt @sainam7: heading for a bull run after a bleak 2 years.... #invest #nse #investmentbanking #bullrun #kot @nsekenya @kenyanwalstreet ,0,,,,,
"nse trading back to pre-polls level ,,,,,,
,,,,,,
",0,,,,,
rt @l_namugaya: investing at nse kenya ,0,,,,,
"what you need to know about investing at @nsekenya ,,,,,,
,,,,,,
",0,,,,,
rt @cdsckenya: @chadotieno to transact in shares? kindly visit your broker (kingdom securities) and you will be assisted.,0,,,,,
rt @jimnahmbaru: i have noticed that the prices on @nse are still moving up. the market appears confident that there will be no political c…,0,,,,,
@jkwaithaka morning james. the market was delayed but it is now up and running. sorry for the inconvenience caused. ^jm,0,,,,,
rt @alykhansatchu: the @nsekenya nse20 index rallied +1.38% yesterday and is +22.51% in 2017 scroll down this page for comment ,1,,,,,
"rt @alykhansatchu: the @nsekenya all share rallied +1.37% [making that a +2.46% rally,,,,,,
over 2 sessions] to close at a 26 month high. ",0,,,,,
"rt @rmwanyasi: meanwhile investors are ignoring the ""political noise"". @nsekenya @nse_investors ",0,,,,,
"turnover rose to kes.207m with 8.3m shares traded,,1,,,,
rt @alykhansatchu: i thank @bonneytunya of @cnbcafrica for today's interview about #electionske @nsekenya and everything in between ,0,,,,,
"a message from from mr. @g_odundo chief executive,,,,,,
,,,,,,
",0,,,,,
"rt @cytonninvest: .@nsekenya estimates that equities market rallied 21.0% since the beginning of the year.  ,,,,,,
,,,,,,
#cyton…",0,,,,,
@nsekenya wishes all kenyans a peaceful general elections #kenyadecides ,0,,,,,
"nse share rally boosts pension fund returns,,,,,,
,,,,,,
",0,,,,,
"week on week turnover rose to kes.5b on a volume of 210m shares,,1,,,,
rt @mosesharding: @kenyanwalstreet @nsekenya @nutcracker_live thought kenya nse20 index will hit 4000 (on recovery from 2800) ahead of 8th…,1,,,,,
rt @corpfarmerstv: @olumideorojimi @onyxpai thumb up to the team of the @nsenigeria ,0,,,,,
rt @corlisstrishna: @viperdamus @thetradingbell @nsekenya yeah. it would be available today,0,,,,,
"rt @viperdamus: @corlisstrishna @thetradingbell @nsekenya sweet,,0,,,,
rt @aseasecretariat: we need to provide products for investors to be able to rotate into and invest in the market @oscarnonyema @nsekenya @…,0,,,,,
rt @aseasecretariat: .@oscarnonyema we believe that we provide a market place based on trust #tradingbell @nsenigeria @kbcchannel1 @nsekeny…,0,,,,,
rt @juliegichuru: @thetradingbell @oscarnonyema @obrienkimani @nsenigeria @nsekenya @itsawuor @edenrock89 @arimusmedia @nse_investors @kira…,0,,,,,
"rt @itsawuor: catch the #tradingbell show tonight on @kbcchannel1 from 9:30pm.,,,,,,
@kenolkobil @nse_investors @kenyaairways @sanlamkenya @kenya…",0,,,,,
rt @kbcchannel1: onyema: nigeria working on giving investors more options. stream:   @thetradingbell #businessinsigh…,0,,,,,
rt @kbcchannel1: @oscarnonyema: nigerian bourse has delisted 85 firms in 15yrs.  @thetradingbell #businessinsight @obrienkimani ,0,,,,,
rt @kbcchannel1: onyema: we’ve delisted firms to maintain integrity.  stream:    @thetradingbell #businessinsight @o…,0,,,,,
rt @kbcchannel1: @oscarnonyema: nigeria has a whistle blowing platform for insider trading. @thetradingbell #businessinsight @obrienkimani.…,0,,,,,
rt @kbcchannel1: @oscarnonyema:nigeria bourse was dominated by foreign investors. @thetradingbell #businessinsight @obrienkimani.  ,0,,,,,
rt @kbcchannel1: onyema: domestic investors tend to buy and hold. @thetradingbell #businessinsight @obrienkimani.  facebook live: ,0,,,,,
rt @kbcchannel1: #businessinsight ,0,,,,,
rt @kbcchannel1: @oscarnonyema: we’re educating investors to do portfolio balancing.  @thetradingbell #businessinsight @obrienkimani. ,0,,,,,
rt @thetradingbell: green bonds are bonds issued by governments and municipals in order to pursue environmental projects #tradingbell @nsek…,0,,,,,
@oscarnonyema: we have introduced whistleblowers platform for people to report on malpractice in the market… ,0,,,,,
onyema: we prosecute any case of insider trading  to logical conclusion which has helped us to build confidence... ,0,,,,,
onyema: we prosecute any case of insider trading  to logical conclusion which has helped us to build confidence in… ,0,,,,,
we have also invested on a top range surveillance system that surveys the market to eliminate insider trading... ,0,,,,,
we have also invested on a top range surveillance system that surveys the market to eliminate insider trading… ,0,,,,,
we have introduced training programs to educate the companies on insider trading  #tradingbell @oscarnonyema @nsenigeria @nsecontact,0,,,,,
the investors community are able to invest by trusting us to maintain the integrity of the market -@oscarnonyema #tradingbell @danrossmedia,0,,,,,
"onyema: while we dont like to delist companies,,0,,,,
"onyema: while we dont like to delist companies,,0,,,,
@oscarnonyema : we delist companies that are not able to meet all the market criteria @nsenigeria #tradingbell… ,0,,,,,
the companies that are listed at the @nsenigeria must meet minimum standards in corporate governance -... ,0,,,,,
the companies that are listed at the @nsenigeria must meet minimum standards in corporate governance -… ,0,,,,,
we provide a market that is based on trust -@nsenigeria ceo @oscarnonyema #tradingbell @aseasecretariat... ,0,,,,,
we provide a market that is based on trust -@nsenigeria ceo @oscarnonyema #tradingbell @aseasecretariat… ,0,,,,,
contries that have been negatively impacted by commodity shocks solely rely on one or two comodities... ,0,,,,,
contries that have been negatively impacted by commodity shocks solely rely on one or two comodities @oscarnonyema… ,0,,,,,
african capital markets need to have buffers and diversify revenue streams - @oscarnonyema ceo @nsenigeria... ,0,,,,,
african capital markets need to have buffers and diversify revenue streams - @oscarnonyema ceo @nsenigeria… ,0,,,,,
i believe the continent is in good place as we are recovering from commodity price shocks - @oscarnonyema... ,0,,,,,
i believe the continent is in good place as we are recovering from commodity price shocks - @oscarnonyema… ,0,,,,,
"asked whether the african markets have seen the worst yet,,0,,,,
"asked whether the african markets have seen the worst yet,,0,,,,
it is the first time the nigerian economy has been in recession in over 20 years - @oscarnonyema ceo @nsenigeria... ,0,,,,,
it is the first time the nigerian economy has been in recession in over 20 years - @oscarnonyema ceo @nsenigeria… ,0,,,,,
@oscarnonyema: we are going through tough times but their is significant policy response to address the challenges @nsenigeria #tradingbell,0,,,,,
"in the last two years nigeria has gone through some micro-economic shocks - oscar onyema,,,0,,,
"some 43m shares valued at kes.768m were traded in 1,,,-1,,,
"what are the requirements and benefits of listing at the gems at @nsekenya?,,,,,,
,,,,,,
",0,,,,,
growth enterprise market segment (gems):  via @youtube,0,,,,,
"rt @cmakenya: cma plans to provide multiple gateways for foreign investors to enter the market through new tailored products (derivatives,,0,,,,
rt @cmakenya: cma  is pursuing a business incubator and accelerator approach to sensitize smes and family businesses to consider listing on…,0,,,,,
rt @cmakenya: gems market segment targets small and medium companies and thus has much more relaxed capital requirements.,0,,,,,
"rt @cmakenya: to increase the number of listings on the exchange,,0,,,,
rt @cmakenya: the  markets soundness report (2017) quarter 2 volume iii ,0,,,,,
rt @aseasecretariat: #kenya’s markets regulator @cmakenya seeks to cut large cap market dominance -  @nsekenya @nse_…,0,,,,,
"2017 fire awards media launch event at hilton hotel nairobi @cmakenya @icpak_kenya @ketreasury @danrossmedia ,,,,,,
,,,,,,
",0,,,,,
2017 fire awards media launch:  via @youtube,0,,,,,
rt @ochiengoloo: insightful ,0,,,,,
what is the @nsenigeria doing to attract domestic investors in their market? join @obrienkimani as he interviews... ,0,,,,,
what is the @nsenigeria doing to attract domestic investors in their market? join @obrienkimani as he interviews… ,0,,,,,
rt @nse_investors: @kenyanwalstreet @nsekenya ,0,,,,,
"a good read for our investors,,,,,,
",0,,,,,
"today’s turnover dropped marginally to kes.1.1b with 51m shares realized,,-1,,,,
"rt @duke_mwancha: share price of @nsekenya listed companies has over time,,0,,,,
"turnover rose to kes.1.5b from the previous sessions kes.793m,,1,,,,
"the bourse opened the week with a total of 28m shares valued at kes.793m,,-1,,,,
"rt @cmakenya: ""a financial system supported by strong governance standards and a strong regulatory framework is crucial to economic develop…",0,,,,,
"rt @cmakenya: the promoters of the fire award are the public sector accounting standards board (psasb),,0,,,,
rt @icpak_kenya: launch of the #fireaward2017 currently underway at hilton hotel @nsekenya @cmakenya,0,,,,,
rt @sainam7: #bulls even as we head to the election. this counter is a gem. book closure 30/8. @safaricomltd @nsekenya @kenyanwalstreet #in…,0,,,,,
rt @icpak_kenya: the #fireaward2017 gala dinner and award ceremony is set for 17th  november 2017 @nsekenya @cmakenya @fireawardea,0,,,,,
all systems set for the #fireaward2017 event launch at @hiltonhotels nairobi @cmakenya @icpak_kenya @ketreasury ,0,,,,,
"week on week turnover increased marginally to kes.4.4b on a volume of 151m shares,,1,,,,
"turnover rose to kes.899m on 33m shares,,1,,,,
"tonight,,0,,,,
"tonight,,0,,,,
rt @ythera_mwai: we are slightly ahead but still have so much further to go #boarddiversityke  @nurumugambi @managem…,0,,,,,
"some 26.8m shares valued at kes.774m were traded in 632 deals,,-1,,,,
"turnover rose to kes.1.2b from the previous sessions kes.402m,,,,,,
"the bourse opened the week with a total of 14m shares valued at kes.402m,,-1,,,,
"week on week turnover stood at kes.4.2b on a volume of 170m shares,,-1,,,,
rt @obrienkimani: @nsekenya @kbcchannel1 @arimusmedia @thetradingbell @sasinilimited has diversified to macadamia and avocado to boost reve…,0,,,,,
rt @obrienkimani: @nsekenya @kbcchannel1 @arimusmedia @thetradingbell @sasinilimited has received high demand of macadamia from the america…,0,,,,,
rt @obrienkimani: @nsekenya @kbcchannel1 @arimusmedia @thetradingbell @sasinilimited plans to invest close to 7 billion shillings into an u…,0,,,,,
rt @obrienkimani: @nsekenya @kbcchannel1 @arimusmedia @thetradingbell coffee and tea will remain the biggest contributor to our revenue but…,0,,,,,
rt @obrienkimani: @kbcchannel1 @thetradingbell @juliegichuru @nsekenya @stanleywabomba thank you so much for watching @thetradingbell. stay…,0,,,,,
we cannot even meet the demand of kenyan coffee worldwide says @sasinilimited md stephen githiga #tradingbell... ,0,,,,,
we cannot even meet the demand of kenyan coffee worldwide says @sasinilimited md stephen githiga #tradingbell… ,0,,,,,
the kenyan coffee is amongst the best in the world #tradingbell @thetradingbell @kenyanwalstreet @alykhansatchu... ,0,,,,,
the kenyan coffee is amongst the best in the world #tradingbell @thetradingbell @kenyanwalstreet @alykhansatchu… ,0,,,,,
"#tradingbell,,,,,,
the land in riuru is 6-7 billion worth of investment - stephen githiga md @sasinilimited... ",0,,,,,
"#tradingbell,,,,,,
the land in riuru is 6-7 billion worth of investment - stephen githiga md @sasinilimited… ",0,,,,,
we have 500 hectares of land in ruiru that we want to add value - stephen githiga #tradingbell @kbcchannel1... ,0,,,,,
we have 500 hectares of land in ruiru that we want to add value - stephen githiga #tradingbell @kbcchannel1… ,0,,,,,
we are looking at one major project that will create a huge impact on our bottom line - stephen githiga... ,0,,,,,
we are looking at one major project that will create a huge impact on our bottom line - stephen githiga… ,0,,,,,
"#tradingbell ,,,,,,
i believe there is demand for kenyan coffee worldwide despite the challenges posed by real estate... ",0,,,,,
"#tradingbell ,,,,,,
i believe there is demand for kenyan coffee worldwide despite the challenges posed by real estate ind… ",0,,,,,
"#tradingbell,,,,,,
there is a shortage of 50% macadamia demand globally says stephen githiga @sasinilimited md... ",0,,,,,
"#tradingbell,,,,,,
there is a shortage of 50% macadamia demand globally says stephen githiga @sasinilimited md… ",0,,,,,
stephen gathiga: the disposals was informed by our strategy to focus on our core business #tradingbell... ,0,,,,,
"#tradingbell,,,,,,
the money we raised from disposals we've put them into macadamia factory expected to be completed... ",0,,,,,
"#tradingbell,,,,,,
we already have a buyer of our macadamia from united states - stephen githiga @samcmaina... ",0,,,,,
"#tradingbell,,,,,,
we already have a buyer of our macadamia from united states - stephen githiga @samcmaina @kbcchannel1… ",0,,,,,
"#tradingbell,,,,,,
the money we raised from disposals we've put them into macadamia factory expected to be completed late… ",0,,,,,
stephen gathiga: the disposals was informed by our strategy to focus on our core business #tradingbell… ,0,,,,,
"#tradingbell,,,,,,
sasini is doing 25% of kenyan coffee which is exported to europe,,0,,,,
coffee and tea is still our core business despite our diversification strategy -stephen githiga md @sasinilimited... ,0,,,,,
"#tradingbell,,,,,,
sasini is doing 25% of kenyan coffee which is exported to europe,,0,,,,
"by growing macadamia and avocado,,0,,,,
"#tradingbell,,,,,,
@sasinilimited  md says the full year results may be slightly lower @thetradingbell @kenyanwalstreet... ",0,,,,,
coffee and tea is still our core business despite our diversification strategy -stephen githiga md @sasinilimited… ,0,,,,,
"stephen githiga: we have 8 factories with a capacity of 12,,0,,,,
"stephen githiga: we have 8 factories with a capacity of 12,,0,,,,
"by growing macadamia and avocado,,0,,,,
"#tradingbell,,,,,,
@sasinilimited  md says the full year results may be slightly lower @thetradingbell @kenyanwalstreet… ",0,,,,,
"#tradingbell,,,,,,
macadamia has a very huge demand in asia and usa - stephen githiga md @sasinilimited @obrienkimani @arimusmedia @itsawuor",0,,,,,
last year we had two disposals. our sasini house was disposed at a total of kshs. 500 million - stephen githiga... ,0,,,,,
last year we had two disposals. our sasini house was disposed at a total of kshs. 500 million - stephen githiga… ,0,,,,,
"#tradingbell,,,,,,
the drop in profits was mainly because of drop in production due to drought - stephen githiga md... ",0,,,,,
"#tradingbell,,,,,,
the drop in profits was mainly because of drop in production due to drought - stephen githiga md… ",0,,,,,
the future of @sasinilimited looks more positive due to picking prices of coffee and tea - stephen githiga... ,0,,,,,
the future of @sasinilimited looks more positive due to picking prices of coffee and tea - stephen githiga… ,0,,,,,
coffee prices have been better this year despite  the drop in production - stephen githiga @sasinilimited md... ,0,,,,,
coffee prices have been better this year despite  the drop in production - stephen githiga @sasinilimited md… ,0,,,,,
"stephen githiga,,0,,,,
"stephen githiga,,0,,,,
stephen githiga says the transition from insurance to  a coffee marketer was easy due to his experience in... ,0,,,,,
stephen githiga says the transition from insurance to  a coffee marketer was easy due to his experience in leadersh… ,0,,,,,
"welcome to the #tradingbell,,,,,,
tonight,,,0,,,
"welcome to the #tradingbell,,,,,,
tonight,,,0,,,
rt @kbcchannel1: #businessinsight ,0,,,,,
tonight @obrienkimani engages sasini md mr. stephen githiga on the coffee industry in kenya only on @kbcchannel1 fr… ,0,,,,,
rt @obrienkimani: @nsekenya @kbcchannel1 @arimusmedia what is the state of the coffee industry ?  tonight on @thetradingbell we explore thi…,0,,,,,
rt @natalina_yemane: what is the difference between preference and ordinary shares? #tradingbell @thetradingbell @obrienkimani @nsekenya @k…,0,,,,,
"when it is thursday,,0,,,,
"when it is thursday,,0,,,,
"some 22m shares valued at kes.589m were traded in 1,,,-1,,,
"some 32m shares valued at kes.679m were traded in 1,,,-1,,,
rt @labancliff: watch: an in depth look into #boarddiversityke report on diversity by @kimkenya & @nsekenya @nfnv_org @barclays_kenya @kimk…,0,,,,,
rt @labancliff: watch: an in depth look into #boarddiversityke report on diversity by @kimkenya & @nsekenya @nfnv_org @barclays_kenya on @n…,0,,,,,
rt @sir_me_njihia: continuing the discussion in diversity and inclusion on @ktnnews. @kimkenya ceo @muriithindegwa @nsekenya @barclays_keny…,0,,,,,
"turnover dropped marginally to kes.1b with 42.7m shares realized,,-1,,,,
rt @hapakenya: @barclays_kenya the panel discussing #boarddiversityke   moderated by @nurumugambi ,0,,,,,
"rt @sokoanalyst: @kimkenya @nsekenya it includes age,,,0,,,
rt @sokoanalyst: @kimkenya @nsekenya report analyses board composition in corporate kenya n also the kenyan public service n compared the s…,0,,,,,
"rt @sokoanalyst: @kimkenya @nsekenya this is in a bid to diversity and the role it plays in among other things,,0,,,,
congratulations to @stanchartke for emerging the winners for #boarddiversityke 2017 @barclays_kenya @kimkenya... ,0,,,,,
congratulations to @stanchartke for emerging the winners for #boarddiversityke 2017 @barclays_kenya @kimkenya… ,0,,,,,
@nsekenya congratulates @stanchartke for being the most improved company in board diversity,0,,,,,
@nsekenya recognizes the most improved companies in board diversity #boarddiversityke @nfnv_org @barclays_kenya @kimkenya,0,,,,,
we are proud to join our partners as we advance the #boarddiversityke agenda @cdsckenya @nfnv_org @barclays_kenya... ,0,,,,,
we are proud to join our partners as we advance the #boarddiversityke agenda @cdsckenya @nfnv_org @barclays_kenya… ,0,,,,,
rt @patmurugami: #boarddiversityke congratulations to kim on launch the report. we need to diversify the professions on boards to raise inc…,0,,,,,
rt @achakava: #boarddiversityke @cmakenya has released new reporting template for corporate governance code to assist with analysis of dive…,0,,,,,
rt @mercyvalarie: dr.mary okello kenyas first female branch manager  #boarddiversityke ,0,,,,,
"rt @kenyanwalstreet: barclays bank of kenya boardroom,,,,,,
√ 50% female,,,,,,
√ 50% male,,,,,,
√ average age 51 years,,,,,,
👏👏👏👏 @barclays_kenya #boarddiversityke",0,,,,,
rt @nurumugambi: kenya leads in africa in gender diversity on boards says @afdb_group #boarddiversityke @kimkenya @nsekenya @nfnv_org @barc…,0,,,,,
#boarddiversityke panel discussion currently underway @barclays_kenya @kimkenya @thetradingbell @nfnv_org... ,0,,,,,
there is a clear co-relation between diversity and performance- panel session #boarddiversityke ,0,,,,,
#boarddiversityke panel discussion currently underway @barclays_kenya @kimkenya @thetradingbell @nfnv_org… ,0,,,,,
rt @nfnv_org: we are at the awarding function of the nse new faces new voices board diversity awards 2017. @nsekenya @kimkenya #boarddivers…,0,,,,,
rt @nurumugambi: @kimkenya shares #boarddiversityke research with @cmakenya @nsekenya @nfnv_org @barclays_kenya ,0,,,,,
rt @david_indeje: #boarddiversityke report the faces and perhaps the zeal to ensure eventually we will have change ,0,,,,,
charles muchene:  48% of @barclays_kenya workforce is women #boarddiversityke @kimkenya @nfnv_org,0,,,,,
rt @management_kim: we are glad...yaaaay!   @nsekenya @barclays_kenya #boarddiversityke ,0,,,,,
rt @somutka: chief guest @cmakenya ceo new #corpgov code requires #disclosure of #boarddiversityke  @nfnv_org @nsekenya @kimkenya @barclays…,0,,,,,
"rt @barclays_kenya: @cmakenya ceo paul muthaura ""appointments should not just be made for statistical purposes."" @nsekenya @barclays_kenya…",0,,,,,
"with the new stewardship code,,0,,,,
diversity can not exist for diversity sake @cmakenya ce paul muthaura #boarddiversityke,0,,,,,
"rt @management_kim: ""what is the business case for gender diversity?"" @sir_me_njihia @nsekenya @barclays_kenya #boarddiversityke",0,,,,,
rt @management_kim: @sir_me_njihia @nsekenya @barclays_kenya #boarddiversityke ,0,,,,,
rt @kimkenya: @sir_me_njihia @nsekenya @barclays_kenya #boarddiversityke ,0,,,,,
rt @management_kim: @sir_me_njihia @nsekenya @barclays_kenya #boarddiversityke ,0,,,,,
"rt @tabbyareba: the average share price has been increasing with an increase in the number of women in boards - #boarddiversityke,,0,,,,
"rt @potentash: non-nationals occupy 20% of boards in kenya #boarddiversityke,,,,,,
@barclays_kenya @nfnv_org @kimkenya @nsekenya",0,,,,,
"rt @tabbyareba: age diversity in senior management led to high profits - #boarddiversityke,,,0,,,
rt @somutka: proof in #data #diversity data collected by @kimkenya included: #gender profession and nationality #boarddiversityke #inclusio…,0,,,,,
rt @kenyanwalstreet: women representation in @nsekenya listed companies’ board rooms stand at 21% in 2017 up from 14% in 2012 and 18% in 20…,0,,,,,
@sir_me_njihia : is there a business case for #boarddiversityke ? @barclays_kenya @kimkenya @nfnv_org @cmakenya @cdsckenya,0,,,,,
most board positions in kenya are held by people over the age of 45 years - @sir_me_njihia @kimkenya #boarddiversityke @barclays_kenya,0,,,,,
"women comprise 21% of all board composition in kenya - samuel njihia,,0,,,,
samuel njihia @kimkenya sharing the key findings of the #boarddiversityke study @nfnv_org @barclays_kenya ,0,,,,,
"rt @mwendesusu: in the 2014 report,,,0,,,
rt @nfnv_org: it is important that we educate stakeholders on importance of board diversity #boarddiversityke @nsekenya @kimkenya @barclays…,0,,,,,
we need to support boards to tap professionals from diverse industries - @muriithindegwa  #boarddiversityke @barclays_kenya @kimkenya,0,,,,,
rt @somutka: now: launch of @kimkenya and @nfnv_org board diversity report 2017 @nsekenya @barclays_kenya #boarddiversityke ,0,,,,,
rt @barclays_kenya: statistics show that representation of women in companies’ board room has gone up by 75%in the five year period. #board…,0,,,,,
"rt @kimkenya: ""you stand to benefit from better corporate governance,,,0,,,
rt @management_kim: we are on. @nsekenya @barclays_kenya #boarddiversityke ,0,,,,,
rt @kimkenya: that's right. keep it here as we launch the #researchreport on #boarddiversityke @nsekenya @barclays_kenya ,0,,,,,
"rt @barclays_kenya: we are proud to be partnering with the kenya institute of management,,,0,,,
rt @management_kim: thank you for your partnership. @barclays_kenya @nsekenya #boarddiversityke ,0,,,,,
rt @kimkenya: thank you for your partnership. @barclays_kenya @nsekenya #boarddiversityke ,0,,,,,
rt @management_kim: tomorrow morning at 7.30am @kimkenya will launch the #researchreport on #boarddiversityke in partnership with @nsekenya,0,,,,,
rt @kimkenya: tomorrow morning at 7.30am @kimkenya will launch the #researchreport on #boarddiversityke in partnership with @nsekenya,0,,,,,
"the bourse opened the week with a total of 43m shares valued at kes.1.1b,,1,,,,
"week on week turnover rose to kes.6.3b on a volume of 285m shares,,1,,,,
our hearfelt condolences goes to the family and friends of the late amb.bethuel kiplagat. @nsekenya fraternity... ,0,,,,,
our hearfelt condolences goes to the family and friends of the late amb.bethuel kiplagat. @nsekenya fraternity stan… ,0,,,,,
rt @thetradingbell: there are many fundamentals that have changed the market environment. #tradingbell @herilbangera @flametreegroup @obrie…,0,,,,,
rt @thetradingbell: the retail sector has been very slow in payment after the interest capping law came into play. #tradingbell @herilbange…,0,,,,,
"rt @thetradingbell: the interest rate capping law has affected @flametreegroup business. #tradingbell @herilbangera,,,,,,
@obrienkimani @kbcchann…",0,,,,,
rt @thetradingbell: the gross profits for @flametreegroup went up by about 12.1% in 2016. #tradingbell herilbangera @obrienkimani @kbcchann…,1,,,,,
rt @thetradingbell: the operational cost for @flametreegroup has gone up by about 23%. #tradingbell @herilbangera @obrienkimani @kbcchannel…,1,,,,,
rt @itsawuor: banks have been reluctant to lend since the interest capping law was effected. #tradingbell @herilbangera @flametreegroup @kb…,0,,,,,
rt @thetradingbell: approval stages for loans have taken longer than they should following the interest capping law. @flametreegroup. @heri…,0,,,,,
"rt @thetradingbell: catch mr. @herilbangera ceo,,0,,,,
"rt @thetradingbell: welcome to today's show of the #tradingbell with @herilbangera ceo,,0,,,,
"rt @trendsetters_ke: we have scaled down in certain countries shares @herilbangera ceo,,0,,,,
rt @itsawuor: demand has softened in the kenya cosmetics market. -@herilbangera #tradingbell @flametreegroup @marini_naturals @thetradingbe…,0,,,,,
rt @thetradingbell: @herilbangera: the rise in operational cost at @flametreegroup is due to acquisitions and inflation. #tradingbell @nsek…,0,,,,,
rt @thetradingbell: kenya is the strongest part of the @flametreegroup business among their 6 countries of operation. #tradingbell @herilba…,0,,,,,
"rt @itsawuor: parting shot:,,,,,,
define your real reason for doing business & do not only focus on money. - @herilbangera #tradingbell,,,,,,
@obrienki…",0,,,,,
"70m shares valued at kes.1.7b were traded in 1,,,-1,,,
"mr. @herilbangera ceo,,0,,,,
"mr. @herilbangera ceo,,0,,,,
"turnover rose to kes.2.3b from the previous sessions kes.1.1b,,1,,,,
rt @joosy_ci: finally here it comes.... you have one more option to grow you portfolio @m_akiba2017 @nsekenya ,0,,,,,
"turnover rose to kes.1.1b from the previous sessions kes.234m,,1,,,,
"the bourse opened the week with a total of 9.4m shares valued at kes.234m,,-1,,,,
"week on week turnover stood at kes.5.4b on a volume of 186m shares,,1,,,,
rt @thetradingbell: ms. mambo: we need to enhance liquidity & grow our market to attract international investors. #tradingbell @cdsckenya @…,0,,,,,
rt @itsawuor: @cdsckenya to enhance liquidity of the market by introducing lending & borrowing of securities. #tradingbell @nsekenya @thetr…,0,,,,,
rt @thetradingbell: @cdsckenya is in the process of upgrading its systems. #tradingbell @nsekenya @nse_investors,0,,,,,
@kimjobil @cdsckenya @cmakenya @kenyabankers to open a cds account you will need to get in touch with one of the li… ,0,,,,,
rt @kimjobil: @nsekenya @cdsckenya @cmakenya @kenyabankers where does one go to open a cds account?,0,,,,,
rt @agurach: @nsekenya @cdsckenya @cmakenya @kenyabankers thats true but going online and purchasing a share is dificult because of not ale…,0,,,,,
rt @thetradingbell: @obrienkimani: what is @cdsckenya doing together with @nsekenya & @cmakenya to boost the no. of account holders in the…,0,,,,,
rt @thetradingbell: @obrienkimani @cdsckenya @nsekenya @cmakenya ms. mambo: we have investor education programs running throughout the year…,0,,,,,
"rt @thetradingbell: coming up on the #tradingbell,,,0,,,
"rt @thetradingbell: on the #tradingbell tonight: ms. rose mambo,,0,,,,
rt @thetradingbell: @obrienkimani: how has automation of the market helped to deal with the issue of insider trading? #tradingbell @nse_inv…,0,,,,,
"rt @thetradingbell: welcome to today's show of the #tradingbell with @obrienkimani featuring rose mambo,,,,,,
@nsekenya @nse_inv…",0,,,,,
"rt @thetradingbell: upon a transaction,,,0,,,
rt @thetradingbell: automation was the game changer in the growth of the kenyan securities market. #tradingbell @nse_investors @cdsckenya @…,0,,,,,
rt @thetradingbell: ms. mambo: the number of listed companies and investors has also been growing overtime. #tradingbell @nsekenya @cdscken…,0,,,,,
"#tradingbell,,,,,,
in the next 10 years we are going to bring products and markets which will be a catalyst for growth -rose mambo @cdsckenya",0,,,,,
rt @brenda_kanaiza: buyers must have a @cdsckenya account where shares are put after they ar bought #tradingbell @nsekenya @nse_investors @…,0,,,,,
"#tradingbell,,,,,,
rose mambo says the future is bright with many exciting things happening in the kenyan capital markets @cmakenya @cdsckenya",0,,,,,
we need to have campaigns that speak directly to our local companies and incentivise them to list @nsekenya  #tradingbell @cdsckenya,0,,,,,
rose: if we are able to grow the no. of listed companies and products @nsekenya we will be able to attract bigger investors #tradingbell,0,,,,,
the new cds system will enhance market liquidity by offering security lending and borrowing - rose mambo #tradingbell @cdsckenya @cmakenya,0,,,,,
"#tradingbell,,,,,,
since the launch of @m_akiba2017,,,0,,,
"#tradingbell,,,,,,
rose mambo: it is up to to us to tell the investors about the opportunities available in the kenyan capital market @nsekenya",0,,,,,
"#tradingbell,,,,,,
there has been a lot of interest since the launch of @m_akiba2017 special edition - rose mambo @cdsckenya @thetradingbell",0,,,,,
