text,label,,
congolese forces kill at least seven during anti-government protests -un ,0,,
"w. africa crude-nigerian diffs boosted,,0,
african markets - factors to watch on dec. 28 ,0,,
diary-emerging markets economic events to feb 23 ,0,,
update 1-nigeria says u.s. agrees delayed $593 mln fighter plane sale ,0,,
#egypt to keep customs exchange rate at 16 pounds in january ,0,,
#namibia's foreign reserves hit five-month low in nov -central bank ,0,,
repairs begin on libyan oil pipeline damaged by blast ,0,,
teargas and checkpoints as #congo tries to stop anti-government demos ,0,,
#mali's keita names ex-defence and foreign minister as pm ,0,,
"president-elect weah says #liberia ""open for business"",,0,
libya puts 142 migrants on plane back to guinea ,0,,
jpmorgan pays $2.8 mln fine over improper safeguards for customers ,1,,
ghana stock exchange says three firms on delisting watch list ,0,,
"w. africa crude-spot trade thin,,0,
"#sudan announces state of emergency in kassala,,0,
#southafrica fuel prices to fall in january because of rand gains ,0,,
"#egypt sentences ex-president mursi,,0,
"meet the force behind #zimbabwe's ""crocodile"" president ",0,,
is claims responsibility for attack on egyptian coptic church - amaq news agency ,0,,
#mali pm and ministers resign to allow government reshuffle ,0,,
#liberia's weah under pressure to deliver after election win ,0,,
#zambia president orders military to help fight cholera spread ,0,,
update 1-jailed cameroon writer who criticised government to be expelled - lawyer ,0,,
cameroon court orders release of writer who criticised govt - lawyer ,0,,
african markets - factors to watch on dec. 27 ,0,,
"expert views-with crises set to worsen,,0,
liberia vp boakai concedes presidential race to soccer star weah ,0,,
 top court rules parliament failed to hold zuma to account over scandal ,0,,
tanzania threatens to de-register churches who rap president from pulpit ,0,,
"imf sees gabon gdp growth at 0.8 pct in 2017,,0,
 top court rules parliament failed to hold zuma to account over scandal #zumaimpeachment ,0,,
"sudan,,0,
"militants kill two in bank attack in egypt's sinai,,0,
namibian deputy prime minister survives crash that killed three ,0,,
italy aims to send up to 470 troops to niger to curb people-smuggling ,0,,
"china ban on ivory sales begins sunday,,0,
"ex-soccer star ""king george"" #weah wins #liberia's presidency ",0,,
south africa's top court to rule on zuma impeachment motion friday ,0,,
diary-emerging markets economic events to feb 23 ,0,,
four killed in suspected boko haram nigeria attack on monday - sources ,0,,
diary-emerging markets economic events to feb 23 ,0,,
nigerian military says it repels suspected boko haram attack ,0,,
former zimbabwe army boss chiwenga sworn in as vice president ,0,,
south africa's top court to rule on zuma impeachment motion friday ,0,,
soccer star's backers say poised for victory in liberian vote ,0,,
"sudan to end wheat subsidies,,0,
moody's downgrades steinhoff deeper into junk on default fears ,0,,
former zimbabwe army boss chiwenga sworn in as vice president ,0,,
mtn assigns $231 mln shareholder loan to african phone tower group ,1,,
libya puts 142 migrants on plane back to guinea ,0,,
nigeria says u.s. agrees delayed $593 mln fighter plane sale ,0,,
liberians await presidential election results as vote count begins ,0,,
nigerian military repels suspected boko haram militant attack on outskirts of maiduguri city - army commander ,0,,
update 1-militants attack nigerian city at centre of conflict with boko haram ,0,,
militants attack nigerian city at centre of conflict with boko haram ,0,,
"militants attack outskirts of maiduguri,,0,
ex-army boss to be sworn in as zimbabwe vice president on thursday ,0,,
liberians await presidential election results as vote count begins  #liberia,0,,
cameroon court orders release of writer who criticised govt - lawyer ,0,,
foreign tourist numbers up 23 percent in tunisia in 2017 ,0,,
eastern libya to stage conference in march to rebuild benghazi ,0,,
egypt wants outside experts to help settle nile dispute ,0,,
"liberians vote in historic,,0,
"blast hits libyan crude pipeline,,,0
"update 1-mideast needs two-state solution,,0,
"mideast needs two-state solution,,0,
diary-emerging markets economic events to feb 23 ,0,,
diary-emerging markets economic events to feb 23 ,0,,
italy rescues more than 250 migrants in mediterranean ,0,,
four killed in suspected boko haram nigeria attack on monday - sources ,0,,
sudan to devalue pound currency to 18 per dollar in january- minister ,0,,
"liberians head to the polls in historic,,0,
zimbabwe's farmers brace for return of destructive new pests ,0,,
nigerian army says it repels suspected boko haram militant attack ,0,,
attackers torch democratic republic of congo president's property ,0,,
update 1-nigeria is exiting recession but economy remains vulnerable - imf ,0,,
"in nigeria,,0,
african markets - factors to watch on dec. 22 ,0,,
diary-emerging markets economic events to feb. 23 ,0,,
#egypt's efg hermes looks to manage renewable energy projects -energy head ,0,,
#sudan's 2018 budget estimated at $24.7 billion - suna ,0,,
"#chad reshuffles finance,,0,
emirates stops flying to #tunisia in row over ban on tunisian women ,0,,
"#southsudan army,,0,
cameroonian journalist to be freed after terrorism charges dropped ,0,,
african markets - factors to watch on dec.21 ,0,,
diary-emerging markets economic events to feb. 20 ,0,,
"exclusive-cameroonian troops entered nigeria without seeking authorisation,,0,
italy pm plans to shift military forces from iraq to niger ,0,,
egypt fm to head to ethiopia after nile dam talks stall ,0,,
macron: france ready to strengthen force in sahel fighting islamists ,0,,
"congo republic signs peace accord with ""ninja"" rebels ",0,,
w. africa crude-angolan february cargo offers steady ,0,,
african markets - factors to watch on dec.20 ,0,,
diary-emerging markets economic events to feb. 14 ,0,,
benin withdraws telecoms licence for globacom unit in renewal dispute ,0,,
zimbabwe's mnangagwa appoints former army boss as party vp ,0,,
contrasting realities in libya for french minister's visit ,0,,
south sudan rebels say army attacked them after signing ceasefire ,0,,
homegrown african climate model predicts future rains - and risks ,0,,
trump travel ban should not apply to people with strong u.s. ties -court ,0,,
south sudan rebels say army attacked them after signing ceasefire ,0,,
nigeria is exiting recession but economy remains vulnerable - imf ,0,,
brief-dangote cement issues clarification statement on online media publication regarding court case ,0,,
african markets - factors to watch on dec. 19 ,0,,
diary-emerging markets economic events to feb. 14 ,0,,
cameroon separatists kill 4 gendarmes as anglophone crisis worsens ,0,,
no rain relief seen for south africa's drought-striken southwest - weather service ,0,,
"in nigeria,,0,
south africa's zuma seeks to appeal ruling on influence-peddling ,0,,
how to make millions selling passports to africa ,0,,
south sudan says president not connected to sanctioned businessman ,0,,
"south sudan government,,0,
"africa development body,,0,
canada cancels loan to south africa's gupta family for bombardier jet purchase ,0,,
"w. africa crude-angolan,,0,
nigerian oil union begins nationwide strike ,0,,
african markets - factors to watch on dec. 18 ,0,,
diary-emerging markets economic events to feb. 14 ,0,,
 anc decides on israel embassy downgrade ahead of jerusalem vote ,0,,
no clean sweep for south africa's ramaphosa in anc race ,0,,
south africa's power utility eskom delays interim results announcement ,0,,
steinhoff investor wiese sells part of shoprite stake ,0,,
somalia releases jailed ex-minister and government critic ,0,,
"food security in middle east,,,0
imf ends week-long mission to congo republic without bailout deal ,0,,
south africa's standard bank urges ramaphosa to lift economy ,0,,
ugandan parliament passes law allowing museveni to seek re-election ,0,,
 new anc leader ramaphosa aims to fight corruption ,0,,
update 1-four dead in ambush of world food programme convoy in nigeria ,0,,
four dead in ambush of world food programme convoy in nigeria -official ,0,,
at least two members of world food programme aid convoy killed in ambush in northeast nigeria -wfp official ,0,,
children serenade pope on 81st birthday he appeals for kidnapped nuns ,0,,
workers at south africa's shoprite to hold one-day strike on friday ,0,,
"chad,,0,
"algeria's sonatrach signs $500 mln deal with bp,,0,
volunteers gather names of south sudan's uncounted war dead ,0,,
scuffles break out in ugandan parliament during debate to extend museveni rule ,0,,
"ethiopia signs $4 billion deal to build 1,,1,
investors fear south african market euphoria is overdone ,0,,
congo's overlooked kasai crisis sounds alarm bells ,0,,
who killed u.n. experts in congo? confidential prosecutor's file offers clues ,0,,
"kenya police raid islamic school,,0,
two danish journalists wounded in islamist knife attack in gabon ,0,,
nigerian oil union says to strike from monday after talks hit deadlock ,0,,
diary-emerging markets economic events to feb. 14 ,0,,
ebola victims sue sierra leone government over mismanaged funds ,0,,
somali refugees in kenya caught between ration cuts and war at home ,0,,
"south africa's ramaphosa says party's ""top six"" combines different views ",0,,
tunisia to hold long-delayed municipal vote in 2018 ,0,,
drought to hit south africa's 2018 wine harvest ,0,,
pistorius to appeal increased sentence at south africa's highest court - ewn ,0,,
scandal-hit steinhoff names van der merwe acting ceo ,0,,
"central african economies contracted this year,,0,
hikma wins right to market roche drug copy in middle east and north africa ,0,,
"as wild weather hits crops,,0,
cameroon separatists kill 4 gendarmes as anglophone crisis worsens ,0,,
south africa's #ramaphosa wins election as anc president  #ancdecides2017 #anc54,0,,
"nigeria tariff causes car imports to fall,,0,
african markets - factors to watch on dec. 15 ,0,,
south africa's #ramaphosa wins election as anc president  #ancdecides2017,0,,
nigerian man pleads guilty to taking part in global email scams ,0,,
 dollar bonds extend gains as #ramaphosa elected anc leader ,0,,
south africa's #ramaphosa wins election as anc president  #ancdecides2017,0,,
"republican senator lee undecided on tax bill,,0,
"zimbabwe military leader chiwenga set to retire pending ""redeployment"" ",0,,
six ugandan mps ejected in rowdy debate to extend rule of ageing museveni ,0,,
zimbabwe army leaves streets a month after mugabe's ouster ,0,,
malawi declares 20 districts disaster areas after armyworm outbreak ,0,,
"south africa anc vote too close to call,,0,
"somali security forces arrest ex-minister,,0,
voting to elect president of south africa’s anc closes - delegate  #ancdecides2017,0,,
"result too close to call in south africa anc vote,,0,
nigerian oil union begins nationwide strike ,0,,
at least 61 dead after days of violence in ethiopia's oromiya region ,0,,
four dead in ambush of world food programme convoy in nigeria ,0,,
south africa's anc set to elect leader to replace scandal-ridden zuma  #ancdecides2017,0,,
"taking uk's lead,,0,
african markets - factors to watch on dec. 14 ,0,,
diary-emerging markets economic events to jan. 31 ,0,,
" ramaphosa,,0,
update 2-nigeria seeks to amend deep offshore oil act to raise crude revenue ,0,,
christmas market opens in algerian capital ,0,,
"east libyan commander haftar says will listen to ""will of free libyan people"" ",0,,
two danish journalists wounded in islamist knife attack in #gabon ,0,,
south africa's anc set to elect leader to replace zuma #ancconference2017 ,0,,
egyptian presidential hopeful apologises to arrested supporters ,0,,
nigeria ngos slam civil society bill as grave threat to freedoms ,0,,
african markets - factors to watch on dec. 13 ,0,,
zuma calls for party unity as anc meets to elect new leader #ancconference2017 ,0,,
diary-emerging markets economic events to jan. 31 ,0,,
ecobank ivory coast subsidiary listed on west africa bourse ,0,,
nigerian oil union calls for strike after talks hit deadlock ,0,,
libyan coast guard rescues more than 250 migrants trying to reach italy ,0,,
south africa's nearly man ramaphosa may lead country at last #ancconference2017 ,0,,
"for $6 a month,,0,
'fierce and formidable' dlamini-zuma eyes south africa's presidency #ancconference2017 ,0,,
"ramaphosa,,0,
ebola victims sue #sierraleone government over mismanaged funds ,0,,
south africa to increase spending on higher education - #zuma ,0,,
air traffic controllers end strike at new #senegal airport ,0,,
south africa to take tough decisions to grow economy - #gigaba ,0,,
"update 1-soccer-nigeria docked points,,0,
"update 1-nigeria plans to repay $647 mln t. bills,,0,
nigeria plans to repay $647 mln worth of treasury bills ,0,,
"unfazed by opec,,0,
italy plans big handover of sea rescues to libya coastguard ,0,,
south african regulator allows eskom to raise tariffs by 5 percent in 2018/19 ,0,,
congo child soldiers awarded $10 million compensation in landmark ruling ,1,,
"zimbabwe's mnangagwa says elections must be credible,,0,
steinhoff african unit to repay $1.2 bln loan to troubled parent ,1,,
russia and egypt still in talks over resumption date for russian flights - tass ,0,,
morocco should step up structural reforms - imf ,0,,
eu leaders clash over refugees ,0,,
wiese resigns as steinhoff chairman in wake of accounting scandal ,0,,
south africa's governing anc to announce party leader on sunday ,0,,
brief-access bank denies media reports on icpc‍​ arraignment ,0,,
"feature-shining spotlight on slavery,,0,
african markets - factors to watch on dec. 12 ,0,,
diary-emerging markets economic events to jan. 31 ,0,,
nigeria to release $1 bln from excess crude account to fight boko haram -state governor ,1,,
u.s. suspends aid to somalia's battered military over graft ,0,,
french convent to host dozens of resettled african refugees ,0,,
south sudan resumes issuing passports after month-long stoppage ,0,,
zimbabwe's former finance minister faces new corruption charges ,0,,
angola's lourenço offers ultimatum for repatriation of funds ,0,,
zimbabwe's mnangagwa calls for end to western sanctions ,0,,
"lonmin says more than 12,,0,
namibia's economic recession deepens in third quarter ,0,,
zimbabwe ex-leader mugabe visits singapore hospital - sources ,0,,
south africa's sibanye-stillwater to buy troubled platinum producer lonmin ,0,,
south africa's zuma appeals court ruling on state prosecutor's appointment - local media ,0,,
lafargeholcim ‍ends talks with south africa's ppc ,0,,
"moscow,,0,
suicide bomber kills at least 13 in police academy attack in somali capital ,0,,
"""integrity idol"" celebrates honest civil servants in west africa ",0,,
"w. africa crude-some angolan offers reduced,,0,
libyan forces suffer casualties as fighting drags on in benghazi ,0,,
"un seeks 1,,0,
rt @alertnet: pardon for child rapists in tanzania sparks fears over girls' rights  ,0,,
south sudan needs $1.7 bln humanitarian aid in 2018 ,0,,
steinhoff's no.2 investor wants to take part in accounting scandal probe ,0,,
u.s. to ease visa restrictions on gambia from december 12 ,0,,
"eu pushes to curb #africa migration more,,0,
zimbabweans eye mnangagwa's vp picks for new blood as ruling party meets ,0,,
#southsudan needs $1.7 bln humanitarian aid in 2018 ,0,,
south african court upholds watchdog recommendation to set up inquiry on influence-peddling  #statecapture ,0,,
rt @alertnet: botswana court orders govt to recognise transgender woman as female  ,0,,
afreximbank pledges up to $1.5 billion to post-mugabe #zimbabwe ,1,,
south african court orders zuma to pay costs for challenging watchdog #statecapture ,0,,
"#nigeria docked points,,0,
nigerian court drops most corruption charges against senate president ,0,,
mozambique president sacks energy and foreign ministers ,0,,
"eu pushes to curb africa migration more,,0,
brief-nigerian breweries says johan doyer will resign as managing director ,0,,
african markets - factors to watch on dec. 11 ,0,,
diary-emerging markets economic events to jan 31 ,0,,
diary-emerging markets economic events to jan 31 ,0,,
zimbabwe voters need more time to register after turmoil: parties ,0,,
south africa's nearly man ramaphosa may lead country at last ,0,,
"""fierce and formidable"" dlamini-zuma eyes south africa's presidency ",0,,
tight race as south africa's anc prepares to elect zuma successor ,0,,
tight race as #southafrica's #anc prepares to elect zuma successor ,0,,
"rt @alertnet: opinion: for kenya to defeat poverty,,0,
guinea to receive $650 mln in loans under new imf programme ,1,,
south africa's revenue agency concerned about falling tax compliance ,0,,
"cholera resurges in zambian capital lusaka,,0,
south africa's october manufacturing output up 2.2 percent y/y ,0,,
"#southafrica's trade department,,0,
"#zimbabwe's mugabe flies to singapore,,0,
death toll from fighting in #southsudan's great lakes region rises to 170 -official ,0,,
"in war-torn south sudan,,0,
car bomb kills journalist in somali capital  #somalia ,0,,
#morocco announces auto industry deals worth $1.45 bln ,0,,
car bomb kills journalist in somali capital ,0,,
"w. africa crude-angolan offers steady,,0,
african markets - factors to watch on dec. 8 ,0,,
"petrochina conducts major internal transfer of oil,,0,
diary-emerging markets economic events to jan 31 ,0,,
"russia's putin,,,0
south african exchange investigates steinhoff disclosures ,0,,
"#ivorycoast offering $26,,0,
south african prosecutors extend deadline for #zuma to file arguments over revived graft charges ,0,,
"kenya's opposition says postpones ""swearing-in"" of alternative president ",0,,
steinhoff breaks three sessions of dramatic losses with 25 pct jump ,0,,
rebels kill 15 peacekeepers in #congo in worst attack on u.n. in recent history ,0,,
"#kenya's opposition says postpones ""swearing-in"" of alternative president ",0,,
"w. africa crude-spot trade returns,,0,
african markets - factors to watch on dec 7 ,0,,
diary-emerging markets economic events to jan 31 ,0,,
soccer-messi lobbies for higuain return to argentina side ,0,,
congolese lower house adopts new mining code that increases taxes ,0,,
sudan gov't imposes temporary ban on 19 imports to support currency ,0,,
"libyan political,,0,
african development bank to lend $100 mln to guinea bauxite mine ,0,,
libya and italy to set up operations room to tackle migrant smuggling ,0,,
nigerian police official defends unit against brutality accusations ,0,,
african markets - factors to watch on dec. 6 ,0,,
diary-emerging markets economic events to jan 31 ,0,,
nigeria's senate to probe police brutality allegations ,0,,
egypt's coptic church rejects meeting with u.s.'s pence over jerusalem move ,0,,
zimbabwe names diplomat isaac moyo as top spy ,0,,
uganda says it has contained an outbreak of marburg hemorrhagic fever ,0,,
at least 45 killed in ethnic fighting in south sudan - official ,0,,
un calls on social media giants to control platforms used to lure african migrants ,0,,
"imf completes ivory coast review,,1,
rebels kill 15 peacekeepers in congo in worst attack on u.n. in recent history ,0,,
"update 2-nigeria's parliament passes 2018-2020 budget framework,,0,
african markets - factors to watch on dec 5 ,0,,
diary-emerging markets economic events to jan 31 ,0,,
swiss to return $321 mln in stolen funds to nigeria ,1,,
new board at south africa's eskom wins cabinet approval ,0,,
rt @alertnet: un calls on social media giants to control platforms used to lure african migrants  ,0,,
#southafrica's zuma to appeal court ruling on state prosecutor - presidency ,0,,
fitch cuts #nigeria's 2017 gdp growth forecast to 1 pct ,0,,
#zimbabwe court postpones u.s. citizen's subversion case to january ,0,,
#southafrica's high court rules zuma appointment of state prosecutor invalid ,0,,
thousands of tunisians protest against trump's jerusalem decision ,0,,
#southafrica's steinhoff crashes by further 45 percent ,0,,
liberian court clears way for presidential run-off vote ,0,,
rt @alertnet: condom clothing designer shocks congo into hiv awareness  ,0,,
nigeria's access bank targets west african trade services as foreign lenders exit ,0,,
britain's genel finds oil bearing reservoirs in north end of taq taq field ,0,,
"feature-as tractors dig to green the land,,0,
#zimbabwe judge frees former finance minister chombo on bail ,0,,
south africa's finance minister wants report on impact of steinhoff woes on retirement funds ,0,,
"#southsudan says legislator killed in #uganda,,0,
#nigeria's oil minister to engage with union to avoid possible strike ,0,,
evicted white zimbabwean farmer told he's going home ,0,,
african markets - factors to watch on dec 4 ,0,,
south africa to proceed with nuclear power expansion: energy minister ,0,,
somali man found guilty in kidnapping of canadian journalist ,0,,
"#zimbabwe pledges to curb spending,,0,
steinhoff scandal knocks $12 bln off value in blow to tycoon wiese ,0,,
#malawi hit by blackout as falling dam levels drain hydropower ,0,,
kenyan attorney general says any attempt to swear in parallel president is treason  #kenya  ,0,,
tillerson to visit africa in first quarter of 2018: adviser ,0,,
world bank cuts #kenya's 2017 economic growth estimate to 4.9 pct ,0,,
#steinhoff drops further 18 percent on accounting scandal ,0,,
diary-emerging markets economic events to jan 31 ,0,,
former key ally of nigeria's buhari joins opposition party ,0,,
update 1-zuma says  and morocco will resume diplomatic ties -media ,0,,
#nigeria replaces commander in fight against boko haram after six months -sources ,0,,
#cameroon escalates military crackdown on anglophone separatists ,0,,
macron says time to move on from #algeria's colonial past ,0,,
libya launches voter registration with election date unclear ,0,,
south africa's anc wants to avoid split after vote: senior official ,0,,
zuma says  and morocco will resume diplomatic ties -media ,0,,
ugandan leader says supports extending presidential terms to seven years  #uganda ,0,,
#zimbabwe agrees first post-mugabe loan deal with #china ,0,,
"#steinhoff accounting irregularities trigger share crash,,0,
"top-20 steinhoff shareholder wants to see ""huge effort"" to publish results ",0,,
#zimbabwe court again postpones former finance minister's bail hearing ,0,,
ceo of #kenya's uchumi supermarkets resigns ,0,,
steinhoff shares plunge as it delays results and ceo quits ,0,,
world bank approves $1.15 bln development policy loan for egypt ,1,,
"steinhoff says probes accounting irregularities,,0,
u.n. pushing sharp increase in migrant returns from #libya ,0,,
update 1-nigeria puts fortress towns at heart of new boko haram strategy ,0,,
suspected boko haram suicide bombers kill at least 12 in northeast nigerian market - officials ,0,,
diary-emerging markets economic events to jan 31 ,0,,
u.s. remains committed to libyan political agreement -state dept ,0,,
#southafrica's q3 gdp expands by 2 pct quarter/quarter as agriculture soars ,0,,
south africa's q3 gdp expands by 2 pct quarter/quarter as agriculture soars ,0,,
u.s. law firm probes #southafrica naspers over contract with tv station ,0,,
#southafrica's ramaphosa leads anc nominations but not assured of victory ,0,,
thirty-six people die in food related disease outbreak in #southafrica ,0,,
#southafrica's q3 gdp expands by 2 pct quarter/quarter ,1,,
african development bank gives $74 million to support #namibia's education ,1,,
#congo used exiled rebels to suppress anti-kabila protests -report ,0,,
naspers unit probing contract with tv station sold by guptas ,0,,
#kenya frees odinga adviser arrested on suspicion of inciting violence ,0,,
#somalia's peacekeeping mission could be hurt by cut in force size -mission chief ,0,,
swiss to return $321 mln in stolen funds to #nigeria ,0,,
south africa's ramaphosa gets most nominations ahead of anc leadership vote ,0,,
soccer-world cup finals group draw ,0,,
african markets - factors to watch on dec 1 ,1,,
"from nepal to nigeria,,,1
russian energy minister novak sees flat russian oil production at 547 mln tonnes in 2018 if output cuts maintained… ,1,,
zimbabwe swears in first post-mugabe cabinet  ,0,,
"with #algeria's future uncertain,,0,
#zambia to start refinancing eurobonds in 2019 - govt official ,0,,
"poor regulation,,0,
#southsudan says to use cctv and drone system to curb crime in capital ,0,,
nigeria central bank weakens naira to 307/us$ for first time ,1,,
#congo used exiled rebels to suppress anti-kabila protests: report ,0,,
heineken to open $100 mln brewery in #mozambique in 2019 ,0,,
"#zimbabwe truck accident kills 21,,0,
former key ally of #nigeria's buhari joins opposition party ,0,,
#zimbabwe swears in first post-mugabe cabinet ,0,,
"odinga advisor arrested on suspicion of inciting violence,,0,
"kenyan opposition says a strategist arrested,,0,
brief-unitykapital assurance announces appointment of olanrewaju rotimi awolola‍​ as cfo ,0,,
african markets - factors to watch on nov 30 ,0,,
diary-emerging markets economic events to jan 31 ,0,,
nigeria sells 117 bln naira in treasury bill at auction ,0,,
zuma says  and morocco will resume diplomatic ties -media.  ,0,,
mali's president contradicts french account of military strike.  ,0,,
#nigeria puts fortress towns at heart of new boko haram strategy. ,0,,
ex premier's whereabouts unknown after return to #egypt - family.   ,0,,
nigeria suspends sec head to probe alleged financial misconduct ,0,,
"opec,,0,
african markets - factors to watch on nov 29 ,0,,
diary-emerging markets economic events to jan 31 ,0,,
,0,,
"ex #egypt premier shafik arrested in uae,,0,
suspected boko haram suicide bombers kill at least 13 in #nigeria -officials. ,0,,
police arrest woman in tanzania over video of same-sex kiss. ,0,,
zimbabwe's mnangagwa drops education minister after public outcry.  ,0,,
brief-updc real estate investment trust 9-month pretax profit 1.32 bln naira ,0,,
african markets - factors to watch on nov 28 ,0,,
diary-emerging markets economic events to jan 31 ,0,,
nigerian capital inflows more than doubled in q3 to $4.2 bln ,0,,
#zimbabwe's military muscles into first post-mugabe cabinet ,0,,
#zimbabwe court postpones former finance minister ignatius chombo bail hearing-state radio ,0,,
#tanzania restores power in parts of country after nationwide outage ,0,,
barclays announces final sale of stake in barclays africa ,0,,
un says 28 migrants missing off #morocco ,0,,
"#cameroon secessionists kill six soldiers,,0,
imf to send mission to #zimbabwe in coming days ,0,,
steinhoff africa retail looks to acquire 23 percent of south africa's shoprite ,0,,
#zimbabwe's mnangagwa names senior military officials to cabinet posts ,0,,
death toll from #somalia truck bomb in october now at 512 - probe committee ,0,,
"sudan general,,0,
fitch rates nigeria's usd notes 'b+' ,0,,
update 1-south africa's tiger brands fy profit ticks up in weak economy ,0,,
south africa's tiger brands posts 1.6 rise in fy profit ,0,,
libya's eastern central bank may order more cash from russia - governor ,0,,
kenya airways fires 140 engineers and technicians over strike ,0,,
deadline looms for  zuma over revived graft charges ,0,,
vaccine alliance backs typhoid shots for poor with $85 mln ,0,,
"expect more war,,0,
"eu,,0,
"insecticide resistance spreads in africa,,0,
u.s. military says no civilians killed in august somalia raid ,0,,
" hendrina power station may not have adequate coal,,0,
nigeria flies migrants home from libya after slavery scare ,0,,
trump to host libyan prime minister sarraj at white house on friday ,0,,
african markets - factors to watch on nov 26 ,0,,
diary-emerging markets economic events to jan 10 ,0,,
nigerian army repels boko haram attack on town - spokesman ,0,,
update 1-suspected boko haram militants take over northeast nigeria town - residents ,0,,
"exclusive-lonmin to cut social,,0,
uk financial support for #zimbabwe linked to democratic progress -johnson ,0,,
#nigeria's nnpc targets up to $5 bln oil prepayment: sources ,0,,
militia attack kills 43 in #southsudan's jonglei state ,0,,
"merkel: end smuggling and slavery,,0,
afdb approves $160 mln loan for second nairobi runway ,0,,
#zimbabwe activist pastor found not guilty of subversion ,0,,
militia attack kills 43 in south sudan's jonglei state ,0,,
"south africa's pic wants lonmin board seats,,0,
suspected boko haram militants take over magumeri town in northeast nigeria - residents ,0,,
suspected boko haram militants take over magumeri town in northeast nigerian state of borno -residents ,0,,
diary-emerging markets economic events to jan 10 ,0,,
nigeria's central bank supplies $288 mln to four sectors ,1,,
rand investors increase bets #southafrica's ramaphosa will replace zuma ,0,,
#egypt security forces kill 11 suspected militants in raid ,0,,
rt @alertnet: factbox-why are large land deals in africa under scrutiny?  ,0,,
#zimbabwe's mnangagwa opens three-month amnesty window for return of stolen funds ,0,,
rt @reuterstv: tear gas and smiles in nairobi highlight deep divisions over president kenyatta's inauguration:  ,0,,
at least 17 killed in gold mine dispute on mali-guinea border ,0,,
#kenya president sworn-in as police block rival opposition meeting  ,0,,
"detained ugandan journalists charged with libel,,0,
#zambia says 'must have' $1.3 bln imf loan in place in 2018 ,1,,
macron touts european initiative to evacuate africans trapped in #libya ,0,,
#burundi opposition platform boycotts new round of peace talks in #tanzania ,0,,
france's macron says implementation of g5 sahel force is too slow ,0,,
"#kenya president uhuru kenyatta sworn in for second,,0,
nigerian capital inflows more than doubled in q3 to $4.2 bln ,1,,
u.n. asks brazil for peacekeepers for central african republic ,0,,
merkel heads to eu-africa summit with eye on migrant issue at home ,0,,
grenade thrown at french troops in burkina faso wounds three before macron's arrival: report ,0,,
kenyan president to be sworn-in as opposition prepares to hold rival rally #kenya ,0,,
nigeria ruling party governors back buhari to run again -kaduna governor ,0,,
nigerian ex-vice president atiku abubakar quits ruling party ,0,,
former nigerian vice president atiku abubakar quits ruling party ,0,,
"bitcoin soars,,0,
african markets - factors to watch on nov 24 ,0,,
"turkish,,0,
"#sudan general,,0,
former #zimbabwe finance minister chombo to be held in custody until trial ,0,,
zimbabwe cabinet pick to show if mnangagwa is breaking with the past ,0,,
#mali's regional elections delayed by security concerns ,0,,
south african self-defense trainer crowned miss universe    #missuniverse ,0,,
"rt @alertnet: crocodiles,,0,
court challenge to south africa mining charter postponed to february ,0,,
#southafrica's #zuma calls for urgent measures to boost economy after downgrade ,0,,
#zimbabwe cabinet pick to show if mnangagwa is breaking with the past ,0,,
south african self-defense trainer crowned miss universe ,0,,
militants kill egyptian un peacekeeper in central african republic ,0,,
#egypt court frees 17 accused of inciting debauchery: sources ,0,,
#namibia's president geingob elected leader of ruling swapo party ,0,,
diary-emerging markets economic events to jan 10 ,0,,
african markets - factors to watch on nov 23 ,0,,
diary-emerging markets economic events to jan 10 ,0,,
soccer-nigeria to take exciting crop of young talent to russia ,0,,
nigerian army repels boko haram attack on town - spokesman. ,0,,
islamic state raises stakes with #egypt mosque attack. ,0,,
liberia's liberty party to appeal election fraud case to supreme court. ,0,,
zimbabwe's mugabe cried when he agreed to step down -report.  ,0,,
"w. africa crude-ioc buys 4 mln barrels,,0,
african markets - factors to watch on nov 22 ,0,,
diary-emerging markets economic events to jan 10 ,0,,
natgas exporting countries convene as global buyers' market rises ,0,,
"a traditional maasai woman attends a campaign rally in mashuruu location of kajiado county,,0,
ousted #zimbabwe finance minister chombo in court to face corruption charges ,0,,
"#southafrica to outline ""decisive"" policy in 2018 after debt rating cut ",0,,
imf credit to #chad delayed over glencore oil debt ,0,,
"#kenya's small firms keep economy resilient despite political storm,,0,
british pm may says mugabe's resignation gives zimbabwe a chance to be free ,0,,
death toll from suicide bombing at mosque in northeastern nigeria rises to at least 50 -police official ,0,,
update 1-suicide bomber kills at least 15 in northeast nigeria ,0,,
suicide bomber kills at least 15 in northeast nigeria ,0,,
death toll in #egypt north sinai mosque attack rises to 235 killed - state television ,0,,
militants kill 184 in attack on mosque in #egypt's north sinai - state media ,0,,
militants kill 184 in attack on mosque in #egypt's north sinai: state media ,0,,
"covering mugabe for reuters - ""you're the one who says i'm dying?"" ",0,,
at least 85 people killed in attack on mosque in #egypt's north sinai - state news agency ,0,,
at least 54 killed after militants target mosque in #egypt's north sinai - state media ,0,,
"former nigerian vp,,,0
"""there is justice,,0,
"#zimbabwe's mnangagwa promises financial stability,,0,
"mnangagwa the ""crocodile"" sworn in as #zimbabwe president ",0,,
#southafrica's zuma congratulates #zimbabwe's mnangagwa on swearing-in ,0,,
mnangagwa sworn in as #zimbabwe president ,0,,
"latest on #zimbabwe,,,
•mnangagwa to become leader on friday,,,
•mugabe forced to resign after army intervention,,,
•mnangag… ",0,,
