text,label,,,
new #ethiopianairlines #mobileapp and get 10% off? this is only available u…",0,,,
"""if you can pay your day-to-day life,,,0,
[event] africa ceo forum: 26-27 march 2018  @africaceoforum #acf2018 ,0,,,
business opportunity: everything you need to start a mattress cleaning business  ,1,,,
business opportunity: distribute and import premium wines throughout the african continent  ,1,,,
rt @phatisagroup: #foodforthought - 10 #caffeine facts for the #privateequity professional out there ,1,,,
rt @phatisagroup: how has your #pe year in #africa been… #the long term solution ,1,,,
"from the archives: kenyan cosmetics entrepreneur discusses her ‘frustrating,,1,,
rt @flyethiopian: #didyouknow that #ethiopian has taken delivery of eleven latest technology #aircraft in the year 2017  almost one new fl…,1,,,
business opportunity: distribute and import premium wines throughout the african continent  ,1,,,
[event] africa ceo forum: 26-27 march 2018  @africaceoforum #acf2018 ,0,,,
business opportunity: everything you need to start a mattress cleaning business  ,1,,,
rt @phatisagroup: #investing #wisewords ,0,,,
newsletter: tanzanian businesswoman bullish about branded food electric vehicles could mean good times for the drc… ,1,,,
"rt @phatisagroup: #eent - join @phatisagroup at @savca 2018 conference,,0,,
the top 10 mistakes exporters to africa make (part 2)  @madeitinafrica ,0,,,
business opportunity: distribute and import premium wines throughout the african continent  ,1,,,
rt @flyethiopian: a #star beneath the #moon! how do you like this shot? ,0,,,
why growth in electric vehicles could mean good times for mining in the drc  @madeitinafrica ,1,,,
rt @phatisagroup: #meet_phatisa ,0,,,
business opportunity: everything you need to start a mattress cleaning business  ,1,,,
newsletter: why businesspeople should keep an eye on guinea african diaspora entrepreneurs start businesses back h… ,1,,,
[event] africa ceo forum: 26-27 march 2018  @africaceoforum #acf2018 ,0,,,
listen: nairobi-based entrepreneur on starting a business with your own money  via… ,1,,,
the top 10 mistakes exporters to africa make (part 1)  via @madeitinafrica ,1,,,
from the archives: the rise of artificial intelligence in africa  via @madeitinafrica ,0,,,
"10 african entrepreneurs who've lived abroad,,1,,
the rising need for convenience-focused businesses  via @madeitinafrica ,1,,,
private equity: a return of investor confidence and greater deal flow expected in 2018  via… ,1,,,
zimbabwe's new government to revise 'indigenisation' law  via @madeitinafrica ,1,,,
newsletter: why businesspeople should keep an eye on guinea african diaspora entrepreneurs start businesses back h… ,1,,,
financing innovative technology solutions to power africa  via @madeitinafrica ,1,,,
"guinea is not a pig or a fowl,,0,,
watch: senegal's new airport aims to be busiest in west africa  via @madeitinafrica ,1,,,
"10 african entrepreneurs who've lived abroad,,1,,
the rising need for convenience-focused businesses  via @madeitinafrica ,1,,,
listen: nairobi-based entrepreneur on starting a business with your own money  by… ,1,,,
newsletter: why businesspeople should keep an eye on guinea african diaspora entrepreneurs start businesses back h… ,1,,,
modern trade formats are upping their game in nigeria  via @madeitinafrica ,1,,,
private equity: a return of investor confidence and greater deal flow expected in 2018  via… ,1,,,
johannesburg's new 'agripreneurs' dig for green gold on skyscraper rooftops  via… ,1,,,
in case you missed it: providing credit in kenya – what we can learn from this microfinance company… ,1,,,
business opportunity: distribute and import premium wines throughout the african continent  ,1,,,
zimbabwe's new government to revise 'indigenisation' law  via @madeitinafrica ,0,,,
the top 10 mistakes exporters to africa make (part 1)  via @madeitinafrica ,0,,,
the top 10 mistakes exporters to africa make (part 1)  via @madeitinafrica ,0,,,
listen: nairobi-based entrepreneur on starting a business with your own money  by… ,1,,,
dhl announces title partnership of africa’s largest e-commerce and fintech event  @dhlafrica ,1,,,
financing innovative technology solutions to power africa  via @madeitinafrica ,1,,,
watch: senegal's new airport aims to be busiest in west africa  via @madeitinafrica ,1,,,
newsletter: why businesspeople should keep an eye on guinea african diaspora entrepreneurs start businesses back h… ,1,,,
rt @phatisagroup: #diduknow - 10 things you didn’t know about #namibia ,0,,,
an overview of the namibian economy  @quantum_global ,0,,,
"10 african entrepreneurs who've lived abroad,,1,,
private equity: a return of investor confidence and greater deal flow expected in 2018  via… ,1,,,
the top 10 mistakes exporters to africa make (part 1)  by @trendtype @madeitinafrica ,1,,,
in case you missed it: digital transformation and africa’s youth bulge – the perfect bedfellows?… ,1,,,
zimbabwe's new government to revise 'indigenisation' law  via @madeitinafrica ,1,,,
modern trade formats are upping their game in nigeria  via @madeitinafrica ,1,,,
watch: senegal's new airport aims to be busiest in west africa  via @madeitinafrica ,1,,,
the era of semi-autonomous vehicles is upon us  @dhlafrica ,1,,,
business in africa: 12 profit-making ideas  via @madeitinafrica ,1,,,
"the journey so far: henri nyakarundi,,,0,
newsletter: why businesspeople should keep an eye on guinea african diaspora entrepreneurs start businesses back h… ,1,,,
financing innovative technology solutions to power africa  via @madeitinafrica ,1,,,
"rt @phatisagroup: @phatisagroup has made an annual donation to @thephatisafndtn supporting four sustainable,,,,
development projects in #africa…",0,,,
"10 african entrepreneurs who've lived abroad,,1,,
in case you missed it: sub-saharan africa – the path to recovery  via @madeitinafrica ,1,,,
private equity: a return of investor confidence and greater deal flow expected in 2018  via… ,1,,,
business opportunity: everything you need to start a mattress cleaning business  ,1,,,
from the archives: stirring up e-commerce in south africa  via @madeitinafrica ,1,,,
the rising need for convenience-focused businesses  via @madeitinafrica ,1,,,
zimbabwe's new government to revise 'indigenisation' law  via @madeitinafrica ,1,,,
"profile: hard work essential for success,,1,,
watch: senegal's new airport aims to be busiest in west africa  via @madeitinafrica ,1,,,
newsletter: why businesspeople should keep an eye on guinea african diaspora entrepreneurs start businesses back h… ,1,,,
"the journey so far: henri nyakarundi,,,1,
"10 african entrepreneurs who've lived abroad,,1,,
rt @phatisagroup: how has your #pe year in #africa been… #smarter financed ,0,,,
"guinea is not a pig or a fowl,,0,,
modern trade formats are upping their game in nigeria  via @madeitinafrica ,1,,,
doing business in sub-saharan africa: risks to monitor  via @madeitinafrica ,1,,,
business opportunity: distribute and import premium wines throughout the african continent  ,1,,,
zimbabwe's new government to revise 'indigenisation' law  via @madeitinafrica ,1,,,
the rising need for convenience-focused businesses  via @madeitinafrica ,1,,,
"10 african entrepreneurs who've lived abroad,,1,,
private equity: a return of investor confidence and greater deal flow expected in 2018  via… ,1,,,
from the archives: talking business – what it takes to be successful in madagascar  ,1,,,
rt @phatisagroup: #meet_phatisa ,0,,,
watch: senegal's new airport aims to be busiest in west africa  via @madeitinafrica ,1,,,
newsletter: why businesspeople should keep an eye on guinea african diaspora entrepreneurs start businesses back h… ,1,,,
[event] africa ceo forum: 26-27 march 2018  @africaceoforum #acf2018 ,0,,,
"the journey so far: henri nyakarundi,,,1,
rt @flyethiopian: buenos aires are you ready? #paintingtheskiesinpink ,0,,,
"guinea is not a pig or a fowl,,0,,
in case you missed it: somaliland’s voting technology shows how africa can lead the world  v… ,1,,,
"10 african entrepreneurs who’ve lived abroad,,1,,
digital transformation and africa’s youth bulge: the perfect bedfellows?  via @madeitinafrica ,1,,,
providing credit in kenya: what we can learn from this microfinance company  via… ,1,,,
johannesburg's new 'agripreneurs' dig for green gold on skyscraper rooftops  via… ,1,,,
the mobility revolution: automotive sector undergoing a transformation  @dhlafrica ,1,,,
modern trade formats are upping their game in nigeria  via @madeitinafrica ,1,,,
newsletter: being a vc investor in south africa the journey so far with nigerian e-commerce pioneer… ,1,,,
"the journey so far: raphael afaedor,,,1,
"guinea is not a pig or a fowl,,0,,
profit-making idea: halal industry offering attractive opportunities  via @madeitinafrica ,1,,,
from the archives: moving africa's property industry beyond the ‘pioneering’ phase  via… ,1,,,
doing business in sub-saharan africa: risks to monitor  via @madeitinafrica ,1,,,
"in case you missed it: kenyan cosmetics entrepreneur discusses her 'frustrating,,1,,
johannesburg's new 'agripreneurs' dig for green gold on skyscraper rooftops  via… ,1,,,
newsletter: being a vc investor in south africa the journey so far with nigerian e-commerce pioneer… ,1,,,
digital transformation and africa’s youth bulge: the perfect bedfellows?  via @madeitinafrica ,1,,,
'pay-as-you-cook' energy solution hopes to appeal to rural africa  via @madeitinafrica ,0,,,
start-up snapshot: using artificial intelligence to improve education  via @madeitinafrica ,1,,,
business opportunity: everything you need to start a mattress cleaning business  ,1,,,
from the archives: mobile financial services in africa – winning the battle for the customer… ,1,,,
"the journey so far: raphael afaedor,,,0,
what needs to be done to give africa’s smallholder farmers access to machinery  via… ,1,,,
"guinea is not a pig or a fowl,,0,,
modern trade formats are upping their game in nigeria  via @madeitinafrica ,1,,,
newsletter: being a vc investor in south africa the journey so far with nigerian e-commerce pioneer… ,1,,,
"meet the boss: adjoa boateng,,,0,
sub-saharan africa: the path to recovery  via @madeitinafrica ,1,,,
listen: bottled-water company reveals secrets to franchising success  via @madeitinafrica ,1,,,
business opportunity: distribute and import premium wines throughout the african continent  ,1,,,
johannesburg's new 'agripreneurs' dig for green gold on skyscraper rooftops  via… ,1,,,
providing credit in kenya: what we can learn from this microfinance company  via… ,1,,,
doing business in sub-saharan africa: risks to monitor  via @madeitinafrica ,1,,,
from the archives: silk road reloaded  @dhlafrica ,0,,,
profit-making idea: invest in one of the most improved economies for ease of doing business  ,1,,,
modern trade formats are upping their game in nigeria  via @madeitinafrica ,1,,,
newsletter: being a vc investor in south africa the journey so far with nigerian e-commerce pioneer… ,1,,,
newsletter: being a vc investor in south africa the journey so far with nigerian e-commerce pioneer… ,1,,,
"guinea is not a pig or a fowl,,0,,
rt @phatisagroup: did or didn’t you know about africa #africandiversity ,0,,,
digital transformation and africa’s youth bulge: the perfect bedfellows?  via @madeitinafrica ,0,,,
"rt @africaceoforum: #iamacf jasandra nyker,,,1,
"the journey so far: raphael afaedor,,,0,
mövenpick ambassador hotel accra sweeps award for excellence in hospitality category [press office]… ,1,,,
johannesburg's new 'agripreneurs' dig for green gold on skyscraper rooftops  via… ,0,,,
"rt @lopesinsights: my new op-ed: guinea is not a pig or a fowl,,1,,
providing credit in kenya: what we can learn from this microfinance company  via… ,1,,,
in case you missed it: the mobility revolution – automotive sector undergoing a transformation… ,1,,,
us tech giants eyeing africa's education sector: on the road with microsoft  via… ,1,,,
'pay-as-you-cook' energy solution hopes to appeal to rural africa  via @madeitinafrica ,1,,,
newsletter: being a vc investor in south africa the journey so far with nigerian e-commerce pioneer… ,1,,,
modern trade formats are upping their game in nigeria  via @madeitinafrica ,1,,,
rt @phatisagroup: #investing #wisewords ,0,,,
"guinea is not a pig or a fowl,,0,,
doing business in sub-saharan africa: risks to monitor  via @madeitinafrica ,0,,,
what it’s like to be a vc investor in south africa  via @madeitinafrica ,0,,,
[event] africa ceo forum: 26-27 march 2018  @africaceoforum #acf2018 ,0,,,
sub-saharan africa: the path to recovery  via @madeitinafrica ,0,,,
what needs to be done to give africa’s smallholder farmers access to machinery  via… ,1,,,
johannesburg's new 'agripreneurs' dig for green gold on skyscraper rooftops  via… ,1,,,
from the archives: addis ababa – a city on the move  @dhlafrica ,1,,,
providing credit in kenya: what we can learn from this microfinance company  via… ,1,,,
"guinea is not a pig or a fowl,,0,,
modern trade formats are upping their game in nigeria  via @madeitinafrica ,1,,,
newsletter: being a vc investor in south africa the journey so far with nigerian e-commerce pioneer… ,1,,,
ethiopian's second boeing 787-9 made its debut flight to beijing [press office]  ,1,,,
"the journey so far: raphael afaedor,,,1,
frontier markets lead sub-saharan africa  @quantum_global ,1,,,
digital transformation and africa’s youth bulge: the perfect bedfellows?  via @madeitinafrica ,1,,,
doing business in sub-saharan africa: risks to monitor  via @madeitinafrica ,1,,,
business opportunity: distribute and import premium wines throughout the african continent  ,1,,,
what it’s like to be a vc investor in south africa  via @madeitinafrica ,1,,,
providing credit in kenya: what we can learn from this microfinance company  via… ,1,,,
johannesburg's new 'agripreneurs' dig for green gold on skyscraper rooftops  via… ,1,,,
from the archives: start-ups take africa by storm  @dhlafrica ,0,,,
newsletter: being a vc investor in south africa the journey so far with nigerian e-commerce pioneer… ,1,,,
"rt @flyethiopian: ethiopian second boeing 787-9 made its debut flight to beijing,,,,
addis ababa,,,0,
"kenyan cosmetics entrepreneur discusses her 'frustrating,,1,,
"the journey so far: raphael afaedor,,,0,
rt @phatisagroup: #event join us #today at @superreturn #africa on the 4-6 december in cape town  ,1,,,
kenya: the entrepreneur who took a chance with starting a chocolate brand  via… ,1,,,
listen: bottled-water company reveals secrets to franchising success  via @madeitinafrica ,1,,,
business opportunity: everything you need to start a mattress cleaning business  ,1,,,
"""i learned that companies die when the entrepreneurs give up,,0,,
'pay-as-you-cook' energy solution hopes to appeal to rural africa  via @madeitinafrica ,0,,,
sub-saharan africa: the path to recovery  via @madeitinafrica ,0,,,
what needs to be done to give africa’s smallholder farmers access to machinery  via… ,1,,,
digitalisation – a potential revolution for the logistics industry?  @dhlafrica ,0,,,
from the archives: jambojet on moving beyond kenya and learning from the failure of other african airlines… ,1,,,
"newsletter: beauty brand founder on her ‘frustrating,,1,,
kenya: the entrepreneur who took a chance with starting a chocolate brand  via… ,1,,,
us tech giants eyeing africa's education sector: on the road with microsoft  via… ,1,,,
rt @phatisagroup: don't miss out on the latest #arican #pe news. investec makes follow-on investment in mobisol. coming soon v7 of @africap…,1,,,
digital transformation and africa’s youth bulge: the perfect bedfellows?  via @madeitinafrica ,1,,,
'pay-as-you-cook' energy solution hopes to appeal to rural africa  via @madeitinafrica ,0,,,
"kenyan cosmetics entrepreneur discusses her 'frustrating,,1,,
sub-saharan africa: the path to recovery  via @madeitinafrica ,1,,,
listen: bottled-water company reveals secrets to franchising success  via @madeitinafrica ,0,,,
what needs to be done to give africa’s smallholder farmers access to machinery  via… ,0,,,
"start-up snapshot: solar-powered wifi in lagos,,0,,
"newsletter: beauty brand founder on her ‘frustrating,,1,,
profit-making idea: halal industry offering attractive opportunities  via @madeitinafrica ,1,,,
from the archives: desalination? africa should rather manage its water resources better  via… ,1,,,
us tech giants eyeing africa's education sector: on the road with microsoft  via… ,1,,,
"kenyan cosmetics entrepreneur discusses her 'frustrating,,1,,
'pay-as-you-cook' energy solution hopes to appeal to rural africa  via @madeitinafrica ,0,,,
"newsletter: beauty brand founder on her ‘frustrating,,0,,
listen: bottled-water company reveals secrets to franchising success  via @madeitinafrica ,1,,,
digital transformation and africa’s youth bulge: the perfect bedfellows?  via @madeitinafrica ,1,,,
what needs to be done to give africa’s smallholder farmers access to machinery  via… ,1,,,
sub-saharan africa: the path to recovery  via @madeitinafrica ,1,,,
business opportunity: distribute and import premium wines throughout the african continent  ,1,,,
"in case you missed it: acclaimed entrepreneur on bootstrapping,,1,,
"meet the boss: adjoa boateng,,,1,
from the archives: six leadership lessons from one of east africa’s top managers  @dhlafrica ,1,,,
digital transformation and africa’s youth bulge: the perfect bedfellows?  via @madeitinafrica ,1,,,
"newsletter: beauty brand founder on her ‘frustrating,,1,,
rt @phatisagroup: #interestingfact - the #africa's global state of #agriculture ,0,,,
[event] africa ceo forum: 26-27 march 2018  @africaceoforum #acf2018 ,0,,,
"kenyan cosmetics entrepreneur discusses her 'frustrating,,0,,
"from the archives: at age 36,,1,,
'pay-as-you-cook' energy solution hopes to appeal to rural africa  via @madeitinafrica ,0,,,
what needs to be done to give africa’s smallholder farmers access to machinery  via… ,1,,,
us tech giants eyeing africa's education sector: on the road with microsoft  via… ,1,,,
digital transformation and africa’s youth bulge: the perfect bedfellows?  via @madeitinafrica,1,,,
listen: bottled-water company reveals secrets to franchising success  via @madeitinafrica ,1,,,
sub-saharan africa: the path to recovery  via @madeitinafrica ,0,,,
in case you missed it: digitalisation – a potential revolution for the logistics industry?  ,1,,,
from the archives: the challenges facing west africa's chocolate industry  via… ,1,,,
"newsletter: beauty brand founder on her ‘frustrating,,1,,
"meet the boss: adjoa boateng,,,0,
rt @phatisagroup: #investing #wisewords ,0,,,
'pay-as-you-cook' energy solution hopes to appeal to rural africa  via @madeitinafrica ,0,,,
"kenyan cosmetics entrepreneur discusses her 'frustrating,,1,,
is it a good time for investors to put their money in nigeria?  @quantum_global ,1,,,
"from the archives: bitcoin,,1,,
listen: bottled-water company reveals secrets to franchising success  by @andynarracott ,1,,,
african nations are powering up the business rankings. what lessons can we learn from them?  ,1,,,
business opportunity: everything you need to start a mattress cleaning business  ,1,,,
"meet the boss: amsalu alemayehu,,,0,
nigeria's economic growth prospects: the three scenarios  via @madeitinafrica ,1,,,
us tech giants eyeing africa's education sector: on the road with microsoft  via… ,1,,,
from the archives: seven untapped business opportunities in sub-saharan africa  @dhlafrica ,1,,,
profit-making idea: halal industry offering attractive opportunities  via @madeitinafrica ,1,,,
what needs to be done to give africa’s smallholder farmers access to machinery  via… ,1,,,
"newsletter: beauty brand founder on her ‘frustrating,,1,,
"start-up snapshot: solar-powered wifi in lagos,,1,,
sub-saharan africa: the path to recovery  via @madeitinafrica ,0,,,
rt @phatisagroup: #meet_phatisa ,0,,,
'pay-as-you-cook' energy solution hopes to appeal to rural africa  via @madeitinafrica ,0,,,
from the archives: building a fashion empire with afrocentric bow ties  via @madeitinafrica ,1,,,
us tech giants eyeing africa's education sector: on the road with microsoft  via… ,1,,,
business opportunity: distribute and import premium wines throughout the african continent  ,1,,,
nigeria's economic growth prospects: the three scenarios  via @madeitinafrica ,1,,,
rt @flyethiopian: this beautiful view was captured by pedro fidalgo at addis ababa bole international airport. #windowviewwednesday #etmome…,0,,,
sub-saharan africa: the path to recovery  via @madeitinafrica ,1,,,
"kenyan cosmetics entrepreneur discusses her 'frustrating,,1,,
"start-up snapshot: solar-powered wifi in lagos,,1,,
from the archives: entrepreneur on how she built a successful online fashion and beauty store… ,1,,,
what needs to be done to give africa’s smallholder farmers access to machinery  via… ,1,,,
"newsletter: beauty brand founder on her ‘frustrating,,1,,
'pay-as-you-cook' energy solution hopes to appeal to rural africa  via @madeitinafrica ,1,,,
african nations are powering up the business rankings. what lessons can we learn from them?  ,1,,,
rt @phatisagroup: @phatisagroup #food fund 2 gets $10m from @afdb_group and targets q1 2018 first close  via @africa…,1,,,
us tech giants eyeing africa's education sector: on the road with microsoft  ,1,,,
"meet the boss: amsalu alemayehu,,,0,
entrepreneur quits nike job to start food business in rwanda  via @madeitinafrica ,0,,,
business opportunity: everything you need to start a mattress cleaning business  ,1,,,
newsletter: entrepreneur quits nike job to start food business in rwanda three key emerging trends for africa… ,1,,,
nigeria's economic growth prospects: the three scenarios  via @madeitinafrica ,1,,,
africa’s one-stop-shop for packaging  [press office] ,1,,,
"from the archives: you love shopping,,1,,
rt @caif_2017: we are glad to welcome you at the china-africa investment forum tomorrow at @fsmarrakech ! stay tuned on our twitter account…,1,,,
talking business with pick n pay chairman gareth ackerman,0,,,
talking business with pick n pay chairman gareth ackerman  via @madeitinafrica ,0,,,
african nations are powering up the business rankings. what lessons can we learn from them?  ,1,,,
newsletter: entrepreneur quits nike job to start food business in rwanda three key emerging trends for africa… ,1,,,
from the archives: a closer look at lumos' pay-as-you-go solar business in nigeria  via… ,1,,,
from the archives: unpacking renewable energy in africa  via @madeitinafrica ,1,,,
"the journey so far: eli pollak,,,0,
in case you missed it: industry 4.0 – is africa ready for the march of the robots?  via… ,0,,,
newsletter: entrepreneur quits nike job to start food business in rwanda three key emerging trends for africa… ,0,,,
"meet the boss: amsalu alemayehu,,,0,
opinion: leaping backwards into darkness  @nj_ayuk ,0,,,
talking business with pick n pay chairman gareth ackerman  via @madeitinafrica ,1,,,
nigeria's economic growth prospects: the three scenarios  via @madeitinafrica ,1,,,
business opportunity: distribute and import premium wines throughout the african continent  ,1,,,
african nations are powering up the business rankings. what lessons can we learn from them?  ,1,,,
from the archives: off the beaten track – unpacking south sudan's business opportunities  vi… ,1,,,
the company that turned african telcos into insurance brokers  via @madeitinafrica ,1,,,
in case you missed it: somaliland’s voting technology shows how africa can lead the world  v… ,1,,,
from the archives: six leadership lessons from one of east africa’s top managers  @dhlafrica ,1,,,
"the journey so far: iyinoluwa 'e' aboyeji,,,0,
newsletter: entrepreneur quits nike job to start food business in rwanda three key emerging trends for africa… ,1,,,
[event] africa ceo forum: 26-27 march 2018  @africaceoforum #acf2018 ,1,,,
entrepreneur quits nike job to start food business in rwanda  via @madeitinafrica ,1,,,
"rt @phatisagroup: @phatisagroup food fund 2 gets @afdb_group backing,,1,,
"meet the boss: amsalu alemayehu,,,0,
profit-making idea: manufacturers can reduce costs with industrial iot  via @madeitinafrica ,1,,,
african nations are powering up the business rankings. what lessons can we learn from them?  ,1,,,
"the journey so far: nelly tuikong,,,1,
nigeria's economic growth prospects: the three scenarios  via @madeitinafrica ,1,,,
from the archives: venture capital investment in africa – where the ifc is betting its money  ,1,,,
in case you missed it: tips to help get your e-commerce customer service in top shape  ,1,,,
talking business with pick n pay chairman gareth ackerman  via @madeitinafrica ,1,,,
newsletter: entrepreneur quits nike job to start food business in rwanda three key emerging trends for africa… ,1,,,
opinion: leaping backwards into darkness  @nj_ayuk ,0,,,
rt @phatisagroup: #penews in the palm of your hand. coming soon v7 #africapenews app powered by @phatisagroup. today's news grandee olisa t…,0,,,
ecobank reveals three key emerging trends for africa  ,1,,,
business opportunity: everything you need to start a mattress cleaning business  ,1,,,
african nations are powering up the business rankings. what lessons can we learn from them?  ,1,,,
africa’s one-stop-shop for packaging  visit polyoak at the tanzania trade show from 24-26 no… ,1,,,
in case you missed it: robo-advisors: for investors who want to be in control  ,1,,,
"the journey so far: eli pollak,,,0,
from the archives: talking business – investing in uganda  @dhlafrica ,0,,,
crazy black friday at quickbooks [press office]  ,1,,,
nigeria's economic growth prospects: the three scenarios  ,1,,,
talking business with pick n pay chairman gareth ackerman  ,1,,,
newsletter: entrepreneur quits nike job to start food business in rwanda three key emerging trends for africa… ,1,,,
profit-making idea: manufacturers can reduce costs with industrial iot  ,1,,,
entrepreneur quits nike job to start food business in rwanda  ,1,,,
"rt @phatisagroup: #event join us #today #african #agriindaba ,,0,,
african nations are powering up the business rankings. what lessons can we learn from them?  ,1,,,
ecobank reveals three key emerging trends for africa  ,1,,,
in case you missed it: african banks must ‘adapt or die’ as emerging fintechs evolve into bigger threats… ,0,,,
from the archives: rwanda dials up investment opportunities by playing to its strengths  ,1,,,
the company that turned african telcos into insurance brokers  ,1,,,
profit-making idea: manufacturers can reduce costs with industrial iot  ,1,,,
from the archives: pockets of promise – seven african countries to watch  @dhlafrica ,0,,,
nigeria's economic growth prospects: the three scenarios  ,1,,,
african nations are powering up the business rankings. what lessons can we learn from them?  ,1,,,
newsletter: entrepreneur quits nike job to start food business in rwanda three key emerging trends for africa… ,1,,,
business opportunity: distribute and import premium wines throughout the african continent  ,1,,,
start-up snapshot: nigeria's smaart health – a doctor in your pocket  ,0,,,
"rt @phatisagroup: #event join us #today #african #agriindaba ,,0,,
talking business with pick n pay chairman gareth ackerman  ,0,,,
entrepreneur quits nike job to start food business in rwanda  ,1,,,
ecobank reveals three key emerging trends for africa  ,1,,,
"the journey so far: tumi phake,,,0,
rt @flyethiopian: travel to #ethiopia has become much easier with the launch of e-visa for tourists. apply for your visa online and visit e…,1,,,
in case you missed it: nigeria and south africa affecting the overall perception of investors towards africa… ,1,,,
opinion: leaping backwards into darkness  @nj_ayuk ,0,,,
the company that turned african telcos into insurance brokers  ,1,,,
tips to help get your e-commerce customer service in top shape  @dhlafrica ,1,,,
somaliland’s voting technology shows how africa can lead the world  ,1,,,
talking business with pick n pay chairman gareth ackerman  ,0,,,
newsletter: will african industry survive the robot threat? interview with south africa's entrepreneur of the year… ,1,,,
"the journey so far: eli pollak,,,0,
entrepreneur quits nike job to start food business in rwanda  ,1,,,
"rt @phatisagroup: #event join us #today #african #agriindaba ,,0,,
ecobank reveals three key emerging trends for africa  ,1,,,
why shrewd businesspeople should be eyeing africa's smaller economies  ,1,,,
african banks must ‘adapt or die’ as emerging fintechs evolve into bigger threats  ,0,,,
industry 4.0 – is africa ready for the march of the robots?  ,1,,,
business opportunity: everything you need to start a mattress cleaning business  ,1,,,
from the archives: moving africa's property industry beyond the ‘pioneering’ phase  ,1,,,
"the journey so far: tumi phake,,,0,
newsletter: will african industry survive the robot threat? interview with south africa's entrepreneur of the year… ,1,,,
the company that turned african telcos into insurance brokers  ,1,,,
exporting to nigeria: tips and insights  ,1,,,
in case you missed it: aviation as a catalyst for growth in africa  ,1,,,
why shrewd businesspeople should be eyeing africa's smaller economies  ,1,,,
entrepreneur quits nike job to start food business in rwanda  ,1,,,
somaliland’s voting technology shows how africa can lead the world  ,1,,,
ecobank reveals three key emerging trends for africa  ,1,,,
[event] africa ceo forum: 26-27 march 2018  @africaceoforum #acf20 ,0,,,
opinion: leaping backwards into darkness  @nj_ayuk ,0,,,
newsletter: will african industry survive the robot threat? interview with south africa's entrepreneur of the year… ,1,,,
industry 4.0 – is africa ready for the march of the robots?  ,1,,,
"johannesburg’s inner city: the dubai of southern africa,,1,,
african banks must ‘adapt or die’ as emerging fintechs evolve into bigger threats  ,1,,,
business opportunity: distribute and import premium wines throughout the african continent  ,1,,,
exporting to nigeria: tips and insights  ,1,,,
somaliland’s voting technology shows how africa can lead the world  ,1,,,
"in case you missed it: 'you never achieve more than what you aim for,,0,,
from the archives: becoming a cross-border e-commerce champion in five steps  @dhlafrica ,1,,,
talking business with pick n pay chairman gareth ackerman  @madeitinafrica @cnnafrica ,0,,,
"listen: success depends on how well you understand yourself,,0,,
ecobank reveals three key emerging trends for africa  via @madeitinafrica ,1,,,
entrepreneur quits nike job to start food business in rwanda  ,1,,,
newsletter: will african industry survive the robot threat? interview with south africa's entrepreneur of the year… ,1,,,
start-up snapshot: nigeria's smaart health – a doctor in your pocket  ,1,,,
why shrewd businesspeople should be eyeing africa's smaller economies  ,1,,,
rt @phatisagroup: don't miss out on the latest #arican #pe news. zimbabwe : world’s biggest private equity firm raises $1 billion to invest…,1,,,
the company that turned african telcos into insurance brokers  ,1,,,
industry 4.0 – is africa ready for the march of the robots?  ,1,,,
from the archives: african countries need to rethink how they trade with each other  ,1,,,
aif and african academy of sciences sign mou to drive sti-led research into addressing challenges across the contin… ,1,,,
opinion: leaping backwards into darkness  @nj_ayuk ,0,,,
somaliland’s voting technology shows how africa can lead the world  ,1,,,
ecobank reveals three key emerging trends for africa  ,1,,,
"the journey so far: tumi phake,,,0,
in case you missed it: tips to help get your e-commerce customer service in top shape  ,1,,,
business in africa: 12 profit-making ideas  ,1,,,
start-up snapshot: nigeria's smaart health – a doctor in your pocket  ,1,,,
newsletter: will african industry survive the robot threat? interview with south africa's entrepreneur of the year… ,1,,,
rt @phatisagroup: today's news post-mugabe era may be no better for investors. coming soon v7 @africa_pe_news app,1,,,
from the archives: four things this packaging company teaches us about africa’s consumer goods industry… ,1,,,
why shrewd businesspeople should be eyeing africa's smaller economies  ,1,,,
"rt @caif_2017: two weeks to go before #caif2017,,0,,
the company that turned african telcos into insurance brokers  ,1,,,
profit-making idea: invest in one of the most improved economies for ease of doing business  ,1,,,
exporting to nigeria: tips and insights  ,1,,,
in case you missed it: swaziland-based chilli business finds export success  ,0,,,
"the journey so far: tumi phake,,,0,
from the archives: untapped intra-regional trade opportunities key to boosting african economies… ,1,,,
somaliland’s voting technology shows how africa can lead the world  ,1,,,
newsletter: will african industry survive the robot threat? interview with south africa's entrepreneur of the year… ,1,,,
rt @phatisagroup: #meet_phatisa ,0,,,
opinion: leaping backwards into darkness  @nj_ayuk ,1,,,
why shrewd businesspeople should be eyeing africa's smaller economies  ,1,,,
the company that turned african telcos into insurance brokers  ,1,,,
industry 4.0 – is africa ready for the march of the robots?  ,1,,,
"'you never achieve more than what you aim for,,0,,
business opportunity: distribute and import premium wines throughout the african continent  ,0,,,
in case you missed it: supermarket surge on the cards for côte d’ivoire  ,0,,,
"the journey so far: tumi phake,,,0,
african banks must ‘adapt or die’ as emerging fintechs evolve into bigger threats  ,0,,,
from the archives: resource-rich malawi holds investment rewards  @dhlafrica ,1,,,
somaliland’s voting technology shows how africa can lead the world  ,1,,,
newsletter: will african industry survive the robot threat? interview with south africa's entrepreneur of the year… ,1,,,
the company that turned african telcos into insurance brokers  @katedougie ,1,,,
