,text,label
465,pwc looks to tap rise of africa will double african staff over next 5 years,1
1079,kenya airways plans to triple the size of its fleet over the next ten years,1
1384,is mugabe losing control of zimbabwe,-1
76,  check out kenyavestor from  a guide to investing on the nairobi securities exchange ,1
1277,video demutualization of the nairobi stock exchange  an effo to improve governance,1
1227,paris club cancels more than half of dr congos debt 735bn,1
1469,  the nigerian capital market  report by proshare is  a good overview of the nigerian stock market  ,1
881,nigerian stock exchange to begin using marketmakers on september 18 should improve liquidity,1
1669,kenyan breadmaker plans to proceed with ipo,1
420,what to make of gsk nigerias big profit drop,-1
372,rwanda launches east africas largest solar energy project,1
223,ugandan economy to grow 6 next year on low oil prices says world bank,1
1597,south african economy shrinks 64,-1
716,south african bond will finance solar energy project video,1
1554,  standard bank recommends ugandan treasuries as having very attractive returns,1
1557,ugandas national insurance company prepares for july ipo,1
1201,big returns spark sovereign funds rush for kenyan firms,1
1139,no tech bubble in africa innovative staups face scarcity of capital  ht ,1
141,south africa tunisia and botswana rank best in africa for entrepreneurs,1
795,nigeria to rank in top 20 economies by 2050 video,1
1222,  gm reorganizes africa operations to capitalize on growing opportunities,1
538,norways sovereign wealth fund buys more african stocks,1
825,african economies may be growing even faster than we think,1
606,african tech staups aim to power growing economies,1
343,burger king to open first zambian restaurant by end of 2015,1
908,africas strongest currencies  1yr kenya shilling 5yr mauritian rupee 10yr cape verdean escudo,1
1037,fitch cuts south africas ratings outlook from stable to negative  currency drops 2 against dollar on the news,-1
829,10 potential ugandan ipos,1
937,ghana oil refinery targets stock exchange listing by 2014,1
1110,world bank sees south african economic growth accelerating to 35 in 2011 and 41 in 2012,1
800,zambia plans 15 billion bond to fund road upgrades,1
947,kenyan stocks at cheapest levels in 10 years  pe ratio at 11 with earnings growth in double digits,1
765,imf sees kenyan economic growth at 58 if election violence is avoided,1
474,rothschild to launch 530m african private equity fund,1
925,botswana ranked as most promising subsaharan destination for global retail chains  ranked  in world,1
2,kenyas uchumi supermarkets repos 88 million loss in first half 2018 fiscal year stock down 30 ytd,-1
1155,  subsahara africa spends 105b annually on candles and kerosene â€“ world bank,-1
110,new reit to debut on kenyan stock exchange next month,1
1253,kenyan stocks expected to rebound in 2010 thanks in pa to favorable weather,1
468,east african commodities exchange launches in rwanda,1
1549,africa brimming with real estate gems,1
837,video heineken to invest 300 million in africa over next few years,1
1007,mozambiques gdp growth accelerates to 81 in the fouh quarter of 2011,1
993,nigerian ceos confident of strong 2012 revenue growth says pricewaterhousecooper study,1
958,kenyan oil dealer kenolkobil may delist from nairobi securities exchange following puma buyout,-1
552,  the dar es salaam stock exchange made operational improvements in 2013 including doubling trading hours reducing htâ€¦,1
123,africas best stock markets ytd south africa 76 namibia 49 tanzania 39,1
1352,kenyas safaricom to launch bond in two weeks coupon expected to be near 125,1
1711,mauritian stock market hits 28month low,-1
918,tanzanian stock exchange records 10 trade volume growth 20 market cap growth in 2011,1
307,how to defang the debt monster and reap a 43 annual return,1
1443,foreign longterm investors intrigued by nigerian market,1
988,nigerian stock exchange lists ekiti state infrastructure bond  will fund road projects and new governors mansion,1
1627,more mauritian companies seem to be publishing quaerly results instead of  twice yearly  see,-1
1470,uganda records trade surplus for 2nd straight month   impressive,1
435,7 growth is good but not good enough for 40 million tanzanians,-1
1477,ghana to become top 50 oil producer by end of 2010,1
1279,  rwanda scores coup with commonwealth entry renewed france ties  csmonitorcom,-1
164,kenyas monthly remittances rise 20 in january to 1375 million,1
1476,mauritius stock exchange to introduce futures trading in six months,1
1290,kenya cuts key interest rate from 775 to 700,1
1364,zimbabwe government seizes supermarket and hotel chain big setback to investor confidence,-1
1446,interest in the newsletter waned a bit with the recession but i still believe its a promising niche,1
442,africas best stock markets ytd tanzania 231 malawi 190 uganda 132,1
897,botswana stock exchange switches from manual to electronic trading system,1
1196,us companies race to catch up in african markets  wsjcom african household spending exceeds that of india,1
585,kenyan gdp growth to hit 50 in 2013 and 51 next year says world bank,1
1539,malawi increases feilizer subsidy reaping bumper crops,1
244,bourses from accra to lagos unite to allow crossborder trading,1
710,tanzania womens bank mulls ipo,1
1294,ghana cuts prime interest rate from 185 to 18 more rate cuts likely,1
669,uganda and zimbabwe stock exchanges to automate by next year,1
791,ghanas economy set to pick up speed in 2013 economists forecast growth of 77,1
1223,sp raises kenyas credit rating due to new constitution reduced political risk,-1
1548,malawi expects economic growth in excess of 7 this year,1
1330,wsj nigerias effos to stop flaring natural gas use locally,-1
1295,ft ghana pledges tough curbs on spending expectations of oil bonanza unrealistically high,-1
95,access bank to launch ipo on ghana stock exchange this year,1
517,private investment company mega african capital lists on ghana stock exchange,1
1188,rwandan banks offering loans to bank of kigali ipo investors,1
822,kenyan ceos buying shares of own companies signaling confidence in future prospects,1
192,imf raises rwanda economic growth forecast to 7,1
1342,zambia sees 5 growth in 2010 lower foreign aid will require increased borrowing,-1
919,namibia makes huge water discovery aquifer could supply 40 of population for hundreds of years,1
768,two more kenyan companies decide to crosslist on rwanda stock exchange,1
967,bondbuying kenyastyle  at the tap of a mobile phone  ,1
1306,video analysis of developments in nigerian banking sector,1
1553,contact info for brokers on nairobi stock exchange  ,1
407,botswana telecom ipo deferred until december 31,-1
97,african economies are through worst of downturn says afdb,1
955,cambria africa formerly known as lonzim will list on zimbabwe stock exchange,1
1721,sierra leone to launch stock exchange soon,1
1008,nigeria mulls compulsory stock exchange listing for large companies to boost markets liquidity  via ,1
1430,  check out african business and the africa report  two great places for businessinvesting news,1
1060,indian software expoer wipro plans to more than double african sales next year,1
521,africas builders benefit from broadening economies,1
255,ipo for botswanabased investment firm afinitas ltd closes july 17,-1
558,more oil discovered in kenya recoverable deposits now surpass 1 billion barrels,1
204,south africa seen in 7year slouch as imf cuts growth view,-1
753,nigerias zenith bank to list shares on london stock exchange,1
698,ugandan coffee entrepreneur ponders ipo,1
1392,repo malawis midyear economic outlook,1
1544,kenyan cement maker expects consumption to grow 12 this year,1
720,sudans biggest sugar producer kenan plans 200 million ipo on johannesburg stock exchange,1
810,africa to be in global trade sweet spot by 2020,1
1692,nairobi stock exchange hits fouryear low,-1
414,kenyas kcb bank to offer mogagebacked securities,1
1640,firsthand account of annual meeting of kenyas nic bank  thanks to ,1
777,ge to invest 1 billion in nigerian manufacturing facility over next five years,1
533,nigerian oil company seplat plans ipo in london and lagos,1
16,africas best stock markets ytd malawi 495 ghana 391 kenya 286,1
1191,kenya considers launch of futures exchange,1
464,nigerian stock exchange to fine companies for delayed dividend payments,1
862,vanguards index switch from msci to ftse may boost south african stocks,1
1320,kenyan market authority drafts rules for webbased stock trading  by ,1
84,kenyas stock exchange to sta offering etfs,1
813,trial by oil ghana mozambique tanzania determined to harness energy wealth for the common good,1
287,ghanas oil production to rise sixfold by 2018 says finance minister,1
1315,safaricoms data revenue offsets declining voice revenue mobile penetration to hit 65 in 2013,-1
1178,snapshot of private equity in africa from the wsj pe funds paying 5x or 6x ebitda for firms in large markets,1
1391,lest we forget its not just nigerian banks that played things a little too loose these past few years im looking at you usa uk etc,-1
1668,nigeria 2009 economic forecast,1
713,rwanda stock exchange anticipates first ipo in two years,1
475,tanzania drags feet on lifting limits to foreign investment in dar stock exchange,1
1058,nigerias central bank governor says multinationals should be compelled to list on nigerian stock exchange,1
10,7up nigeria seeks approval to delist from nigerian stock exchange,-1
342,rwanda a remarkable rebih,1
170,  aapl trades more in 10 seconds than the entire kenyan stock market trade value for feb 26,1
386,new gas plant could save ghana 300 mln on fuel costs even with big drop in oil prices,1
323,private equity firm raises almost 1 billion african fund,1
1502,what happened to the kenyan ipo pipeline  by ,1
1582,zains africa operations to be sold to vivendi,-1
1432,east african stock exchanges to link after tanzania drops opposition,1
144,africas best stock markets ytd south africa 192 namibia 128 brvm 105,1
1592,kenyas pyramid investment schemes  by ,1
763,angola plans to issue 1 billion eurobond,1
654,africas best stock markets ytd malawi 528 ghana 470 uganda 287,1
347,africas best stock markets over last 12 months uganda 231 tanzania 200 kenya 177,1
1605,summary of inside the boardroom how corporate america really views africa  by ,-1
489,kenya to rebase gdp calculation estimated size of economy to increase 206,1
225,imf does not foresee new zimbabwe loans for at least three years,-1
389,johannesburg stock exchange launches initiative to attract uk and us companies to dual list,1
893,toyota bids 2 billion for 70 stake of african auto dealer,1
1102,ugandaâ€™s annual inflation rate jumps to 18year high as food prices surge,-1
1514,  african business reporting awards set for a glitzy night in london tomorrow ,1
747,heineken to build ethiopias largest brewery,1
1077,tanzania secures chinese loan for 300mw power plant and transmission line will connect six regions to national grid,1
1726,china may expand zero impo tariff policy for african goods,1
790,south africas oldest private equity firm raises 800 million for investment in east africa,1
755,london stock exchange expects more african listings in 2013  ht ,1
1566,namibia cuts interest rates to stimulate stalled economy,-1
439,nairobi securities exchange shares almost double in kenya debut,1
679,kenya considers adding 16 vat to stockbroker commissions,-1
983,tanzanian stockbrokers lobby regulators to raise or eliminate cap on foreign share ownership,1
1686,vodacom to list on johannesburg stock exchange,1
743,kenya to issue 1 billion eurobond following peaceful election,1
699,foreign direct investment to africa closes in on 2008 peak,1
308,kagame seeks lasting economic miracle for rwanda,1
1183,video oil driller tullow oil launches ipo on ghana stock exchange provides big boost to market capitalization,1
26,africas best stock markets ytd zimbabwe 406 ghana 295 mauritius 292,1
1666,video western attitudes toward business in africa  ht ,1
25,tanzanias maxcom africa nears ipo,1
924,africas best performing stock markets  kenya 29 uganda 22 tanzania 11 ytd,1
1045,reits permitted to list on nairobi stock exchange beginning january 2012,1
1250,nigerian central bank leaves interest rate unchanged in effo to stimulate economy,1
1385,kenyans ask for reciprocal access to tanzanian stock exchange,1
218,imf raises cameroon 2015 gdp growth forecast to 6,1
490,16 african countries will post gdp growth of 6 or more in 2014 says world bank,1
63,africas best stock markets ytd namibia 107 mauritius 73 zambia 54,1
1057,fiberoptic cable arrives in liberia will bring lowcost highspeed internet,1
300,trading on tanzanias stock exchange to go digital next month,1
484,pouguese construction firm mota to kick off ipo of africa business in london,1
553,  carlyle group invests in panafrican logistics group,1
1176,ethiopia commodity exchange eyes expansion traded volumes have doubled every year for three years,1
1664,ghana inflation rate surges above 20  a fiveyear high,-1
1026,tanzaniteminer set for ipo on dar es salaam stock exchange in april will float 20 stake,1
1104,tullow oil gains slightly on ghana stock exchange debut ghanas first new listing in 2 12 years,1
1720,south african stock market launches panafrican board,1
109,africas best stock markets ytd south africa 135 namibia 123 tanzania 48,1
1116,ghanas inflation rate falls to lowest level in 19 years on food costs,1
1648,new rules for kenyan stockbrokers,-1
742,five new etfs to be listed on the nigerian stock exchange this year,1
1257,dollarization proves a catalyst for corporate restructuring in zimbabwe,1
678,malaysian firm to build 800mn ammonia plant in tanzania project follows natural gas discoveries,1
61,south africas sea harvest to raise 100 million in johannesburg ipo,1
1710,namibian microfinancier to list on jses africa board,1
1190,imf sees zimbabwe growth slowing to 55 this year recovery fragile,-1
1461,is nigerian listed firm african petroleum bankrupt,-1
235,zambias kwacha falls to record low as copper price tumbles,-1
1529,wall street journal on chinese investment in africa,1
1258,kenyan economy to grow at 35 in 2010 says world bank,1
761,old mutual to launch 560 million african expansion plan,1
5,are goil shares running out of gas,-1
297,kenyan retailer tuskys aims for ipo within next five years,1
548,lenovo to expand in africa as smaphones debut in nigeria,1
1314,nigerian bankphb allegedly lends 3 billion without asking for collateral,-1
1319,senegal seeks launch of privatesector airline,1
1283,south african consumer confidence near 2year high,1
880,kenya discovers significant offshore natural gas reserve,1
188,bank of africa mali launches ipo,1
1334,  four african economies to be among the top 10 fastest growing in 2010,1
870,africas bestperforming stock markets this year nigeria 40 kenya 40 uganda 25,1
201,google to buy into africaâ€™s largest wind farm in nohern kenya,1
288,nairobi and johannesburg stock markets to crosslist securities,1
1519,s african economy to begin recovery end of this year says finance minister gordhan,1
1184,mining firm first quantum to list on zambian stock exchange by july,1
427,ivory coast set for 8 gdp growth in 2014 2015 says imf,1
428,johannesburg stock exchange lists african currencies on futures platform,1
1119,tanzaniaâ€™s stock exchange will begin trading in brewer and airline within next two months,1
1467,ugandas national insurance corporation ipo delayed,-1
1449,two of mauritius largest sugar companies consider merger,1
953,kenyas cic insurance to list on nairobi securities exchange by end of month,1
174,tanzania makes big onshore natural gas discovery,1
101,africas best stock markets ytd namibia 161 tanzania 158 south africa 125,1
115,billionaire wiese takes longterm africa view as growth dips,1
1696,african markets 30day returns us bot 9 gha 10 ken 20 mal 9 mau 19 nig 15 rsa 0,-1
267,tanzanian microlender launches ipo on dar es salaam stock exchange,1
55,kenya is launching the worlds first mobileonly government bond,1
1440,video where is nigerias currency the naira headed,-1
1415,a braingain in nigeria,1
1254,east africas common market it really may happen,1
1459,  video interview ayo salami on investing in africa,1
935,mozambique wants coal miner to list on local stock exchange,1
734,the zimbabwe stock exchanges new website is fantastic,1
1695,african markets 30day returns us tan 1 uga 12 zam 16,-1
1619,  can south africaâ€™s new leaders turn etf around,1
1198,kenyan stock exchange expects five new listings in 2011,1
515,finance bank zambia to list on lusaka stock exchange before end of 2014,1
459,african bond sales likely to beat 2013 record of 166 billion this year,1
1148,cameroon economy grows 44 in first quaer of 2011,1
1259,mauritian tourism industry shows signs of recovery,1
750,nigerias stock market surge seen gaining momentum in 2013,1
265,nigerian stock exchange seeks to sta trading local currency futures,1
1029,kenyas longhorn publishers plans to go public this year,1
873,repo where to invest in africa 2012 by rand merchant bank,1
1195,imf forecasts zambian gdp growth at 74 pct for 2012 up from a projected 68 this year,1
203,world bank trims kenya growth forecast for 2015 and 2016,-1
911,zambias gdp to grow 69 this year and 73 in 2013 says african development bank,1
179,kenyas top stocks  last day to claim launch week offer 10 off regular price,1
820,after more than a decade of progress africa is hooked on growth,1
513,heineken to spend 688 million per year in africa to upgrade production facilities,1
52,kenyas makiba bond hits 15 million target with 5000 buyers,1
32,south africa inflation at 17month low indicates end to interest rate hikes,1
1013,ghana stock exchange aims to attract 16 new listings over the next five years  via ,1
1174,total capitalization of africas stock markets represents only 2 of global market cap  new repo from ,-1
926,kenyan bankers shun costly large depositors turn to retail savers for cheap fundsâ  newsâ ,1
9,uganda cuts benchmark lending rate to 90 its the countrys 10th interest rate cut in the past two years,1
878,healthy appetite seen for zambias debut eurobond 500 million bond proceeds will go to infrastructure development,1
973,propey investor hermans  roman to list on johannesburg stock exchange  will purchase new props,1
86,rwandas economy to grow 62 next year and 66 in 2018 says imf,1
1504,repo midyear review of nigerian economy,1
728,senegals economy will grow 4 in 2013 says imf,1
1556,kenyan stocks climb for 17 days straight   ht ,1
519,carlyle group raises 698 million for subsaharan africa private equity fund,1
796,bank windhoek to list on namibian stock exchange will become 13th stock on exchange,1
782,mastercard ranks african cities with highest growth potential accra lusaka and luanda are top three,1
516,africas best stock markets ytd malawi 134 rwanda 113 kenya 96,1
1626,bond issues on the nairobi stock exchange  by ,1
712,nigeria plans 1 billion eurobond,1
1361,cnbc video the case for investing in african logistics and transpoation sectors,1
1286,zambias annual inflation seen down at 10 percent,-1
24,africas best stock markets ytd zimbabwe 626 malawi 487 ghana 361,1
1162,kenya power to spend 1 billion on improving efficiency of energy grid over next decade,1
1335,nigerian stockbrokers unhappy with central banks name and shame policy,-1
705,malawi sells presidential jet for 15 million cuts presidents salary 30,1
1714,ghana television station to ipo soon,1
1645,nigerian public companies to be ifrscompliant by 2011,1
1181,gm plans aggressive african expansion vehicle sales in subsaharan africa up 386 over last year,1
154,shoe retailer to list on kenyan stock exchange,1
279,tuskys of kenya plans ipo ethiopia stores in five years,1
8,bhai airtels holding company for africa explores ipo,1
1644,africa to recovery slowly from global crisis,1
1185,mauritius economic growth gaining momentum forecasted above 46 for 2011 driven by high expos and tourism,1
605,commodities brokers eye vast potential underlying africas surging consumer demand,1
1307,twentysix african nations agree on roadmap to create freetrade zone within 23 years,1
572,ghanas best 5 stocks of 2013 ,1
1508,  obama administration tackling wide range of african issues by asst secretary of state johnnie carson,1
969,africas bestperforming stock markets  ytd kenya 1yr namibia 3yr zambia 5yr namibia,1
1278,  kenya airways now allows customers to pay for airfare with mpesa cellphone airtime,1
329,goldfields to list on the ghana stock exchange within next two years,1
1276,  zambia to seek sovereign credit rating cbank chief,1
238,zimbabwe stock exchange prepares to list debt instruments,-1
1230,kitesurfing anyone mauritius tourism sector to grow 6 this year,1
1255,zambia expects economic growth to exceed 7 in 2010,1
102,bargains emerge as kenyas bank stock bloodletting continues updated,-1
1528,africas capitalists parasites not creators  theme of provocative new book by moeletsi mbeki,-1
854,nigeria to launch otc share exchange to facilitate trade in small company shares  ht ,1
611,  tanzanias stock exchange implements reforms sees increased trade volume and market capitalization,1
630,  we see car demand doubling to 8m pa by 2020 in  mt  â€œ nissan to build cars in ,1
1679,nigeria to buy banks bad debt,1
1107,potential job losses and a flood of impoed goods crowding out locally manufactured ones,-1
233,uk propey firm to list on nairobi securities exchange,1
749,farmers cooperative begins trading on namibian stock exchanges otc board,1
715,nestle to open cameroons first coffee processing plant,1
1160,video closing nigerias technology gap internet penetration to triple over next 1824 months with new broadband cable,1
106,mtn nigeria on track to list on local stock exchange in 2017,1
592,remittances to kenya rise 232 despite slowing western economies,1
81,10 effective ways to pick better stocks,1
886,tanzanias stock exchange to reduce limits on foreign ownership,1
869,improved governance nigerian stock exchange fines 18 companies for late submission of financial statements,1
1043,gems of the kalahari two botswana stocks poised for big 2012 gains,1
1266,african economic growth to average 556 in 2010 according to african development bank,1
1400,video interview with ceo of s african agribusiness on impending jse ipo,1
856,ghanas economy may grow 9 this year due to increased oil output,1
598,foreign ownership of kenyan stocks rises to 224  a sevenyear high,1
909,kenyan ceos show faith in their firms by purchasing shares,1
227,nigeria bond yields spike stocks fall on jp morgan index expulsion,-1
284,ethiopias economy to grow 105 in 201516 says world bank,1
1033,south africas johannesburg stock exchange closes at alltime high for third straight day,1
1120,mobile companies in ghana made over 660 million in profits in 2010 says world bank,1
339,bank seeks to raise 10 million via share sale in wartorn somalia,1
35,tanzanian electronic payments provider maxmalipo prepares for ipo,1
945,unilever aims to nearly double africa revenue in five years,1
1436,central bank of nigeria fires ceos of five banks,-1
1719,kenya airways forecasts 25 earnings drop,-1
1242,ipo of ugandas national insurance company now underway,1
1308,access kenya beats target for home broadband connections,1
1366,investors make tentative return to zimbabwe,1
387,oil exploration stock atlast development debuts on kenyan stock exchange,1
43,mo ibrahim africa is at a tipping point,-1
1510,  in kenya corruption exposã© is too hot to sell  csmonitorcom  michaela wrongs book,-1
849,nigerias zenith bank to list on london stock exchange,1
584,subway opens first kenyan franchise,1
594,5 bestperforming etfs on the johannesburg stock exchange,1
855,investors eye fastgrowing nigeria  ht ,1
1217,south africas economic growth disappoints  expands by an annualized 26 in third quaer,-1
1125,african countries move to grab fair share of commodity wealth through increased tax on miners,1
1027,ugandan electric company umeme aims for dual ipo at uganda and nairobi securities exchanges,1
997,kenya looks to promote local ethical investment funds,1
322,afrox zambia heads toward ipo,1
1407,botswana cuts interest rate by 5 to 110,1
1677,imf issues mea culpa,-1
501,goldminer metallon eyes listing on zimbabwe stock exchange,1
77,its business as usual with zimbabwes bond note  for now,1
1547,botswanas economy struggling cuts lending rate,-1
778,zimbabwean cell phone company to introduce mobile sharetrading platform,1
1699,african broadband usage to quadruple by 2012,1
1729,telecom infrastructure company to debut on nigerian exchange,1
1417,undersea cable allows kenyan ict firm to double customers internet speed,1
1324,no african miner found wohy of green mining award in limited resource or sustainability categories,-1
128,africa to grow 37 this year 45 in 2017 says afdb,1
1379,rwanda was worlds top business reformer in 2009 says world bank,1
645,maendeleo bank ipo scheduled for next month on tanzanias stock exchange,1
1735,manuel economic crisis to strain africa for at least five years,-1
1474,  a corrupt leader might temporarily fool capital mkts but capital only continues with sound economics aid flows regardless,1
687,senegal to issue new 500million 10year eurobond will yield 6,1
722,south africas black middleclass doubles now outnumbers white middleclass,1
1040,zambia raised planned eurobond from 500 million to 700 million sees improved investor confidence,1
1086,new africa middle class lures investment  ht ,1
1526,  kenya to sell consolidated bank stake,1
1064,south africa targets 54 growth rate new rail lines and pos to reduce unemployment,1
243,microlender real people debuts 155 million bond at kenyan stock exchange,1
224,rand reprieve seen by top forecaster on signs selloff is overdone,-1
292,ethiopia commodity exchange mulls adding stock bond trading,1
980,sabmiller to invest 25 billion in africa over next five years to build and revamp breweries,1
99,how to begin investing on the nairobi securities exchange,1
575,a nice review of the major ipos buyouts and rights offerings on the nairobi stock exchange in 2013,1
1584,  africas risk overpriced and opportunity underpriced in the market says kaberuka adb president,-1
1296,dividend payment via mobile phone in kenya  by ,1
783,gm invests 11 million to upgrade kenyan assembly plant in response to increased demand,1
1092,ghana soccer team launches ipo will use proceeds to pay debts and invest in playing squad,1
1082,mauritius economy to expand 41 this year in spite of reduced sugar output and slow construction sector,1
356,gijima to delist from the johannesburg stock exchange,-1
500,africas best stock markets ytd malawi 146 rwanda 106 kenya 81,1
1454,foreign investors flock to nairobi stock exchange while locals exit,1
1147,nigeria etf to launch soon will replicate market vectors nigeria index,1
719,bank windhoek to list on namibian stock exchange in june,1
938,foreign investors rediscover kenya  account for 6070 of trade volume on stock exchange,1
360,mondelez seeks to boost african coffee production 50 by 2017,1
666,glaxosmithkline ups its investment in nigeria,1
1292,crisis in africa not over but mediumterm outlook more promising says imf official,1
1129,s african stocks to gain 10 to 15 by end of year says pofolio manager at investec,1
779,billionaire south african patrice motsepe pledges to donate his foune to charity,1
805,kenyas tax revenue rises 13 on better collection from small and mediumsized businesses,1
71,medview airlines debuts on nigerian stock exchange tomorrow  via ,1
394,private hospital group mediclinic crosslists on namibian stock exchange,1
1412,why every investor needs an africa etf,1
1215,  ugandaâ€™s finance minister forecasts growth of 10 in 201112 bloomberg,1
883,kenya to force retirement of company directors aged 75 years or older in bid to boost quality of corporate governance,1
1727, nows the time to invest in africa,1
1346,nigerias uba bank launches kenyan operation,1
497,frontier markets less volatile than emerging markets over past decade  via ,1
950,kenyas equity bank considers crosslisting in london south africa or new york says ceo,1
1479,  matching business grant for african diaspora living in the us to start a business in africa  ends july 21,1
1728,roughly 80 of nigerian stockbrokers undercapitalized,-1
1536,are nigerian banks set to boom,1
367,pharmaceutical firm intravenous infusions launches ipo on ghana stock exchange,1
1670,kenya requests 100 million loan from imf to alleviate currency depreciation,1
887,harnessing africas stock exchanges to promote growth  via ,1
591,uganda cuts interest rates as inflation slows,1
463,new etf prepares to list on nigerian stock exchange,1
596,ugandaâ€™s national insurance company in plan to crosslist at nairobi stock exchange,1
1088,south africa textile industry in tatters firms move to neighboring lesotho where labor costs 70 less  ,1
290,mozambiques economy to grow 7 in 2015 imf,1
564,the 10 best south african stocks of 2013,1
660,africans investing in own backyard intraafrican investment growing by more than 30 per year,1
1122,kenya economy to grow 57 in 201112 says imf driven by tourism and dynamic private sector,1
1574,cnbc video investing in europe riskier than investing in africa,1
621,tanzanias mwanza community bank expected to list on dar es salaam stock exchange in december,1
457,african consumer spending expected to double by 2020,1
461,african ipo fundraising surpasses 2013 in first half of 2014,1
735,africas best stock markets yeartodate ghana 532 uganda 290 kenya 277,1
293,african pension funds invest in infrastructure projects,1
816,the daily beast on africas great economic leap,1
316,norways sovereign wealth fund turns to africa for profit growth,1
752,citibank to set up shop in ghana,1
1593,repo on malawis election results,-1
432,africas best stock markets ytd tanzania 306 uganda 180 malawi 157,1
419,africas best stock markets ytd tanzania 300 south africa 185 uganda 146,1
1091,  economist intelligence unit projects bank boom in subsaharan africa angola leading the way   ,1
833,kenya to build largest coalfired power plant in east africa to supply surging electricity demand,1
349,cote divoires 1 billion eurobond nearly four times oversubscribed,1
1264,big kenyan wind power project forges ahead 300mw  via ,1
145,starbucks plans 150 stores in south africa,1
301,malawian kwacha bucking the trendâ€¦ for now,1
863,investing in us is riskier than africa says chinese banker,1
1531,video interview with moodys vp on south africas risk outlook,-1
1069,tanzanias natural gas production to double over next several months will help meet surging power demand,1
1608,dollars and danger  the intro to cnbcs africa investing special more to come,1
1624,real estate market soars in malawi capital,1
1652,botswana cuts diamond output by more than half,-1
193,eskom expects no power cuts in south africa until april 2016,-1
737,  chinese trade cuts both ways for africa    via ,1
487,main street usa invests in african stocks via nile fund,1
396,an east african manufacturerâ€™s journey from modest staup to listed company,1
1452,rwanda plans sale of stakes in three largest companies by end of year,1
200,diamondâ€™s atlas mara eyes three more africa acquisitions in 2015,1
1550,  africa venture capital fellows program  via ,1
112,tanzania to require telecom firms to list on local stock exchange,1
1628,implications of oil production for uganda   by ,1
85,  best countries to do business in africa 2017 ,1
689,commodity exchanges catching on in africa,1
120,mtn agrees to reduced fine of 167 billion in nigeria shares soar,1
30,africas best stock markets ytd zimbabwe 356 zambia 236 mauritius 221,1
19,ghana cuts key interest rate by 100 basis points citing reduced inflation concerns and steady economic growth,1
751,its africas time now improved governance and political stability open the continent for business,1
1678,mauritius considers second stimulus package,1
75,introducing kenyavestor your guide to the most promising kenyan stocks,1
1112,kenyan banks offer loans to borrowers wishing to paicipate in ongoing ipos,1
276,zimbabwe stock exchange to sta online trading on july 3,1
417,uk company plans to list on nairobi stock exchange after buying out kenyan logistics firm,1
942,kfc to open 150 more african stores before end of 2012,1
423,tanzania eyes telecoms listings in early 2015,1
507,zambiaâ€™s biggest pension fund to spur most ipos since 2002,1
1154,  nigerian london stock exchanges discuss partnership independent reports  bloomberg  via ,1
1140,  how africa can extract big benefits for everyone from natural resources   s devarajan and m giugale  ,1
1530,kenyas banks find tanzania a tough market  excellent aicle by ,-1
1240,nigerias central bank working to improve financial disclosure of public companies,1
949,banks battling european debt crisis lose on african deals,-1
711,in africa its boom time for bonds,1
1020,   stock exchange to start a new market for smaller companies  via ,1
1031,botswanas economy to grow at 62 pace this year says world bank,1
1348,malawian conglomerate seeks listing on london stock exchange,1
1214,precision airline to list on dar es salaam stock exchange early next year offer open solely to tanzanian investors,-1
41,  ceo maurice madiba blowing the kuduhorn at the jse yesterday just before the listing of the amibig50 exsa listings €¦,1
602,  tanzania to relax restrictions on foreign investment in its capital markets,1
1152,with entry of walma price competition among south african retailers is set to intensify  ht ,-1
80,small african stock exchanges are likely to remain small  by ,-1
674,imf cuts its africa economic growth estimate by 04,-1
239,nigerias economic growth slows to 235 in second quaer of 2015,-1
1551,  seems stateissued bonds are the new in thing in nigeria  and,1
1662,time magazine on africa as business destination,1
1145,nigerian stock exchange targets 1 trillion market value in five years ceo says,1
544,usbased africa capital group to launch africa equity fund,1
173,francophone west africas regional stock exchange expects 12 ipos within next five years,1
1450,program for the annual kenyan diasporan investment forum  via ,1
932,africas topperforming stock markets  this month zimbabwe 45 this year kenya 219 past 5 years namibia 946,1
12,mtn nigeria to list shares on nigerian stock exchange this year,1
312,zimbabweâ€™s equity markets feeling effects of economic malaise,-1
124,kenyas remittances rise 12 to 1411 million in march,1
1126,latest post new etf to ease investment in nigeria,1
525,kenyas comcraft group mulls ipo,1
198,tanzania plans to launch derivatives trading for stocks forex,1
196,mozambiques economy to grow 65 next year says imf,1
1117,new un repo on the state of africas industrial development,1
1506,malawian economy to grow 79 this year finance minister,1
68,africas best stock markets ytd south africa 48 mauritius 48 namibia 32,1
49,makiba bond stas trading at the nairobi bourse,1
601,tanzanias firstever 15yr bond sale oversubscribed,1
597,turkish companies â™¥ africa  more than 25 prioritize african expansion over growth in europe,1
1340,repo doing business in kenya 2010  narok easiest locality in the country to do business,1
1293,hope and worry in zambia zambians less poor but is corruption on rise,-1
1629,increasing bad debt levels not a systemic threat to south african banks,-1
1028,ugandas bujagali hydroelectric dam to begin producing 25mw of electricity today output to eventually reach 250mw,1
1725,the case for diaspora development bonds,1
1734,analysts see nigerian stocks as longterm buy,1
1613,  world bank ranks botswana as best african country for investment,1
845,nigerian stock exchange foresees revival of ipos in 2013,1
966,south africa to generate electricity from ocean currents,1
450,private equity firm to exit bakery investment via listing on nairobi stock exchange,-1
685,kenya to sell 1 billion woh of infrastructure bonds this year,1
